substation_id,datetime_GMT,generation_MW,uncertainty_MW,stats_error,bias_error,lcl_MW,ucl_MW,version_id,version,installedcapacity_MWp,capacity_MWp,site_count,calculation_time_s
0,2017-02-13 07:30:00,8.61,None,140,None,4.28,12.9,46,0.1.5b,11500,11170,23,0
0,2017-02-13 08:00:00,177,None,71,None,164,190,46,0.1.5b,11500,11170,247,1
0,2017-02-13 08:30:00,519,None,80,None,480,557,46,0.1.5b,11500,11170,321,1
0,2017-02-13 09:00:00,1100,None,77,None,1020,1170,46,0.1.5b,11500,11170,306,2
0,2017-02-13 09:30:00,1850,None,70,None,1730,1970,46,0.1.5b,11500,11170,311,2
0,2017-02-13 10:00:00,2530,None,65,None,2390,2680,46,0.1.5b,11500,11170,341,2
0,2017-02-13 10:30:00,3180,None,61,None,3010,3350,46,0.1.5b,11500,11170,344,2
0,2017-02-13 11:00:00,3750,None,55,None,3570,3940,46,0.1.5b,11500,11170,335,2
0,2017-02-13 11:30:00,4200,None,52,None,4000,4400,46,0.1.5b,11500,11170,327,2
0,2017-02-13 12:00:00,4500,None,48,None,4300,4700,46,0.1.5b,11500,11170,324,2
0,2017-02-13 12:30:00,4690,None,46,None,4490,4880,46,0.1.5b,11500,11170,326,2
0,2017-02-13 13:00:00,4790,None,43,None,4600,4980,46,0.1.5b,11500,11170,327,2
0,2017-02-13 13:30:00,4750,None,42,None,4570,4930,46,0.1.5b,11500,11170,336,1
0,2017-02-13 14:00:00,4440,None,44,None,4270,4610,46,0.1.5b,11500,11170,347,1
0,2017-02-13 14:30:00,3990,None,47,None,3820,4150,46,0.1.5b,11500,11170,350,2
0,2017-02-13 15:00:00,3400,None,50,None,3240,3560,46,0.1.5b,11500,11170,316,2
0,2017-02-13 15:30:00,2550,None,58,None,2420,2680,46,0.1.5b,11500,11170,345,2
0,2017-02-13 16:00:00,1710,None,69,None,1610,1820,46,0.1.5b,11500,11170,343,2
0,2017-02-13 16:30:00,896,None,80,None,833,959,46,0.1.5b,11500,11170,350,2
0,2017-02-13 17:00:00,293,None,66,None,274,311,46,0.1.5b,11500,11170,299,1
0,2017-02-14 07:30:00,7.95,None,110,None,4.91,11,46,0.1.5b,11500,11170,26,0
0,2017-02-14 08:00:00,171,None,75,None,158,185,46,0.1.5b,11500,11170,248,1
0,2017-02-14 08:30:00,451,None,82,None,416,487,46,0.1.5b,11500,11170,302,2
0,2017-02-14 09:00:00,831,None,87,None,765,896,46,0.1.5b,11500,11170,334,2
0,2017-02-14 09:30:00,1230,None,86,None,1130,1320,46,0.1.5b,11500,11170,331,2
0,2017-02-14 10:00:00,1600,None,84,None,1480,1730,46,0.1.5b,11500,11170,331,2
0,2017-02-14 10:30:00,1900,None,79,None,1760,2040,46,0.1.5b,11500,11170,325,2
0,2017-02-14 11:00:00,2170,None,75,None,2010,2320,46,0.1.5b,11500,11170,307,2
0,2017-02-14 11:30:00,2600,None,73,None,2420,2780,46,0.1.5b,11500,11170,306,2
0,2017-02-14 12:00:00,2880,None,74,None,2690,3070,46,0.1.5b,11500,11170,341,2
0,2017-02-14 12:30:00,2840,None,76,None,2640,3030,46,0.1.5b,11500,11170,332,2
0,2017-02-14 13:00:00,2730,None,79,None,2530,2930,46,0.1.5b,11500,11170,331,2
0,2017-02-14 13:30:00,2540,None,82,None,2340,2730,46,0.1.5b,11500,11170,310,2
0,2017-02-14 14:00:00,2240,None,85,None,2060,2420,46,0.1.5b,11500,11170,304,1
0,2017-02-14 14:30:00,1870,None,88,None,1720,2010,46,0.1.5b,11500,11170,341,2
0,2017-02-14 15:00:00,1470,None,93,None,1350,1590,46,0.1.5b,11500,11170,348,2
0,2017-02-14 15:30:00,1060,None,96,None,967,1160,46,0.1.5b,11500,11170,308,1
0,2017-02-14 16:00:00,625,None,110,None,559,690,46,0.1.5b,11500,11170,302,2
0,2017-02-14 16:30:00,287,None,130,None,250,324,46,0.1.5b,11500,11170,279,2
0,2017-02-14 17:00:00,126,None,190,None,89,163,46,0.1.5b,11500,11170,110,1
0,2017-02-14 17:30:00,26.6,None,180,None,1.5,51.6,46,0.1.5b,11500,11170,13,0
0,2017-02-15 07:30:00,2.19,None,170,None,0.994,3.39,46,0.1.5b,11500,11170,28,0
0,2017-02-15 08:00:00,105,None,69,None,96.7,113,46,0.1.5b,11500,11170,216,1
0,2017-02-15 08:30:00,289,None,74,None,269,310,46,0.1.5b,11500,11170,305,2
0,2017-02-15 09:00:00,554,None,91,None,507,602,46,0.1.5b,11500,11170,309,2
0,2017-02-15 09:30:00,814,None,91,None,748,880,46,0.1.5b,11500,11170,345,2
0,2017-02-15 10:00:00,1080,None,89,None,994,1160,46,0.1.5b,11500,11170,346,2
0,2017-02-15 10:30:00,1320,None,83,None,1230,1420,46,0.1.5b,11500,11170,346,2
0,2017-02-15 11:00:00,1540,None,95,None,1410,1670,46,0.1.5b,11500,11170,341,2
0,2017-02-15 11:30:00,1610,None,98,None,1470,1760,46,0.1.5b,11500,11170,334,2
0,2017-02-15 12:00:00,1640,None,99,None,1490,1790,46,0.1.5b,11500,11170,335,2
0,2017-02-15 12:30:00,1560,None,110,None,1410,1710,46,0.1.5b,11500,11170,343,2
0,2017-02-15 13:00:00,1560,None,110,None,1410,1710,46,0.1.5b,11500,11170,342,2
0,2017-02-15 13:30:00,1450,None,120,None,1290,1600,46,0.1.5b,11500,11170,321,2
0,2017-02-15 14:00:00,1340,None,120,None,1200,1480,46,0.1.5b,11500,11170,338,2
0,2017-02-15 14:30:00,1220,None,120,None,1090,1350,46,0.1.5b,11500,11170,336,2
0,2017-02-15 15:00:00,1100,None,110,None,993,1210,46,0.1.5b,11500,11170,344,2
0,2017-02-15 15:30:00,907,None,110,None,822,992,46,0.1.5b,11500,11170,349,2
0,2017-02-15 16:00:00,674,None,120,None,597,751,46,0.1.5b,11500,11170,302,2
0,2017-02-15 16:30:00,492,None,120,None,434,549,46,0.1.5b,11500,11170,282,1
0,2017-02-15 17:00:00,270,None,91,None,242,299,46,0.1.5b,11500,11170,203,1
0,2017-02-15 17:30:00,129,None,61,None,88.1,170,46,0.1.5b,11500,11170,13,0
0,2017-02-16 07:30:00,8.88,None,140,None,5.88,11.9,46,0.1.5b,11500,11170,49,0
0,2017-02-16 08:00:00,224,None,83,None,207,241,46,0.1.5b,11500,11170,325,2
0,2017-02-16 08:30:00,686,None,96,None,625,746,46,0.1.5b,11500,11170,327,2
0,2017-02-16 09:00:00,1240,None,83,None,1150,1340,46,0.1.5b,11500,11170,330,2
0,2017-02-16 09:30:00,1710,None,71,None,1600,1820,46,0.1.5b,11500,11170,344,2
0,2017-02-16 10:00:00,2080,None,67,None,1960,2200,46,0.1.5b,11500,11170,340,2
