t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2553,3.5,14.0,3.5,7.0,10.5,17.5,7.0,10.5,14.0,14.0,17.5,10.5,17.5,10.5,14.0,14.0,28.0,21.0,14.0,14.0
2554,3.5,17.5,3.5,7.0,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,28.0,21.0,17.5,14.0
2555,3.5,17.5,3.5,7.0,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2556,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2557,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2558,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2559,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2560,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2561,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,17.5,14.0
2562,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2563,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,14.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2564,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,10.5,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2565,3.5,17.5,3.5,10.5,10.5,17.5,7.0,10.5,14.0,10.5,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2566,3.5,17.5,3.5,10.5,7.0,17.5,7.0,10.5,14.0,10.5,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2567,3.5,17.5,3.5,10.5,7.0,17.5,7.0,10.5,14.0,10.5,17.5,10.5,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2568,3.5,17.5,3.5,10.5,7.0,17.5,7.0,10.5,14.0,7.0,17.5,10.5,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2569,3.5,17.5,3.5,10.5,7.0,17.5,7.0,10.5,14.0,7.0,17.5,10.5,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2570,3.5,17.5,3.5,10.5,7.0,17.5,7.0,14.0,14.0,7.0,17.5,10.5,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2571,3.5,17.5,3.5,10.5,7.0,17.5,7.0,14.0,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2572,3.5,17.5,7.0,10.5,7.0,17.5,7.0,14.0,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2573,3.5,17.5,7.0,14.0,7.0,17.5,7.0,14.0,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2574,3.5,17.5,7.0,14.0,7.0,17.5,7.0,14.0,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2575,3.5,17.5,7.0,14.0,7.0,17.5,7.0,17.5,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,24.5,21.0,14.0
2576,3.5,17.5,7.0,14.0,7.0,17.5,7.0,17.5,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,28.0,21.0,14.0
2577,3.5,17.5,7.0,14.0,7.0,17.5,7.0,17.5,14.0,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,28.0,21.0,14.0
2578,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,17.5,14.0,17.5,10.5,14.0,14.0,31.5,28.0,21.0,14.0
2579,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,17.5,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2580,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,17.5,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2581,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,17.5,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2582,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2583,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2584,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2585,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2586,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2587,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,21.0,14.0
2588,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2589,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,10.5,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2590,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,7.0,7.0,21.0,14.0,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2591,3.5,17.5,7.0,14.0,7.0,21.0,7.0,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2592,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2593,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2594,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2595,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2596,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2597,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2598,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2599,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2600,3.5,17.5,7.0,14.0,7.0,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,17.5
2601,3.5,17.5,7.0,14.0,10.5,21.0,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2602,3.5,17.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2603,3.5,17.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2604,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2605,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2606,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2607,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,21.0,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2608,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2609,3.5,17.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2610,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,17.5
2611,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,28.0,28.0,24.5,14.0
2612,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2613,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,7.0,17.5,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2614,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,17.5,31.5,28.0,24.5,14.0
2615,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,31.5,28.0,24.5,14.0
2616,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2617,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2618,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2619,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2620,3.5,10.5,7.0,14.0,10.5,24.5,10.5,17.5,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2621,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2622,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2623,3.5,10.5,7.0,14.0,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2624,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2625,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2626,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,10.5,17.5,17.5,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2627,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2628,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2629,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2630,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,7.0,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2631,3.5,10.5,7.0,10.5,10.5,24.5,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2632,3.5,10.5,7.0,10.5,14.0,24.5,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2633,3.5,10.5,7.0,10.5,14.0,24.5,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2634,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2635,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,35.0,28.0,24.5,14.0
2636,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,31.5,28.0,24.5,14.0
2637,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,28.0,24.5,14.0
2638,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,24.5,24.5,14.0
2639,3.5,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,24.5,24.5,14.0
2640,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,24.5,24.5,14.0
2641,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,24.5,24.5,14.0
2642,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,24.5,24.5,14.0
2643,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,14.0
2644,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2645,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2646,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2647,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,17.5,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2648,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,14.0,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2649,7.0,10.5,7.0,10.5,14.0,21.0,10.5,21.0,10.5,14.0,14.0,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2650,7.0,10.5,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2651,7.0,10.5,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,10.5,14.0,21.0,28.0,21.0,24.5,10.5
2652,7.0,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2653,7.0,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2654,7.0,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2655,7.0,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2656,3.5,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2657,3.5,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2658,3.5,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2659,3.5,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2660,3.5,14.0,7.0,10.5,14.0,21.0,10.5,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,10.5
2661,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,14.0
2662,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,14.0
2663,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,14.0
2664,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,14.0
2665,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,24.5,14.0
2666,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,21.0,14.0
2667,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,21.0,14.0
2668,3.5,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,21.0,28.0,21.0,21.0,14.0
2669,7.0,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,28.0,21.0,21.0,14.0
2670,7.0,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,28.0,21.0,21.0,14.0
2671,7.0,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2672,7.0,14.0,7.0,10.5,14.0,21.0,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2673,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2674,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2675,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2676,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,17.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2677,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,14.0,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2678,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,14.0,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2679,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,10.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2680,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,10.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2681,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,10.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2682,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,10.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2683,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,10.5,14.0,14.0,21.0,10.5,7.0,14.0,24.5,24.5,21.0,21.0,10.5
2684,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,21.0,21.0,21.0,10.5
2685,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,21.0,21.0,21.0,10.5
2686,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,21.0,21.0,21.0,10.5
2687,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2688,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2689,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2690,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2691,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2692,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2693,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,14.0,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,21.0,10.5
2694,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2695,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2696,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2697,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,21.0,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2698,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2699,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,17.5,21.0,24.5,10.5
2700,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,17.5,17.5,24.5,10.5
2701,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,17.5,17.5,24.5,10.5
2702,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2703,7.0,14.0,7.0,10.5,14.0,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2704,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2705,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2706,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2707,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2708,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,14.0,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2709,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,10.5,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2710,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,10.5,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2711,7.0,14.0,7.0,10.5,10.5,17.5,7.0,17.5,10.5,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2712,7.0,14.0,7.0,14.0,10.5,17.5,7.0,17.5,10.5,17.5,14.0,17.5,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2713,7.0,10.5,7.0,14.0,10.5,17.5,7.0,17.5,10.5,17.5,14.0,14.0,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2714,7.0,10.5,7.0,14.0,10.5,17.5,7.0,17.5,10.5,17.5,14.0,14.0,10.5,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2715,7.0,10.5,7.0,14.0,10.5,17.5,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2716,7.0,10.5,7.0,14.0,10.5,17.5,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,24.5,10.5
2717,7.0,10.5,7.0,14.0,10.5,21.0,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,21.0,10.5
2718,7.0,10.5,7.0,14.0,10.5,21.0,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,21.0,10.5
2719,7.0,10.5,10.5,14.0,10.5,21.0,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,21.0,10.5
2720,10.5,10.5,10.5,14.0,10.5,21.0,7.0,17.5,10.5,17.5,14.0,14.0,14.0,7.0,14.0,24.5,21.0,17.5,21.0,10.5
