t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2300,17.5,14.0,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2301,17.5,14.0,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2302,17.5,14.0,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2303,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2304,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,35.0,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2305,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,35.0,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2306,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,35.0,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2307,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,17.5,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,28.0,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2308,17.5,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,24.5,31.5,24.5,0,21.0,17.5,24.5,7.0,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,21.0,17.5,10.5,10.5,28.0,17.5,35.0
2309,21.0,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,28.0,31.5,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2310,21.0,17.5,17.5,10.5,24.5,17.5,24.5,24.5,17.5,14.0,21.0,21.0,28.0,31.5,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2311,21.0,17.5,17.5,10.5,24.5,17.5,24.5,24.5,14.0,14.0,21.0,21.0,28.0,31.5,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2312,21.0,17.5,17.5,10.5,24.5,17.5,24.5,24.5,14.0,14.0,21.0,21.0,28.0,31.5,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2313,21.0,17.5,17.5,10.5,24.5,17.5,24.5,24.5,14.0,14.0,21.0,21.0,28.0,31.5,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2314,21.0,14.0,17.5,10.5,24.5,17.5,24.5,24.5,14.0,14.0,21.0,17.5,28.0,35.0,24.5,0,21.0,17.5,24.5,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2315,21.0,14.0,17.5,10.5,24.5,17.5,24.5,24.5,14.0,14.0,21.0,17.5,28.0,35.0,24.5,0,21.0,17.5,28.0,10.5,17.5,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2316,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,35.0,24.5,0,21.0,17.5,28.0,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2317,21.0,14.0,17.5,14.0,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,35.0,21.0,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2318,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,21.0,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2319,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,21.0,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,17.5,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2320,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,21.0,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2321,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,14.0,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2322,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,17.5,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2323,21.0,14.0,17.5,10.5,24.5,17.5,28.0,24.5,14.0,14.0,21.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,17.5,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2324,21.0,14.0,17.5,10.5,28.0,17.5,28.0,28.0,14.0,14.0,24.5,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,17.5,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2325,21.0,14.0,17.5,14.0,28.0,17.5,28.0,28.0,14.0,14.0,24.5,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,24.5,17.5,28.0,7.0,14.0,21.0,21.0,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2326,21.0,14.0,17.5,14.0,28.0,21.0,28.0,28.0,14.0,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,7.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2327,21.0,14.0,17.5,14.0,28.0,21.0,28.0,28.0,14.0,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,7.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2328,21.0,14.0,17.5,14.0,28.0,21.0,28.0,28.0,14.0,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,7.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2329,21.0,14.0,17.5,14.0,28.0,21.0,28.0,24.5,14.0,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,7.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2330,21.0,14.0,17.5,14.0,28.0,21.0,28.0,24.5,14.0,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,7.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2331,21.0,14.0,17.5,14.0,28.0,21.0,28.0,24.5,10.5,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,10.5,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2332,21.0,14.0,17.5,14.0,31.5,21.0,28.0,24.5,10.5,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,14.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2333,21.0,14.0,17.5,14.0,31.5,21.0,28.0,24.5,10.5,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,14.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2334,21.0,10.5,17.5,14.0,31.5,21.0,28.0,24.5,10.5,14.0,28.0,17.5,28.0,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,14.0,14.0,21.0,17.5,21.0,24.5,17.5,17.5,10.5,10.5,28.0,17.5,35.0
2335,21.0,10.5,17.5,14.0,31.5,21.0,31.5,24.5,10.5,14.0,24.5,21.0,31.5,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,21.0,17.5,21.0,21.0,17.5,28.0,14.0,14.0,21.0,17.5,21.0,28.0,17.5,17.5,14.0,10.5,28.0,17.5,35.0
2336,21.0,10.5,17.5,14.0,31.5,21.0,31.5,24.5,7.0,14.0,24.5,21.0,31.5,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,24.5,17.5,21.0,24.5,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2337,21.0,10.5,17.5,14.0,31.5,21.0,31.5,24.5,7.0,10.5,24.5,21.0,31.5,38.5,17.5,0,21.0,17.5,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2338,21.0,10.5,17.5,14.0,31.5,21.0,31.5,24.5,10.5,7.0,24.5,21.0,31.5,38.5,21.0,0,21.0,17.5,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2339,21.0,10.5,17.5,14.0,28.0,21.0,31.5,24.5,10.5,7.0,24.5,21.0,31.5,38.5,21.0,0,21.0,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2340,21.0,10.5,17.5,14.0,28.0,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,21.0,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2341,21.0,10.5,17.5,14.0,28.0,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,35.0,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2342,21.0,10.5,17.5,14.0,28.0,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,35.0,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,14.0,17.5,14.0,10.5,28.0,21.0,35.0
2343,21.0,10.5,17.5,14.0,24.5,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,28.0,17.5,14.0,21.0,17.5,21.0,28.0,17.5,17.5,14.0,10.5,28.0,21.0,35.0
2344,21.0,10.5,17.5,14.0,24.5,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,28.0,17.5,17.5,14.0,10.5,28.0,24.5,35.0
2345,21.0,10.5,17.5,14.0,24.5,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,28.0,17.5,21.0,14.0,10.5,28.0,24.5,35.0
2346,24.5,10.5,17.5,14.0,24.5,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,24.5,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,28.0,17.5,21.0,14.0,10.5,28.0,24.5,35.0
2347,24.5,14.0,17.5,17.5,24.5,21.0,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,28.0,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,14.0,10.5,28.0,24.5,35.0
2348,24.5,14.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,28.0,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,14.0,14.0,28.0,24.5,35.0
2349,24.5,14.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,28.0,17.5,21.0,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2350,24.5,14.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,31.5,14.0,14.0,28.0,17.5,24.5,28.0,17.5,24.5,17.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2351,24.5,14.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,35.0,14.0,14.0,28.0,17.5,24.5,28.0,17.5,28.0,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2352,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,35.0,14.0,14.0,28.0,21.0,24.5,28.0,17.5,28.0,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2353,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,38.5,21.0,0,24.5,14.0,35.0,14.0,14.0,28.0,21.0,24.5,28.0,17.5,28.0,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2354,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,35.0,21.0,0,24.5,14.0,35.0,14.0,14.0,28.0,21.0,24.5,28.0,17.5,28.0,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2355,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,35.0,21.0,3.5,21.0,14.0,35.0,14.0,14.0,28.0,21.0,24.5,28.0,17.5,28.0,24.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2356,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,35.0,21.0,3.5,21.0,14.0,35.0,14.0,14.0,28.0,21.0,24.5,28.0,17.5,28.0,24.5,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2357,24.5,14.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,35.0,21.0,3.5,24.5,14.0,35.0,14.0,10.5,24.5,21.0,24.5,28.0,17.5,24.5,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2358,24.5,17.5,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,31.5,35.0,21.0,3.5,24.5,14.0,35.0,14.0,10.5,24.5,21.0,24.5,28.0,21.0,24.5,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,28.0,24.5,35.0
2359,24.5,21.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,35.0,35.0,21.0,3.5,24.5,14.0,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,14.0,17.5,14.0,17.5,35.0,17.5,21.0,17.5,14.0,24.5,24.5,35.0
2360,24.5,21.0,14.0,17.5,24.5,24.5,31.5,24.5,14.0,7.0,24.5,21.0,35.0,35.0,21.0,3.5,24.5,17.5,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,14.0,21.0,31.5,17.5,21.0,17.5,14.0,24.5,24.5,35.0
2361,24.5,21.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,28.0,21.0,35.0,35.0,21.0,3.5,24.5,17.5,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,14.0,21.0,31.5,17.5,21.0,17.5,14.0,28.0,28.0,35.0
2362,24.5,21.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,28.0,21.0,35.0,35.0,21.0,3.5,24.5,17.5,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,14.0,21.0,31.5,17.5,21.0,17.5,14.0,28.0,28.0,35.0
2363,24.5,21.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,28.0,21.0,38.5,35.0,21.0,3.5,24.5,17.5,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,17.5,14.0,28.0,28.0,35.0
2364,24.5,21.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,28.0,21.0,38.5,35.0,21.0,3.5,28.0,17.5,35.0,10.5,10.5,21.0,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,17.5,17.5,28.0,28.0,35.0
2365,24.5,21.0,17.5,17.5,24.5,24.5,31.5,24.5,14.0,7.0,28.0,21.0,35.0,35.0,21.0,3.5,28.0,17.5,35.0,10.5,10.5,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,17.5,17.5,28.0,28.0,35.0
2366,24.5,21.0,17.5,17.5,24.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,35.0,35.0,21.0,3.5,28.0,17.5,35.0,10.5,7.0,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,17.5,17.5,24.5,31.5,35.0
2367,24.5,21.0,17.5,17.5,24.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,35.0,35.0,21.0,3.5,28.0,17.5,35.0,10.5,7.0,24.5,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,17.5,17.5,24.5,31.5,35.0
2368,24.5,21.0,17.5,17.5,24.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,35.0,35.0,21.0,3.5,28.0,17.5,35.0,14.0,7.0,28.0,24.5,24.5,28.0,21.0,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,24.5,17.5,24.5,31.5,31.5
2369,24.5,21.0,17.5,17.5,24.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,24.5,24.5,28.0,24.5,24.5,21.0,17.5,17.5,10.5,21.0,31.5,21.0,21.0,24.5,17.5,24.5,31.5,31.5
2370,24.5,21.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,24.5,24.5,28.0,24.5,24.5,21.0,17.5,21.0,10.5,21.0,31.5,21.0,21.0,24.5,17.5,24.5,31.5,31.5
2371,24.5,21.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,24.5,24.5,28.0,24.5,24.5,21.0,17.5,21.0,10.5,21.0,31.5,21.0,21.0,24.5,17.5,24.5,31.5,31.5
2372,24.5,21.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,28.0,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,21.0,24.5,28.0,24.5,21.0,21.0,17.5,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2373,28.0,21.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,17.5,24.5,28.0,24.5,21.0,21.0,17.5,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2374,28.0,21.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,17.5,24.5,28.0,24.5,24.5,21.0,17.5,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2375,28.0,24.5,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,17.5,24.5,28.0,24.5,24.5,21.0,17.5,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2376,28.0,28.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,21.0,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,28.0,17.5,24.5,28.0,24.5,24.5,21.0,17.5,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2377,28.0,28.0,17.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,28.0,24.5,24.5,21.0,21.0,21.0,10.5,21.0,28.0,21.0,21.0,24.5,17.5,28.0,31.5,31.5
2378,28.0,28.0,24.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,35.0,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,21.0,24.5,14.0,28.0,31.5,31.5
2379,28.0,28.0,24.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,35.0,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,24.5,24.5,14.0,28.0,31.5,31.5
2380,28.0,28.0,24.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,38.5,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,24.5,24.5,14.0,28.0,31.5,31.5
2381,28.0,28.0,24.5,17.5,31.5,24.5,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,38.5,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,24.5,28.0,14.0,28.0,31.5,31.5
2382,28.0,28.0,24.5,17.5,31.5,28.0,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,35.0,14.0,10.5,24.5,17.5,28.0,38.5,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,24.5,28.0,14.0,28.0,31.5,31.5
2383,28.0,28.0,24.5,17.5,31.5,28.0,28.0,24.5,17.5,7.0,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,38.5,14.0,10.5,24.5,17.5,28.0,38.5,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,24.5,28.0,14.0,24.5,31.5,35.0
2384,28.0,28.0,24.5,17.5,31.5,28.0,28.0,24.5,21.0,10.5,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,38.5,14.0,10.5,24.5,21.0,28.0,38.5,24.5,24.5,21.0,21.0,21.0,14.0,21.0,28.0,21.0,28.0,31.5,14.0,24.5,31.5,35.0
2385,28.0,28.0,24.5,17.5,31.5,28.0,28.0,28.0,21.0,10.5,31.5,17.5,31.5,35.0,21.0,3.5,28.0,17.5,38.5,14.0,10.5,24.5,21.0,28.0,38.5,24.5,24.5,21.0,21.0,21.0,17.5,21.0,28.0,21.0,28.0,31.5,14.0,24.5,31.5,35.0
