t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1440,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1441,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1442,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1443,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1444,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1445,7.0,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1446,10.5,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1447,10.5,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1448,10.5,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1449,10.5,7.0,7.0,14.0,17.5,17.5,14.0,3.5,0,17.5,14.0,7.0,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1450,10.5,7.0,7.0,14.0,17.5,21.0,14.0,3.5,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1451,10.5,7.0,7.0,14.0,17.5,21.0,14.0,3.5,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,24.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,14.0,14.0
1452,10.5,7.0,7.0,14.0,17.5,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1453,10.5,7.0,7.0,14.0,17.5,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1454,10.5,7.0,7.0,14.0,17.5,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1455,10.5,7.0,7.0,14.0,17.5,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1456,10.5,7.0,7.0,14.0,17.5,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1457,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1458,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1459,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,17.5,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,14.0
1460,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1461,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1462,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1463,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1464,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1465,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1466,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1467,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,21.0,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1468,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1469,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,10.5,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,10.5,17.5
1470,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,3.5,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,17.5
1471,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,17.5
1472,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,17.5
1473,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,14.0
1474,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,14.0
1475,10.5,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,7.0,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1476,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1477,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1478,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1479,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1480,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1481,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1482,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1483,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,14.0,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1484,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1485,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1486,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,17.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,7.0,10.5
1487,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1488,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1489,7.0,7.0,7.0,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,3.5,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1490,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1491,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1492,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1493,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1494,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,10.5,7.0,14.0,10.5,3.5,10.5
1495,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,17.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1496,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1497,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1498,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1499,7.0,7.0,3.5,14.0,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,14.0,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1500,7.0,7.0,3.5,10.5,14.0,21.0,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,14.0,10.5,3.5,10.5
1501,7.0,7.0,3.5,10.5,14.0,17.5,14.0,0,0,14.0,10.5,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1502,7.0,7.0,3.5,10.5,14.0,17.5,14.0,0,0,10.5,10.5,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1503,7.0,7.0,3.5,10.5,14.0,17.5,14.0,0,0,10.5,10.5,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1504,3.5,7.0,3.5,10.5,14.0,17.5,14.0,0,0,10.5,10.5,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,14.0,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1505,3.5,7.0,3.5,10.5,14.0,17.5,14.0,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1506,3.5,7.0,3.5,10.5,14.0,17.5,14.0,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1507,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1508,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1509,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1510,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1511,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,21.0,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1512,3.5,7.0,3.5,10.5,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1513,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1514,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,7.0,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1515,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1516,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1517,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1518,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1519,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1520,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1521,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1522,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,7.0,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1523,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1524,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1525,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,7.0,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1526,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,3.5,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,10.5
1527,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,3.5,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,7.0
1528,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,3.5,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,7.0
1529,3.5,7.0,3.5,7.0,14.0,17.5,10.5,0,0,10.5,7.0,10.5,0,14.0,10.5,10.5,3.5,3.5,3.5,17.5,3.5,3.5,7.0,3.5,3.5,7.0,10.5,7.0,0,0,3.5,7.0,0,7.0,7.0,7.0,10.5,10.5,3.5,7.0
