YH1226,1
YH1227,1
YH120,1
YH121,0
YH122,0
YH123,1
YH124,1
YH126,1
YH127,1
YH128,1
YH129,1
YH1210,1
YH1211,1
YH1213,1
YH1218,3
YH1214,2
YH1220,4
YH1223,1
YH1219,1
YH1216,1
YH1215,4
YH1222,0
YH1231,1
YH1217,1
YH1229,1
YH1230,1
YH1224,1
YH1228,1
YH1232,1
YH1246,1
YH1247,1
YH1237,1
YH1239,1
YH1234,1
YH1236,1
YH1235,1
YH1240,1
YH1241,1
YH1242,1
YH1248,1
YH1249,1
YH1250,1
YH1243,1
YH1245,1
YH1251,1
YH1238,1
YH1252,1
YH1253,1
YH1254,1
YH1255,1
YH1256,1
YH1260,1
YH1257,1
YH1261,1
YH1259,1
YH1258,1
YH1263,1
YH1262,1
YH1264,1
YH1265,1
YH1266,1
YH1267,1
YH1268,1
YH1269,1
YH1270,1
YH1271,1
YH1272,1
YH1273,1
YH1274,1
YH1275,1
YH1276,1
YH1277,1
MC0431,1
MC0436,1
MC0437,1
MC0434,0
MC040,1
MC041,1
MC042,1
MC044,1
MC045,4
MC046,3
MC048,1
MC0410,1
MC0411,1
MC0412,0
MC0413,1
MC0414,1
MC0415,1
MC0416,1
MC0417,1
MC0419,1
MC0420,1
MC0422,1
MC0428,1
MC0427,1
MC0424,4
MC0430,1
MC0433,1
MC0439,1
MC0440,1
MC0429,1
MC0449,1
MC0426,1
MC0432,0
MC0425,1
MC0441,1
MC0435,1
MC0438,1
MC0453,1
MC0442,1
MC0443,1
MC0457,1
MC0444,1
MC0450,1
MC0451,1
MC0452,1
MC0459,1
MC0460,1
MC0455,1
MC0456,1
MC0461,1
MC0462,1
MC0463,1
MC0465,1
MC0464,1
MC0468,1
MC0466,1
MC0467,1
MC0471,1
MC0473,0
MC0474,1
MC0476,1
MC0477,1
MC100,0
MC105,1
MC107,1
MC108,1
MC109,1
MC1010,1
MC1011,1
MC1016,1
MC1018,1
MC1021,1
MC1017,1
MC1014,1
MC1013,1
MC1037,1
MC1020,1
MC1022,1
MC1023,1
MC1029,1
MC1030,1
MC1046,1
MC1034,1
MC1032,0
MC1047,0
MC1044,1
MC1035,1
MC1048,1
MC1041,1
MC1045,1
MC1036,1
MC1051,1
MC1050,1
MC1052,1
MC1053,1
MC1054,1
MC1055,1
MC1060,1
MC1059,1
MC1062,1
MC1063,1
MC1064,1
MC1065,1
MC1072,1
MC1074,1
MC1075,1
YH102,1
YH103,1
YH105,1
YH106,1
YH107,1
YH108,1
YH109,1
YH1010,1
YH1015,1
YH1011,1
YH1013,0
YH1017,1
YH1018,1
YH1012,1
YH1014,1
YH1016,1
YH1019,1
YH1026,1
YH1021,1
YH1024,1
YH1025,1
YH1029,1
YH1031,1
YH1033,1
YH1034,0
YH1032,1
YH1046,0
YH1047,1
YH1040,1
YH1035,1
YH1051,0
YH1050,1
YH1048,1
YH1052,1
YH1057,1
YH1055,1
YH1056,1
YH1054,1
YH1061,0
YH1058,1
YH1067,1
YH1068,0
YH1069,1
YH1070,1
YH1060,1
YH1059,1
YH1064,1
YH1065,0
YH1073,0
YH1074,1
MC031,1
MC032,1
MC033,1
MC034,1
MC035,1
MC037,1
MC0312,1
MC0317,1
MC0318,1
MC0316,1
MC0321,1
MC0329,1
MC0322,1
MC0328,1
MC0330,1
MC0333,1
MC0345,1
MC0347,1
MC0349,1
MC0339,1
MC0340,1
MC0342,1
MC0343,1
MC0346,1
MC0336,1
MC0351,1
MC0352,1
MC0354,1
MC0355,1
MC0358,1
MC0357,1
MC0364,1
MC0366,0
MC0372,1
MC0373,1
MC0377,1
ST106621,1
ST106612,1
ST10662,1
ST10663,1
ST10664,1
ST10665,1
ST10666,1
ST106614,1
ST106610,1
ST10669,1
ST106625,1
ST106611,1
ST106623,1
ST106624,1
ST106619,1
ST106622,1
ST106626,1
ST106627,1
ST106640,1
ST106641,1
ST106629,1
ST106628,1
ST106630,3
ST106631,3
ST106633,1
ST106634,1
