Cluster,MEA,NTS
1,10.731984726622796,12.818810295668476
2,84.23917458770006,79.26610162871539
3,1.7141928670078803,2.4411201812287624
4,1.3648549841579332,2.333710893254697
5,1.9497928345113331,3.14025700113268
