126
470,j,485,0.026958333333333334
1030,j,1044,0.024833333333333332
1115,j,1118,0.008541666666666666
127
466,j,479,0.023875
487,j,492,0.008041666666666667
914,j,931,0.030875
932,c,0.33
1137,j,1157,0.057541666666666665
128
467,j,481,0.026583333333333334
1032,j,1045,0.022625
1148,j,1152,0.008208333333333333
129
458,j,470,0.023583333333333335
502,j,507,0.007416666666666667
1024,j,1042,0.032875
130
471,j,485,0.027708333333333335
1056,j,1070,0.029625
131
1113,j,1118,0.010708333333333334
132
712,j,724,0.027125
733,j,748,0.021
750,c,0.75
879,j,896,0.031375
133
473,j,483,0.021791666666666668
490,j,494,0.006458333333333333
1032,j,1045,0.024
1119,j,1124,0.008291666666666666
1133,j,1142,0.014791666666666667
1190,j,1197,0.016708333333333332
134
464,j,478,0.024958333333333332
1030,j,1049,0.03204166666666667
135
464,j,475,0.022833333333333334
479,j,483,0.006875
1029,j,1044,0.023916666666666666
1142,j,1147,0.009
136
464,j,477,0.023333333333333334
509,j,514,0.00725
1027,j,1048,0.033625
1162,j,1173,0.026791666666666665
137
458,j,470,0.025291666666666667
1030,j,1049,0.032
1119,j,1132,0.027541666666666666
1262,j,1272,0.023416666666666665
138
1102,j,1111,0.012416666666666666
139
788,j,802,0.026916666666666665
802,c,0.16
979,j,990,0.03245833333333333
