cluster,w,we
0,1.024748646558391,0.5166279969064191
1,0.8418458968469409,0.27049488410941747
2,1.1666666666666665,0.8568627450980394
3,1.1017964071856285,0.8646706586826347
4,1.0689361702127658,0.7285106382978723
