time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,3.979186689991949,3.979692061178993,0.9950493580915093,3.979692061178993,4.012427389904437,4.975246790457547,5.970296148549056
1,3.979186689991949,3.979692061178993,0.9950493580915093,3.979692061178993,4.012427389904437,4.975246790457547,5.970296148549056
2,4.974236048083458,3.979692061178993,0.9950493580915093,3.979692061178993,3.0173780318129277,4.975246790457547,5.970296148549056
3,4.974236048083458,3.979692061178993,0.9950493580915093,3.979692061178993,3.0173780318129277,4.975246790457547,5.970296148549056
4,4.974236048083458,3.979692061178993,0.9950493580915093,3.979692061178993,3.0173780318129277,4.975246790457547,5.970296148549056
5,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,3.0173780318129277,4.975246790457547,5.970296148549056
6,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,1.9895933449959744,4.975246790457547,5.970296148549056
7,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,1.9895933449959744,4.975246790457547,4.975246790457547
8,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,1.9895933449959744,4.975246790457547,4.975246790457547
9,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,1.9895933449959744,4.975246790457547,4.975246790457547
10,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,1.9895933449959744,3.980197432366037,4.975246790457547
11,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,3.0173780318129277,4.975246790457547,4.975246790457547
12,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,3.0173780318129277,3.980197432366037,4.975246790457547
13,4.974236048083458,3.979692061178993,0.9950493580915093,2.984642703087484,3.0173780318129277,3.980197432366037,4.975246790457547
14,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,3.980197432366037,4.975246790457547
15,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,3.980197432366037,4.975246790457547
16,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,3.980197432366037,4.975246790457547
17,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,3.980197432366037,4.975246790457547
18,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,2.985148074274528,4.975246790457547
19,4.974236048083458,3.979692061178993,0.9950493580915093,1.9895933449959744,3.0173780318129277,2.985148074274528,4.975246790457547
20,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,2.985148074274528,4.975246790457547
21,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,4.975246790457547
22,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
23,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
24,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
25,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
26,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
27,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
28,4.974236048083458,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
29,3.979186689991949,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,3.980197432366037
30,2.984642703087484,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,2.985148074274528
31,2.984642703087484,3.979186689991949,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,2.985148074274528
32,2.984642703087484,3.979186689991949,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,2.985148074274528
33,1.9900987161830186,3.979186689991949,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,2.985148074274528
34,0.9950493580915093,2.984642703087484,0,0.9945439869044651,3.0173780318129277,1.9900987161830186,1.9900987161830186
35,0.9950493580915093,2.984642703087484,0,0.9945439869044651,3.0173780318129277,0.9950493580915093,1.9900987161830186
36,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,1.9900987161830186
37,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,1.9900987161830186
38,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,1.9900987161830186
39,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
40,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
41,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
42,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
43,0.9950493580915093,2.984642703087484,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
44,0.9950493580915093,1.9895933449959744,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0.9950493580915093
45,0.9950493580915093,1.9895933449959744,0,0.9945439869044651,2.0223286737214186,0.9950493580915093,0
46,0.9950493580915093,0.9945439869044651,0,0.9945439869044651,1.0277846868169536,0.9950493580915093,0
47,0.9950493580915093,0.9945439869044651,0,0.9945439869044651,1.0277846868169536,0.9950493580915093,0
