time,index,energy expended
12:52:28,46348,0.37258818088205176
10:30:31,37831,0.3395092471049582
09:34:05,34445,0.8872425343640169
19:49:24,71364,0.3395092471049582
14:38:07,52687,0.5429537399299846
08:45:50,31550,1.200609140976348
14:48:07,53287,0.3395092471049582
14:27:01,52021,0.5429537399299846
11:37:27,41847,0.5429537399299846
15:02:18,54138,0.3395092471049582
15:30:13,55813,0.37258818088205176
09:25:24,33924,0.5446601039993139
15:29:53,55793,0.296796877031127
19:08:16,68896,0.5429537399299846
11:33:49,41629,0.37258818088205176
08:45:30,31530,0.296796877031127
13:35:30,48930,0.5446601039993139
15:25:47,55547,0.3395092471049582
23:18:09,83889,0.5429537399299846
15:37:57,56277,0.3395092471049582
14:41:20,52880,0.8872425343640169
18:21:07,66067,0.5446601039993139
15:37:11,56231,0.296796877031127
20:23:28,73408,0.37258818088205176
14:21:24,51684,0.5429537399299846
12:07:31,43651,0.5429537399299846
12:29:14,44954,0.3395092471049582
15:39:42,56382,0.3395092471049582
21:17:21,76641,0.3395092471049582
20:02:30,72150,0.37258818088205176
12:26:29,44789,0.5446601039993139
08:51:45,31905,0.296796877031127
16:05:32,57932,0.296796877031127
19:37:31,70651,0.5429537399299846
18:37:38,67058,0.37258818088205176
15:50:30,57030,0.3395092471049582
19:29:53,70193,0.5429537399299846
08:27:06,30426,0.3395092471049582
09:50:22,35422,0.8872425343640169
09:20:26,33626,0.296796877031127
19:05:42,68742,0.5429537399299846
22:55:10,82510,0.5446601039993139
23:33:18,84798,0.5429537399299846
11:41:39,42099,0.3395092471049582
08:36:31,30991,0.37258818088205176
07:59:14,28754,0.5446601039993139
20:30:39,73839,0.3395092471049582
12:02:53,43373,0.3395092471049582
12:00:04,43204,1.200609140976348
10:39:14,38354,0.37258818088205176
15:50:12,57012,0.37258818088205176
08:12:08,29528,0.5446601039993139
12:39:49,45589,0.37258818088205176
20:40:01,74401,0.5429537399299846
18:39:43,67183,0.3395092471049582
10:11:03,36663,0.296796877031127
14:40:56,52856,0.5429537399299846
18:14:50,65690,0.3395092471049582
12:07:20,43640,0.5429537399299846
17:40:34,63634,0.5429537399299846
14:47:14,53234,0.37258818088205176
11:06:59,40019,0.37258818088205176
09:17:46,33466,0.296796877031127
20:04:28,72268,0.3395092471049582
13:06:23,47183,0.5429537399299846
18:50:41,67841,0.5446601039993139
18:18:08,65888,0.5446601039993139
15:42:49,56569,0.5429537399299846
19:23:34,69814,0.5429537399299846
08:19:31,29971,0.5446601039993139
12:28:05,44885,0.37258818088205176
16:04:57,57897,0.3395092471049582
15:21:37,55297,0.296796877031127
18:19:17,65957,0.5429537399299846
15:37:00,56220,0.296796877031127
12:03:49,43429,0.37258818088205176
13:42:52,49372,0.8872425343640169
18:09:18,65358,0.3395092471049582
18:12:36,65556,0.5429537399299846
15:28:12,55692,0.5446601039993139
15:24:51,55491,0.296796877031127
11:27:07,41227,0.5429537399299846
07:18:38,26318,0.5446601039993139
14:32:25,52345,0.3395092471049582
09:06:15,32775,0.296796877031127
09:16:33,33393,0.37258818088205176
16:08:18,58098,0.296796877031127
18:27:08,66428,0.5446601039993139
09:59:44,35984,0.296796877031127
08:46:22,31582,0.296796877031127
07:55:29,28529,0.5429537399299846
19:10:00,69000,0.5446601039993139
12:05:12,43512,0.37258818088205176
23:26:10,84370,0.5446601039993139
17:36:55,63415,0.296796877031127
12:33:47,45227,0.37258818088205176
16:08:39,58119,0.296796877031127
09:50:08,35408,0.3395092471049582
15:07:50,54470,0.5429537399299846
16:35:00,59700,0.5429537399299846
07:07:59,25679,0.5446601039993139
17:02:04,61324,0.37258818088205176
18:23:22,66202,0.5446601039993139
22:11:45,79905,0.5429537399299846
07:57:53,28673,0.5446601039993139
08:39:00,31140,0.37258818088205176
18:23:30,66210,0.37258818088205176
16:54:08,60848,0.5429537399299846
17:43:36,63816,0.5429537399299846
20:57:04,75424,0.5429537399299846
12:07:54,43674,0.37258818088205176
16:00:57,57657,0.37258818088205176
13:42:29,49349,0.37258818088205176
13:53:23,50003,0.5429537399299846
13:31:28,48688,0.37258818088205176
10:41:30,38490,0.3395092471049582
23:41:06,85266,0.5429537399299846
08:36:06,30966,0.8872425343640169
12:59:48,46788,0.8872425343640169
12:08:16,43696,0.8872425343640169
17:17:58,62278,0.3395092471049582
09:57:23,35843,0.3395092471049582
08:30:37,30637,0.8872425343640169
07:53:04,28384,0.5446601039993139
20:02:24,72144,0.8872425343640169
10:05:25,36325,0.3395092471049582
05:52:43,21163,0.5446601039993139
15:09:04,54544,0.5429537399299846
07:34:25,27265,0.5446601039993139
15:32:49,55969,0.5429537399299846
22:21:07,80467,0.5429537399299846
16:51:06,60666,0.8872425343640169
10:28:48,37728,0.5429537399299846
19:25:27,69927,0.5446601039993139
16:09:31,58171,0.296796877031127
18:15:22,65722,0.5429537399299846
18:47:46,67666,0.5429537399299846
10:37:40,38260,0.3395092471049582
15:49:02,56942,0.296796877031127
08:24:02,30242,0.5446601039993139
09:01:05,32465,0.296796877031127
08:47:22,31642,0.296796877031127
17:22:35,62555,0.5429537399299846
12:41:40,45700,0.3395092471049582
16:01:09,57669,0.296796877031127
16:02:19,57739,0.3395092471049582
18:37:52,67072,0.5446601039993139
16:22:38,58958,0.8872425343640169
18:30:37,66637,0.5429537399299846
09:12:32,33152,0.296796877031127
18:17:30,65850,1.200609140976348
13:05:43,47143,0.5429537399299846
14:38:11,52691,0.37258818088205176
17:32:43,63163,0.3395092471049582
07:49:27,28167,0.5446601039993139
12:08:51,43731,0.3395092471049582
23:39:29,85169,0.8872425343640169
11:58:24,43104,0.5429537399299846
17:18:42,62322,0.3395092471049582
16:30:55,59455,0.5429537399299846
21:21:11,76871,0.5429537399299846
14:43:40,53020,0.296796877031127
12:00:09,43209,0.37258818088205176
17:57:23,64643,0.5429537399299846
20:18:48,73128,0.5429537399299846
12:52:48,46368,0.3395092471049582
15:42:21,56541,0.3395092471049582
11:06:05,39965,1.200609140976348
08:59:00,32340,0.3395092471049582
16:18:26,58706,0.296796877031127
07:30:38,27038,0.37258818088205176
13:05:39,47139,0.3395092471049582
15:25:18,55518,0.37258818088205176
14:31:14,52274,0.3395092471049582
13:10:08,47408,0.3395092471049582
08:22:07,30127,0.296796877031127
16:55:50,60950,0.8872425343640169
15:08:55,54535,0.5429537399299846
23:12:13,83533,0.5429537399299846
09:57:31,35851,0.3395092471049582
10:04:44,36284,0.3395092471049582
12:00:33,43233,0.3395092471049582
16:21:46,58906,0.8872425343640169
10:25:44,37544,0.3395092471049582
12:58:30,46710,0.5429537399299846
18:19:49,65989,0.5446601039993139
09:06:11,32771,1.200609140976348
11:00:44,39644,0.37258818088205176
19:34:30,70470,0.3395092471049582
08:58:10,32290,0.5446601039993139
20:19:30,73170,0.8872425343640169
18:26:58,66418,1.200609140976348
09:10:22,33022,0.296796877031127
16:42:02,60122,0.8872425343640169
20:07:59,72479,0.5429537399299846
21:14:45,76485,0.5429537399299846
10:53:12,39192,0.37258818088205176
09:24:13,33853,0.3395092471049582
18:32:16,66736,0.3395092471049582
20:27:09,73629,0.5429537399299846
10:28:03,37683,0.5429537399299846
15:27:55,55675,0.296796877031127
12:16:42,44202,0.3395092471049582
21:35:51,77751,0.3395092471049582
16:24:13,59053,0.5429537399299846
14:23:11,51791,0.37258818088205176
00:27:15,1635,0.5429537399299846
13:28:24,48504,0.8872425343640169
17:10:59,61859,0.8872425343640169
09:28:12,34092,0.5446601039993139
18:21:14,66074,0.3395092471049582
08:23:48,30228,0.296796877031127
19:14:29,69269,0.5429537399299846
16:00:36,57636,1.200609140976348
12:29:24,44964,0.8872425343640169
17:51:32,64292,0.3395092471049582
15:53:04,57184,0.3395092471049582
10:37:20,38240,0.296796877031127
10:42:44,38564,0.8872425343640169
16:28:45,59325,0.296796877031127
06:40:47,24047,0.37258818088205176
14:56:11,53771,0.5429537399299846
16:30:22,59422,0.3395092471049582
08:59:46,32386,0.5446601039993139
14:56:35,53795,0.37258818088205176
14:34:36,52476,0.37258818088205176
13:01:10,46870,0.5429537399299846
14:48:55,53335,0.296796877031127
16:02:00,57720,0.8872425343640169
12:38:04,45484,0.8872425343640169
09:04:24,32664,0.8872425343640169
19:11:51,69111,1.200609140976348
14:19:05,51545,0.3395092471049582
11:12:48,40368,0.5429537399299846
17:32:04,63124,0.37258818088205176
15:26:20,55580,1.200609140976348
08:21:46,30106,0.296796877031127
13:56:51,50211,0.3395092471049582
16:23:35,59015,0.3395092471049582
17:59:01,64741,0.37258818088205176
09:29:10,34150,0.5446601039993139
12:38:39,45519,0.5429537399299846
15:26:27,55587,0.5429537399299846
18:58:54,68334,0.5446601039993139
20:29:05,73745,0.5429537399299846
10:55:11,39311,0.37258818088205176
13:23:22,48202,0.8872425343640169
15:43:42,56622,0.3395092471049582
17:31:21,63081,0.5446601039993139
08:01:50,28910,0.5429537399299846
08:50:53,31853,0.37258818088205176
15:52:45,57165,0.296796877031127
16:02:34,57754,0.296796877031127
11:07:15,40035,0.3395092471049582
09:09:31,32971,0.296796877031127
23:51:36,85896,0.5429537399299846
08:22:15,30135,0.296796877031127
16:21:57,58917,0.37258818088205176
20:14:46,72886,0.5446601039993139
14:10:00,51000,0.3395092471049582
13:19:55,47995,0.37258818088205176
17:56:48,64608,0.5446601039993139
09:16:46,33406,0.296796877031127
19:45:58,71158,0.8872425343640169
14:36:10,52570,0.37258818088205176
09:20:54,33654,0.5446601039993139
15:27:26,55646,0.296796877031127
14:03:39,50619,0.5429537399299846
08:04:02,29042,0.5446601039993139
09:24:41,33881,0.5446601039993139
18:46:26,67586,1.200609140976348
12:35:59,45359,1.200609140976348
19:09:15,68955,0.3395092471049582
16:39:07,59947,0.8872425343640169
19:11:26,69086,0.8872425343640169
16:37:59,59879,0.37258818088205176
12:34:07,45247,0.8872425343640169
08:46:43,31603,0.3395092471049582
09:32:59,34379,0.296796877031127
10:34:08,38048,1.200609140976348
14:55:51,53751,0.8872425343640169
14:36:15,52575,0.8872425343640169
17:46:42,64002,0.8872425343640169
11:05:52,39952,0.3395092471049582
13:11:47,47507,0.5446601039993139
14:30:19,52219,0.5429537399299846
08:30:58,30658,0.37258818088205176
18:20:41,66041,0.5429537399299846
09:41:28,34888,0.37258818088205176
18:40:00,67200,0.8872425343640169
22:46:04,81964,0.5429537399299846
16:44:07,60247,0.3395092471049582
19:10:08,69008,0.5429537399299846
11:09:11,40151,0.5446601039993139
08:33:54,30834,0.37258818088205176
10:12:18,36738,0.3395092471049582
07:56:33,28593,0.5446601039993139
16:51:43,60703,0.3395092471049582
16:34:16,59656,0.296796877031127
18:27:25,66445,0.3395092471049582
13:17:57,47877,0.37258818088205176
16:38:45,59925,0.37258818088205176
18:27:41,66461,0.8872425343640169
10:56:16,39376,0.3395092471049582
14:38:03,52683,0.5446601039993139
07:51:08,28268,0.37258818088205176
21:07:39,76059,0.3395092471049582
20:13:29,72809,0.5429537399299846
13:11:32,47492,0.8872425343640169
18:10:17,65417,0.5429537399299846
11:37:03,41823,0.3395092471049582
07:36:46,27406,0.37258818088205176
18:04:32,65072,0.5429537399299846
10:08:19,36499,0.37258818088205176
14:26:38,51998,0.37258818088205176
13:09:07,47347,0.5429537399299846
17:19:44,62384,0.296796877031127
09:02:32,32552,0.296796877031127
16:20:34,58834,0.8872425343640169
14:12:38,51158,0.3395092471049582
14:17:20,51440,0.37258818088205176
10:50:39,39039,0.37258818088205176
07:59:18,28758,0.5446601039993139
11:33:41,41621,0.3395092471049582
12:07:00,43620,0.5429537399299846
10:33:15,37995,0.37258818088205176
07:51:31,28291,0.37258818088205176
19:14:30,69270,0.37258818088205176
22:01:37,79297,0.5429537399299846
15:20:44,55244,0.3395092471049582
16:00:14,57614,0.296796877031127
08:17:30,29850,0.5446601039993139
16:04:06,57846,0.8872425343640169
08:38:05,31085,0.37258818088205176
12:35:13,45313,0.5446601039993139
10:59:58,39598,0.37258818088205176
11:57:06,43026,0.5429537399299846
16:49:32,60572,0.37258818088205176
11:11:35,40295,0.37258818088205176
19:26:31,69991,0.8872425343640169
05:55:46,21346,0.8872425343640169
16:09:54,58194,0.5429537399299846
11:28:23,41303,0.3395092471049582
13:29:23,48563,0.5429537399299846
19:52:08,71528,0.8872425343640169
18:48:39,67719,0.5429537399299846
08:24:43,30283,0.296796877031127
08:25:32,30332,0.3395092471049582
09:14:24,33264,0.296796877031127
17:52:56,64376,1.200609140976348
19:21:51,69711,0.5429537399299846
12:18:26,44306,0.3395092471049582
11:19:18,40758,0.5446601039993139
14:44:00,53040,0.5429537399299846
20:31:42,73902,0.296796877031127
21:27:29,77249,0.5429537399299846
13:30:37,48637,0.3395092471049582
08:49:51,31791,0.5446601039993139
14:48:37,53317,0.3395092471049582
11:04:37,39877,0.3395092471049582
17:54:48,64488,0.3395092471049582
13:05:40,47140,0.3395092471049582
06:42:33,24153,0.5446601039993139
09:15:45,33345,0.296796877031127
20:22:33,73353,0.5446601039993139
10:51:52,39112,0.37258818088205176
19:29:45,70185,0.5429537399299846
08:30:59,30659,0.37258818088205176
12:28:10,44890,0.3395092471049582
17:50:53,64253,0.5446601039993139
16:30:20,59420,0.37258818088205176
12:32:58,45178,0.3395092471049582
09:21:34,33694,1.200609140976348
08:56:43,32203,0.5429537399299846
20:05:23,72323,0.5429537399299846
10:55:22,39322,0.3395092471049582
12:28:59,44939,0.3395092471049582
08:34:41,30881,0.296796877031127
11:37:07,41827,0.5429537399299846
07:27:44,26864,0.5446601039993139
16:39:59,59999,0.5429537399299846
18:59:09,68349,0.3395092471049582
20:33:00,73980,0.5429537399299846
13:43:22,49402,0.37258818088205176
15:08:58,54538,0.5446601039993139
12:09:56,43796,0.37258818088205176
12:31:46,45106,0.3395092471049582
12:12:01,43921,0.37258818088205176
08:01:49,28909,0.37258818088205176
13:23:49,48229,1.200609140976348
16:40:11,60011,0.37258818088205176
16:44:41,60281,0.8872425343640169
17:46:33,63993,0.3395092471049582
16:20:34,58834,0.3395092471049582
15:51:25,57085,0.37258818088205176
12:36:18,45378,0.5429537399299846
18:54:27,68067,0.3395092471049582
15:09:19,54559,0.3395092471049582
11:14:27,40467,0.8872425343640169
13:39:44,49184,0.5429537399299846
11:07:57,40077,0.3395092471049582
16:28:50,59330,0.5429537399299846
01:33:57,5637,0.5429537399299846
06:00:27,21627,0.5446601039993139
08:28:53,30533,0.296796877031127
11:31:26,41486,0.3395092471049582
15:40:18,56418,0.8872425343640169
15:49:26,56966,0.5429537399299846
15:46:04,56764,0.296796877031127
12:21:45,44505,0.3395092471049582
09:19:25,33565,0.3395092471049582
09:45:15,35115,0.37258818088205176
13:10:22,47422,0.3395092471049582
08:30:17,30617,0.5446601039993139
18:13:30,65610,0.5446601039993139
10:21:42,37302,0.8872425343640169
15:53:25,57205,0.5446601039993139
19:17:30,69450,0.37258818088205176
09:33:47,34427,0.5429537399299846
16:04:13,57853,0.37258818088205176
07:48:54,28134,0.5446601039993139
18:48:10,67690,0.37258818088205176
17:08:25,61705,0.5446601039993139
13:13:42,47622,0.3395092471049582
19:20:28,69628,0.37258818088205176
11:07:42,40062,0.3395092471049582
14:40:58,52858,0.5429537399299846
09:01:16,32476,0.296796877031127
09:31:02,34262,0.3395092471049582
23:16:29,83789,0.5446601039993139
15:49:21,56961,0.37258818088205176
16:58:32,61112,0.5429537399299846
11:03:44,39824,0.3395092471049582
22:24:44,80684,0.37258818088205176
12:43:10,45790,0.37258818088205176
07:45:59,27959,0.37258818088205176
14:38:00,52680,0.5429537399299846
13:49:07,49747,0.3395092471049582
10:18:24,37104,0.3395092471049582
15:06:48,54408,0.8872425343640169
12:15:40,44140,0.3395092471049582
15:30:52,55852,0.296796877031127
14:48:44,53324,0.3395092471049582
10:40:18,38418,0.3395092471049582
19:39:45,70785,0.5446601039993139
08:01:33,28893,0.5446601039993139
09:52:43,35563,0.37258818088205176
08:36:49,31009,0.296796877031127
16:40:50,60050,0.37258818088205176
09:52:02,35522,0.37258818088205176
14:29:21,52161,0.3395092471049582
18:01:48,64908,0.37258818088205176
14:03:27,50607,0.3395092471049582
17:53:33,64413,0.5446601039993139
16:12:53,58373,0.296796877031127
09:08:13,32893,0.5429537399299846
16:31:18,59478,0.5446601039993139
15:58:45,57525,0.37258818088205176
12:37:36,45456,0.37258818088205176
09:48:46,35326,0.3395092471049582
16:59:03,61143,0.3395092471049582
22:09:50,79790,0.5429537399299846
10:50:31,39031,0.37258818088205176
18:07:56,65276,0.3395092471049582
09:16:47,33407,0.37258818088205176
19:17:55,69475,0.5429537399299846
15:28:21,55701,0.5429537399299846
11:56:02,42962,0.3395092471049582
17:25:26,62726,0.5429537399299846
13:27:14,48434,0.8872425343640169
17:29:43,62983,0.5429537399299846
08:47:08,31628,0.296796877031127
21:20:35,76835,0.37258818088205176
09:00:53,32453,0.3395092471049582
16:19:32,58772,0.296796877031127
14:38:03,52683,0.8872425343640169
08:55:18,32118,0.296796877031127
08:32:53,30773,0.296796877031127
07:20:41,26441,0.3395092471049582
16:44:19,60259,0.3395092471049582
09:09:27,32967,0.3395092471049582
17:21:07,62467,0.3395092471049582
21:04:31,75871,0.3395092471049582
08:31:20,30680,0.37258818088205176
18:50:14,67814,0.37258818088205176
14:55:36,53736,0.3395092471049582
22:32:00,81120,0.37258818088205176
17:43:41,63821,0.5429537399299846
07:35:14,27314,0.5446601039993139
03:52:46,13966,0.37258818088205176
09:05:22,32722,0.296796877031127
08:46:52,31612,0.296796877031127
12:42:39,45759,0.5429537399299846
10:49:22,38962,0.37258818088205176
19:53:01,71581,1.200609140976348
11:28:31,41311,0.3395092471049582
14:49:53,53393,0.3395092471049582
17:13:04,61984,0.8872425343640169
13:06:02,47162,0.37258818088205176
14:33:55,52435,0.37258818088205176
11:37:07,41827,0.5429537399299846
12:43:32,45812,0.3395092471049582
09:58:59,35939,0.3395092471049582
13:02:05,46925,0.3395092471049582
20:23:40,73420,0.3395092471049582
07:31:23,27083,0.37258818088205176
09:10:09,33009,0.5446601039993139
09:00:47,32447,0.5446601039993139
14:36:59,52619,0.296796877031127
20:09:48,72588,0.5429537399299846
14:41:42,52902,0.3395092471049582
18:10:21,65421,0.5446601039993139
08:58:00,32280,0.5446601039993139
10:36:00,38160,0.37258818088205176
17:08:35,61715,0.5446601039993139
12:00:14,43214,0.8872425343640169
11:05:21,39921,0.5429537399299846
21:44:05,78245,0.5446601039993139
14:11:20,51080,0.3395092471049582
14:45:57,53157,0.3395092471049582
10:36:22,38182,0.3395092471049582
18:27:47,66467,1.200609140976348
14:15:22,51322,0.37258818088205176
08:34:47,30887,0.296796877031127
21:47:40,78460,0.37258818088205176
08:41:40,31300,0.3395092471049582
15:57:15,57435,0.5429537399299846
16:05:23,57923,0.296796877031127
10:06:12,36372,1.200609140976348
03:09:27,11367,0.5446601039993139
14:28:24,52104,0.5429537399299846
10:04:51,36291,0.5429537399299846
20:58:17,75497,0.5429537399299846
12:30:07,45007,0.37258818088205176
15:41:08,56468,0.3395092471049582
06:26:45,23205,0.37258818088205176
00:27:15,1635,0.5429537399299846
15:47:54,56874,0.3395092471049582
06:53:49,24829,0.8872425343640169
07:12:55,25975,0.5446601039993139
08:21:40,30100,0.296796877031127
09:51:30,35490,0.5429537399299846
13:16:19,47779,0.296796877031127
18:24:45,66285,0.5446601039993139
10:18:42,37122,0.8872425343640169
08:00:12,28812,0.296796877031127
08:59:23,32363,0.37258818088205176
09:54:34,35674,0.296796877031127
12:13:16,43996,0.37258818088205176
11:53:07,42787,0.5429537399299846
16:32:37,59557,0.37258818088205176
09:11:50,33110,0.296796877031127
09:23:59,33839,0.296796877031127
15:13:19,54799,0.3395092471049582
11:03:07,39787,0.3395092471049582
17:40:52,63652,0.5429537399299846
10:01:59,36119,0.3395092471049582
16:07:09,58029,0.296796877031127
12:29:56,44996,0.3395092471049582
18:08:18,65298,0.37258818088205176
08:43:36,31416,0.5429537399299846
