,3967,974,5450,545,4357,2072,7017,2129,5275,1103,5395,2337,5615,2470,3506,1169,5545,668,3849,2638,7739,252,2814,7680,7627,2925,7108,1192,7016,744,6423,1354,2986,1415,6578,781,7429,2980,7541,370,5921,1718,3527,171,4526,1792,5129,3009,7030,890,5892,114,7900,26,3310,1800,7560,2018,7731,9971,6061,8467,5246,8317,3482,8995,5658,8626,7024,8086,7850,8829,4336,8419,3367,7965,7504,8967,5796,7940,5439,8084,5738,8236,3134,8243,7741,7973,6266,9052,6063,4297,9134,9001,9121,3723,8767
3967,0.0,-15,-44,-15,33,40,-14,9,0,-11,59,23,-18,37,26,0,32,-16,59,15,59,0,-19,0,9,-9,10,-14,16,31,33,26,-4,0,-1,10,-7,0,0,0,26,35,13,-27,-10,7,32,59,46,34,-10,0,35,47,0,8,11,0,59,22,15,14,-23,33,-21,-5,18,17,13,0,0,-12,8,32,-25,25,0,31,24,-21,16,34,-13,0,0,39,26,-19,0,-5,-18,59,29,-4,-10,-3,-59
974,-15,0.0,-35,1,43,59,4,29,22,3,59,37,3,57,41,11,59,0,59,22,59,8,1,16,19,2,28,10,29,59,45,32,7,22,10,27,5,17,10,17,47,45,29,-6,5,19,53,59,59,46,9,22,46,55,23,27,22,9,13,37,21,31,-1,58,-2,5,34,23,23,15,18,3,29,44,-4,35,19,56,37,0,17,50,5,11,11,59,39,1,10,4,1,59,47,14,5,16,-59
5450,-44,-35,0.0,27,59,59,32,42,32,31,59,59,26,59,59,59,59,46,59,59,59,49,30,53,58,39,59,54,59,59,59,59,31,59,38,53,57,34,59,59,59,59,59,13,51,49,59,59,59,59,34,59,59,59,38,59,59,46,26,59,59,59,19,59,27,58,59,59,59,56,57,47,44,59,28,59,49,59,59,59,59,59,49,59,57,59,59,19,55,21,38,59,59,42,35,48,-59
545,-15,1,27,0.0,48,59,0,26,18,0,59,38,0,59,41,14,50,0,59,31,59,7,0,14,19,0,27,6,29,59,50,42,6,25,9,25,4,14,11,16,47,48,30,-9,3,22,50,59,59,50,0,33,51,59,18,26,25,8,9,37,29,30,0,59,-3,3,33,33,30,15,15,0,28,48,-6,39,17,48,46,0,30,52,0,8,18,59,43,0,9,1,0,59,46,11,0,15,-59
4357,33,43,59,48,0.0,0,-59,0,-59,-59,0,0,-59,11,2,-32,0,-59,31,0,18,-56,-59,-52,0,-32,-59,-59,-34,0,-59,-16,-38,-57,-41,-20,-59,-59,-32,-59,0,21,0,-59,-59,-47,-23,-8,22,0,-59,-32,0,-37,-59,-59,-9,-33,-25,-59,0,0,-59,14,-59,-32,0,3,-1,-59,-59,-53,-59,0,-59,-59,-59,-59,-27,-59,17,10,-59,-49,-59,14,0,-59,-26,-29,-59,0,8,-59,-59,-33,-59
2072,40,59,59,59,0,0.0,-59,0,-49,-59,34,-7,-59,0,0,-50,0,-59,51,0,48,-59,-59,-55,-29,-47,-35,-59,-28,0,0,7,-59,-34,-49,-36,-59,-52,-31,-47,-10,-17,0,-59,-59,-37,0,25,14,0,-59,-15,10,-3,-47,-36,-17,-48,16,0,0,-22,-59,0,-59,-35,-10,-3,-9,-53,-50,-53,-40,0,-59,-21,-49,0,0,-59,0,0,-59,-54,-29,9,-6,-59,-31,-14,-59,45,0,-57,-57,-44,-59
7017,-14,4,32,0,-59,-59,0.0,59,15,0,59,57,0,59,58,59,59,0,59,56,59,27,0,19,17,0,26,0,38,59,59,59,0,40,10,18,12,0,51,29,55,43,42,-14,0,26,59,59,59,59,0,59,59,59,18,30,59,0,59,59,59,51,0,59,-7,3,59,59,59,12,37,0,24,59,-11,39,15,53,59,-2,19,59,0,0,23,59,59,0,21,59,0,59,59,9,0,13,-2
2129,9,29,42,26,0,0,59,0.0,-59,-26,0,16,-59,23,13,-22,22,-32,27,0,32,-34,-59,-33,0,-26,0,-59,0,18,-59,-13,-21,-50,-9,0,-59,-59,-19,-59,16,41,0,-59,-59,0,-26,10,36,0,-59,-15,8,-22,-59,-59,0,-11,-17,-52,11,0,-59,25,-59,-21,12,16,3,-59,-59,-30,-59,0,-59,-59,-59,-59,-15,-59,30,23,-59,-21,-31,30,0,-59,-20,-17,-59,0,24,-59,-59,-9,-59
5275,0,22,32,18,-59,-49,15,-59,0.0,-19,59,28,-20,59,29,0,59,-24,59,13,59,0,-23,-8,0,-10,7,-12,12,59,33,38,0,0,-2,4,-13,0,0,-5,30,45,14,-29,-17,0,34,59,54,49,-11,18,47,57,5,0,22,0,59,21,12,16,-24,55,-26,-10,26,16,17,-4,0,-15,0,47,-27,23,0,27,32,-24,6,44,-19,-9,0,59,33,-19,0,0,-23,59,37,-9,-16,-1,-59
