,5921,2925,5129,890,7024,1800,114,7680,2018,3134,974,4526,545,6266,2072,7731,2129,3482,1103,7108,2337,4336,2814,7016,2470,5615,1169,668,5395,2638,3527,2986,6423,3009,5738,252,5796,7030,1192,7541,2980,7627,744,7017,26,3310,4357,1415,781,6578,370,5439,1718,3367,171,6063,1792,5275,5545,8626,9001,6061,7900,5892,9121,7560,7973,3849,8419,3967,7850,4297,7940,7504,9134,3506,8236,5246,9971,5450,8317,7429,7965,8767,7739,8995,7741,8829,8467,8243,8967,9052,8086,8084,3723,1354,5658
5921,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-50(0.93),-,-,-,-,-50(0.91),-,-,-,-,-,-,-,-,-,-,-,-42(0.91),-,-,-,-,-,-37(0.9),-,-,-45(0.92),-,-,-,-,-,-,-,-,-,-53(0.91),-60(0.98),-49(0.92),-,-,-,-,-,-,-,-41(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-50(0.92),-,-60(1.15),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2925,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-21(0.9),-,-,-,45(0.9),-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-42(1.04),-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-
5129,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.98),-,-,-,-40(0.91),-60(0.96),-,-,-57(0.91),-,-,-,-,-,-,-,-,-60(0.95),-,-,-,-,-,-50(0.95),-,-,-60(0.96),-,-,-,-,-,-,-,-,-,-60(0.96),-60(1.04),-60(0.97),-,-,-,-,-51(0.9),-,-,-59(0.94),-,-,-,-,-,-,-,-,-60(0.93),-44(0.9),-,-,-,-60(0.96),-,-60(1.15),-,-,-,-,-,-,-,-,-,-,-,-,-50(0.91),-,-,-,-
890,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-,-,-,-60(0.91),-60(0.93),-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-,-,-,-,-,-60(0.92),-,-,-60(0.93),-,-,-,-,-,-,-,-,-,-60(0.92),-60(0.98),-60(0.93),-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-60(0.93),-,-60(1.04),-,-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-
7024,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(1.02),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1800,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-31(0.92),-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,59(0.91),-,-,-,50(0.9),-,-,0(0.91),-,40(0.9),-25(0.91),-,-,-,-,-,-,-,-,-,-36(0.91),-46(0.96),-30(0.91),-,-,60(0.93),-,-,-,-,-,-,-,-,60(0.94),-,-,-,60(0.9),-,-,-,-,-,-33(0.91),-,-60(1.15),43(0.91),-,-,-,60(0.96),-,-,-,0(0.91),-,-,-,-,-,-,-,-
114,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-59(0.91),-,-,-,-,-,-,-,-,-59(0.91),-,-,-,-,-,-,-,-,-,-60(0.91),-60(0.98),-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-60(1.06),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7680,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57(0.91),-,-,-,-,54(0.91),-,-,-,-,-,-,-,-,-,-,-,-33(0.91),-,-,-,57(0.92),-,-,-,-,-,-,-,-,60(0.92),-,-,-,-,-,-,-,-,-,-,-,-52(1.06),50(0.9),-,-,-,60(0.94),-,-,-,-,-,-,-,-,-,-,-,-
2018,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-43(1.03),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3134,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-55(1.08),-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-
974,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-40(1.0),-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-
4526,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,60(0.9),60(0.92),-,-,-,53(0.91),-,-,-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,-,-,-,-,-,60(0.93),-,-,-,60(0.92),-,-,-,-,-,-,-,-50(1.03),56(0.91),-,-,60(0.91),60(0.94),-,-,-,-,-,-,-,-,-,-,-,-
