,9971,5796,1792,9001,370,8236,3527,7627,890,7741,1800,6063,2986,7560,2018,5615,8626,3482,9134,974,8086,2072,5658,171,7024,4357,8995,4526,7739,2129,7973,545,8829,3367,5738,26,7940,3967,5450,5395,5892,1103,7541,4336,7850,2337,5921,3134,5545,3506,8084,3310,7965,5275,5439,668,6266,7017,114,8467,2814,7429,5246,9121,2980,6423,1192,8967,252,8243,3849,7030,744,8419,5129,7900,7108,6578,2638,9052,1415,7680,1169,6061,2470,7504,781,8767,4297,7016,2925,8317,3009,1354,3723,7731,1718
7850,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43(0.9),-,-,-,-,-,53(0.93),-,-,-,-,-60(0.96),-,-,-,-,-,-,-,-,-,60(1.1),-60(0.9),-,-,-,-,0.0,-,-,-,59(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.94),60(0.92),57(0.92),-,-,-,-,-,-,-,-,-,-,-,55(0.9),-,-,-,60(0.91),-,-,47(0.91),60(0.91),-,-,-,-
2337,-,-,-,-,-,-,-,-,-,-,-,60(0.94),-,-,-,60(0.92),-,60(0.95),-,-,-,-,-,60(0.98),-,-,-,-,-,-,60(0.9),-,-,60(0.94),60(0.93),-,60(0.92),-,60(1.15),-,53(0.91),-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-57(0.94),-,-,-60(0.93),-,-60(0.94),-,-39(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5921,-,-,-,50(0.9),-,-,-,-,-,-,-,59(0.95),-,-,-,55(0.93),-,60(0.96),-,-,53(0.9),-,-,60(0.99),-,-,-,-,-,-,57(0.91),-,-,60(0.95),58(0.94),-,60(0.93),-,60(1.17),-,53(0.92),-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-53(0.95),-,-,-60(0.94),-,-59(0.95),-,-47(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,56(1.1),-60(0.91),-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,-,-,-
5545,60(0.92),-,-,60(0.99),60(0.97),-,-,-,-,-,60(0.92),60(1.05),-,-,-,60(1.0),-,60(1.06),-,60(0.91),60(1.0),-,-,60(1.08),-,-,-,60(0.94),-,-,60(0.97),60(0.93),60(0.93),60(1.04),60(1.05),-,60(1.02),-,60(1.22),-,60(1.03),60(0.93),-,60(1.0),59(0.92),-,-,-,0.0,-,-,-60(0.97),-,-60(0.91),-,-60(0.94),-,-60(1.06),-,-,-60(1.04),-60(0.96),-60(1.05),-60(0.92),-60(1.03),0(0.95),-60(0.95),-60(0.95),-60(0.92),-,-,-,-,-,-,-,-,-,-,-,-53(0.92),-47(0.92),-48(0.9),-,-,-60(0.96),-,-,-,-,-60(0.91),-,-,-,-,-60(0.91),-
3506,-,-,-,-,-,-,-,-,-,-,-,54(0.94),-,-,-,54(0.93),-,60(0.95),-,-,55(0.9),-,-,55(0.98),-,-,-,-,-,-,54(0.91),41(0.9),-,55(0.95),60(0.94),-,55(0.93),-,60(1.22),-,40(0.92),37(0.9),-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-42(0.95),-,-,-56(0.94),-,-54(0.95),-,-29(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-42(0.9),-,-,-,-,-,-,-,-,-,-,-
8084,-,-,-,60(0.91),60(0.91),-,-,-,-,-,-,60(0.95),-,-,-,60(0.93),-,60(0.95),-,-,60(0.92),-,-,60(0.96),-,-,-,-,-,-,60(0.9),-,-,60(0.95),60(0.95),-,60(0.94),-,60(1.06),-,60(0.94),-,-,60(0.93),-,-,-,-,-,-,0.0,-60(0.91),-,-,-,-,-,-60(0.96),-,-,-60(0.95),-,-60(0.95),-,-60(0.94),-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-
3310,-,-60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19(0.91),-,-,-,-45(0.9),-,30(0.93),-,-60(0.94),-,-,-60(1.01),-60(0.94),-,-,-,-,-,-60(0.92),-,-,40(1.14),-60(0.99),-,-,-,-,-,-,-,-,-60(0.97),-,-60(0.91),0.0,-,-,-,-,-,-19(0.9),-,-,-,-,-,-,-,-,-,-,-,60(0.94),60(1.02),60(0.93),60(0.95),60(0.9),57(0.91),-,-,-,-,-,-,-,-,-,60(0.94),-,-,60(0.95),60(0.97),-,-,60(0.96),60(0.96),-,-,-,-
7965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40(0.9),-,-,-,-,-,52(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(1.11),-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28(0.91),-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,32(1.06),-60(0.91),-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.94),52(0.9),60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,60(0.91),-,-,-,-
5439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56(1.0),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,16(1.0),-60(0.91),-,-,-,-,-,-,-,-,-60(0.94),-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,60(0.91),60(0.94),60(0.93),60(0.93),-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,60(0.91),60(0.92),-,-,60(0.93),60(0.92),-,-,-,-
6266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34(0.9),-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,55(1.07),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7017,-60(0.93),-60(0.97),-,-,-,-,-37(0.92),-,-60(0.95),-60(0.94),-30(0.92),0(0.91),-,-60(0.91),-,0(0.91),-,0(0.92),-60(0.96),-,-,-60(1.01),-60(0.93),12(0.92),-,-60(0.99),-,-,-60(1.09),-60(0.97),-,-,-,-,0(0.9),-60(0.99),-,-,33(1.1),-60(1.06),0(0.9),-,-,-24(0.91),-,-57(0.94),-53(0.95),-,-60(1.06),-42(0.95),-60(0.96),-19(0.9),-,-,-,-,-,0.0,60(0.93),34(0.92),-,-,-,-,0(0.93),60(1.0),-,53(0.95),-,60(1.0),60(1.09),60(1.02),60(1.04),60(0.96),60(0.99),60(0.93),26(0.91),-,-,-,42(0.9),-,60(0.91),-,60(1.01),-,18(0.91),60(1.03),60(1.05),29(0.91),-,60(1.04),60(1.05),60(0.94),-,-,52(0.92)
114,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,60(0.91),-,60(0.94),-,-,-,-,-,60(0.95),-,-,-,-,-,-,-,-,-,60(0.93),60(0.93),-,60(0.91),-,60(1.1),-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),0.0,-,-60(0.92),-,-60(0.93),-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8467,-,-,-,-,-,-,-,-,-,-,-,43(0.92),-,-,-,-,-,44(0.93),-,-,-,-,-,54(0.96),-,-,-,-,-60(0.9),-,-,-,-,49(0.92),39(0.91),-,-,-,60(1.16),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34(0.92),-,0.0,-43(0.91),-,-45(0.92),-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2814,-60(0.93),-60(0.96),-,-,-,-,-46(0.91),-,-60(0.95),-60(0.93),-38(0.91),-,-,-60(0.9),-,-,-,-,-60(0.95),-,-,-60(0.98),-60(0.93),-,-,-60(0.99),-,-,-60(1.08),-60(0.97),-,-,-,-,-,-60(0.99),-,-,30(1.04),-60(1.07),-,-,-,-,-,-60(0.93),-60(0.94),-,-60(1.04),-56(0.94),-60(0.95),-,-,-,-,-,-,-,-60(0.92),-43(0.91),0.0,-,-,-,-,60(1.0),-,54(0.94),-,60(0.99),60(1.08),60(1.0),60(1.03),60(0.95),60(0.99),60(0.93),-,-,-,-,-,-,60(0.91),-,60(1.0),-,-,60(1.02),60(1.06),39(0.91),-,60(1.02),60(1.04),60(0.94),-,-,55(0.91)
7429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-60(0.91),-,27(0.9),-,-60(0.91),-,-,-60(0.98),-60(0.91),-,-,-,-,-,-60(0.9),-,-,57(1.06),-60(0.94),-,-,-,-,-,-,-,-,-60(0.96),-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,60(0.93),60(0.98),60(0.93),60(0.95),-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,60(0.93),60(0.94),-,-,60(0.94),60(0.95),-,-,-,-
5246,-60(0.93),-60(0.97),-,-,-,-,-46(0.92),-,-60(0.95),-60(0.94),-37(0.92),-,-,-60(0.91),-,-,-,-,-60(0.96),-,-,-60(0.98),-60(0.93),-,-,-60(0.99),-,-,-60(1.07),-60(0.95),-,-,-,-,-,-60(0.99),-,-,17(1.03),-60(1.06),-,-,-,-32(0.9),-,-60(0.94),-59(0.95),-,-60(1.05),-54(0.95),-60(0.95),-,-,-,-,-,-,-,-60(0.93),-45(0.92),-,-,0.0,-,19(0.9),60(1.0),-,60(0.94),-,60(0.99),60(1.08),60(1.0),60(1.02),60(0.95),60(0.99),60(0.94),35(0.9),-,-,-,-,-,60(0.91),-,60(1.01),-,27(0.9),60(1.02),60(1.05),44(0.91),-,60(1.03),60(1.03),60(0.94),-,-,60(0.92)
9121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,35(1.02),-60(0.91),-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,60(0.94),58(0.92),60(0.92),-,-,-,-,-,-,-,-,-,-,-,59(0.9),-,-,-,60(0.91),-,-,60(0.91),60(0.91),-,-,-,-
2980,-60(0.92),-60(0.94),-,-,-,-,0(0.91),-,-60(0.94),-49(0.91),0(0.91),14(0.91),-,-,-,-,-,12(0.93),-60(0.94),-,-,-51(0.98),-53(0.91),23(0.95),-,-60(0.98),-,-,-60(1.08),-60(0.97),-,-,-,-,0(0.9),-60(0.97),-,-,34(1.23),-60(1.06),0(0.9),-,-,-10(0.91),-,-39(0.91),-47(0.92),-,-60(1.03),-29(0.92),-60(0.94),-,-,-,-,-,-,0(0.93),-60(0.91),-,-,-,19(0.9),-,0.0,57(0.97),-,42(0.92),-,60(0.98),60(1.08),60(0.99),60(1.02),60(0.94),54(0.96),60(0.92),-,-,-,-,-,-,-,-,60(0.99),-,9(0.9),60(1.01),60(1.04),-,-,60(1.0),60(1.04),60(0.92),-,-,45(0.9)
6423,-,-,-,59(0.94),-,-,0(0.93),-,-,-,0(0.94),60(1.01),-,-,-,60(0.93),-,60(1.03),-,-,60(0.95),-,-,60(1.06),-,-,-,60(0.92),-60(0.97),-,-,49(0.9),-,60(1.0),60(0.99),-,60(0.96),-,60(1.15),-,60(0.98),60(0.91),-,55(0.94),-,-,-,-,0(0.95),-,-,-,-,-,-,60(0.9),-,60(1.0),-,0(0.92),60(1.0),-,60(1.0),-,57(0.97),0.0,-59(0.91),0(0.91),-,60(0.9),60(0.98),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-59(0.94),-,-,0(0.91),-,-,60(0.9),-,-,-,-60(0.91),-
1192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-56(0.91),-,-,-60(0.92),-,-,-,-60(0.9),-,-,-60(0.97),-,-,-,-,-,-,-,-,-,56(1.06),-60(0.92),-,-,-,-,-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-59(0.91),0.0,-,-,60(0.91),60(0.95),60(0.94),60(0.94),-,-,-,-,-,-,-,-,-,-,-,60(0.92),-,-,58(0.91),60(0.93),-,-,53(0.93),60(0.93),-,-,-,-
8967,-,-,-,-,-,-,-,-,-,-,-,58(0.96),-,-,-,-,-,60(0.97),-,-,45(0.9),-,-,60(1.0),-,-60(0.94),-,-,-60(1.03),-60(0.91),-,-,-,60(0.94),53(0.93),-,52(0.91),-,60(1.09),-60(0.97),47(0.93),-,-,32(0.9),-,-,-,-,-60(0.95),-,-60(0.91),-,-,-,-,-,-,53(0.95),-,-,54(0.94),-,60(0.94),-,42(0.92),0(0.91),-,0.0,-,60(0.93),60(1.02),-,60(0.92),-,-,-,-,-,-,-,-,-,-,-,60(0.92),-52(0.9),-,60(0.9),60(0.95),-,-,60(0.93),60(0.94),-,-,-,-
252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43(0.91),-,-,-,-,-60(0.94),-,-,-,-,-,-,-,-,-,52(1.07),-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,60(0.94),60(0.91),59(0.91),-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,52(0.92),-,-,-,-,-
8243,60(0.9),-,-,60(0.95),60(0.95),-,-,-,-,-,60(0.91),60(0.99),-,-,-,60(0.96),-,60(0.99),-,-,60(0.96),-,-,60(1.0),-,-,-,60(0.91),-,-,60(0.93),60(0.9),60(0.9),60(0.98),60(1.0),-,60(0.98),-,60(1.1),-,60(0.98),60(0.9),-,60(0.97),-,-,-,-,-,-,-,60(0.94),-,-,-,60(0.91),-,60(1.0),-,-,60(0.99),60(0.93),60(0.99),-,60(0.98),60(0.9),60(0.91),60(0.93),-,0.0,-,-,-,-,-,-,-,-,-,-,-60(0.9),-,-,-,-,-60(0.93),-,-,-,-,-,-,-,-,-,-,-
3849,60(0.95),-,-,60(1.02),60(1.02),-,-,-,-,-,60(0.96),60(1.08),60(0.91),-,-,60(1.02),-,60(1.08),-,60(0.91),60(1.04),-,-,60(1.08),-,-,-,60(0.95),-,-,60(0.98),60(0.94),60(0.94),60(1.06),60(1.09),-,60(1.06),-,60(1.12),-,60(1.07),60(0.94),-,60(1.07),60(0.94),-,-,60(0.9),-,-,-,60(1.02),-,60(0.94),-,60(0.94),-,60(1.09),-,-,60(1.08),60(0.98),60(1.08),60(0.94),60(1.08),60(0.98),60(0.95),60(1.02),60(0.94),-,0.0,-,-,-,-,-,-60(0.91),-60(0.9),-,-,-60(0.95),-60(0.93),-60(0.91),-,-,-60(0.98),-,-,-,-,-60(0.92),-,-,-,-,-60(0.93),-60(0.91)
7030,-,-,-,60(0.95),60(0.94),-,-,-,-,-,53(0.91),60(1.0),-,-,-,60(0.97),-,60(1.01),-,60(0.92),60(0.96),-,-,60(1.03),-,-,-,60(0.93),-,-,60(0.94),59(0.94),60(0.93),60(1.0),60(1.0),-,60(0.98),43(0.9),60(1.16),-,60(0.98),59(0.94),55(0.9),60(0.95),60(0.92),-,-,-,-,-,-,60(0.93),-,52(0.9),-,60(0.93),-,60(1.02),-,-,60(1.0),60(0.93),60(1.0),58(0.92),60(0.99),-,60(0.94),-,60(0.91),-,-,0.0,-,-,-,-,-40(0.9),-60(0.91),-,-,-53(0.92),-60(0.92),-60(0.91),-,-,-59(0.96),-,-,-,-,-57(0.92),-,-,-,-53(0.91),-57(0.9),-
744,60(0.9),-,-,60(0.97),60(0.96),-,-,-,-,-,60(0.91),60(1.03),-,-,-,60(0.98),-,60(1.04),-,60(0.91),60(0.99),-,-,60(1.05),-,-,-,60(0.93),-,-,60(0.94),60(0.92),60(0.92),60(1.02),60(1.03),-,60(1.01),-,60(1.17),-,60(1.01),60(0.93),-,60(0.99),57(0.92),-,-,-,-,-,-,60(0.95),-,60(0.9),-,60(0.93),-,60(1.04),-,-,60(1.03),60(0.95),60(1.02),60(0.92),60(1.02),-,60(0.94),60(0.92),59(0.91),-,-,-,0.0,-,-,-,-,-,-,-,-48(0.91),-51(0.92),-,-,-,-60(0.96),-,-,-,-,-60(0.9),-,-,-,-,-60(0.91),-
8419,-,-,-,60(0.91),60(0.9),-,-,-,-,-,-,60(0.95),-,-,-,60(0.93),-,60(0.96),-,-,60(0.92),-,-,60(0.98),-,-,-,-,-,-,60(0.91),-,-,60(0.95),60(0.96),-,60(0.94),-,60(1.09),-,60(0.94),-,-,60(0.91),-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,60(0.96),-,-,60(0.95),-,60(0.95),-,60(0.94),-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-56(0.9),-,-,-,-,-,-,-,-,-,-,-
5129,-,-,-,60(0.93),-,-,-,-,-,-,-,60(0.99),-,-,-,60(0.93),-,60(1.01),-,-,58(0.94),-,-,60(1.03),-,-,-,55(0.9),-,-,60(0.9),-,-,60(0.99),60(0.98),-,60(0.96),-,60(1.16),-,60(0.97),55(0.9),-,45(0.92),-,-,-,-,-,-,-,57(0.91),-,-,-,-,-,60(0.99),-,-,60(0.99),-,60(0.99),-,54(0.96),-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-52(0.92),-,-,-,-,-,-,-,-,-,-,-
7900,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,-,-,-,60(0.94),-,-,60(0.9),-,-,60(0.95),-,-,-,-,-,-,-,-,-,60(0.94),60(0.93),-,60(0.92),-,60(1.05),-,60(0.92),-,-,60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,-,60(0.93),-,60(0.94),-,60(0.92),-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7108,-,-,-,-,-,-,-,-,-,-,-,30(0.91),-,-,-,-,-,31(0.92),-,-,-,-,-,38(0.94),-,-,-,-,-60(0.93),-,-,-,-,38(0.91),-,-,-,-,58(1.18),-60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26(0.91),-,-,-,-,35(0.9),-,-,-,-,-,-,-,-60(0.91),-40(0.9),-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,60(0.9),-,-,-,-,-,-,-,-
6578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,36(1.06),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-60(0.91),-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(1.04),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-45(0.9),-,-,-,-,-,-,-,-,-,57(0.98),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1415,-,-,-,-,-,-,-,-,-,-,-,42(0.9),-,-,-,-,-,45(0.91),-,-,-,-,-,54(0.94),-,-,-,-,-60(0.96),-,-,-,-,46(0.9),-,-,-,-,59(1.12),-,-,-,-,-,-,-,-,-,-53(0.92),-,-,-,-,-,-,-,-,42(0.9),-,-,-,-,-,-,-,-,-,-,-,-60(0.9),-60(0.95),-53(0.92),-48(0.91),-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,60(0.9),-,-,47(0.9),60(0.91),-,-,-,-
7680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37(0.91),-,-,-,-,-60(0.95),-,-,-,-,-,-,-,-,-,55(1.09),-,-,-,-,-,-,-,-,-,-47(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.93),-60(0.92),-51(0.92),-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,45(0.91),60(0.9),-,-,-,-
1169,-,-,-,-,-,-,-,-,-,-,-,60(0.91),-,-,-,-,-,60(0.92),-,-,-,-,-,60(0.94),-,-,-,-,-60(0.92),-,-,-,-,60(0.92),60(0.91),-,60(0.9),-,60(1.08),-,-,-,-,-,-,-,-,-,-48(0.9),-,-,-,-,-,-,-,-,60(0.91),-,-,60(0.91),-,60(0.91),-,-,-,-,-,-,-,-60(0.91),-60(0.91),-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,46(0.9),-,-,-,-,-
6061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(1.02),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-
2470,-,-,-,60(0.95),60(0.94),-,-,-,-,-,-,60(1.0),-,-,-,60(0.97),-,60(1.01),-,-,60(0.97),-,-,60(1.03),-,-,-,60(0.92),-,-,60(0.94),60(0.91),60(0.91),60(1.0),60(1.01),-,60(0.99),-,60(1.16),-,60(0.99),60(0.91),-,60(0.96),55(0.9),-,-,-,-,-,-,60(0.94),-,-,-,60(0.91),-,60(1.01),-,-,60(1.0),60(0.93),60(1.01),59(0.9),60(0.99),-,60(0.92),60(0.92),60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-60(0.94),-,-,-,-,-,-,-,-,-,-,-
7504,-,-,-,-,-,-,-,-,-59(0.9),-,-,-,-,-,-,-,-,-,-49(0.91),-,-,-56(0.93),-,27(0.9),-,-60(0.92),-,-,-60(1.0),-60(0.91),-,-,-,-,-,-60(0.91),-,-,52(1.1),-60(0.97),-,-,-,-,-,-,-,-,-60(0.96),-42(0.9),-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-59(0.94),-,-52(0.9),-,-60(0.93),-60(0.98),-59(0.96),-60(0.96),-56(0.9),-52(0.92),-,-,-,-,-,-,-,-,-,-60(0.94),0.0,-,60(0.93),60(0.97),-,-,60(0.95),60(0.96),-,-,-,-
781,-,-,-,-,-,-,-,-,-,-,-,22(0.9),-,-,-,-,-,24(0.91),-,-,-,-,-,32(0.93),-,-,-,-,-,-,-,-,-,29(0.9),-,-,-,-,55(1.16),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18(0.91),-,-,-,-,27(0.9),-,9(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-
8767,-,-,-,60(0.97),60(0.95),-,-,-,-,-,-,60(1.02),-,-,-,60(0.98),-,60(1.03),-,-,60(0.98),-,-,60(1.05),-,-,-,60(0.92),-,-,60(0.94),60(0.9),-,60(1.02),60(1.02),-,60(0.99),-,60(1.14),-,60(1.0),60(0.91),-,60(0.97),-,-,-,-,-,-,-,60(0.95),-,-,-,60(0.91),-,60(1.03),-,-,60(1.02),60(0.93),60(1.02),-,60(1.01),-,58(0.91),60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60(0.93),-,0.0,-,-,-,-,-,-,-,-60(0.9),-
4297,-,-,-,60(1.0),60(0.96),-,-,-,-,-,60(0.91),60(1.06),-,-,-,60(0.97),-,60(1.06),-,-,60(1.02),-,-,60(1.07),-,-,-,60(0.94),-,-,60(0.93),60(0.91),60(0.9),60(1.05),60(1.05),-,60(1.02),-,60(1.12),-,60(1.04),60(0.92),-,60(1.04),60(0.91),-,-,60(0.91),-,-,-,60(0.97),-,60(0.91),-,60(0.92),-,60(1.05),-,-,60(1.06),60(0.94),60(1.05),60(0.91),60(1.04),0(0.91),60(0.93),60(0.95),-,-,-,-,-,-,-,-,60(0.9),-,-,-,60(0.9),-,-,-,-,60(0.97),-,-,0.0,-,-,-,-,-,-,-60(0.93),-
7016,-,-,-,-,-,-,-,-,-,-,-,39(0.91),-,-,-,-,-,44(0.92),-,-,-,-,-,53(0.95),-,-,-,-,-60(0.91),-,-,-,-,48(0.92),39(0.9),-,-,-,60(1.14),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29(0.91),-,-,39(0.91),-,44(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-
2925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-,-,-,-,-,-,-,-,-,40(1.03),-,-,-,-,-,-,-,-,-,-60(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-60(0.92),-57(0.92),-60(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,60(0.9),-,-,-,-,-
8317,60(0.91),-,-,60(0.97),60(0.95),-,-,-,-,-,49(0.91),60(1.03),-,-,-,60(0.99),-,60(1.04),-,60(0.91),60(0.98),-,-,60(1.06),-,-,-,60(0.93),-,-,60(0.96),60(0.92),60(0.92),60(1.03),60(1.03),-,60(1.0),-,60(1.18),-,60(1.0),60(0.92),-,60(0.96),47(0.91),-,-,-,-,-,-,60(0.96),-,-,-,60(0.93),-,60(1.04),-,-,60(1.02),60(0.94),60(1.03),60(0.91),60(1.0),60(0.9),53(0.93),60(0.93),52(0.92),-,-,-,-,-,-,-,-,-,-,-,47(0.9),45(0.91),46(0.9),-,-,60(0.95),-,-,-,-,60(0.9),0.0,-,-,-,-57(0.9),-
