,7024,4357,7030,1792,8995,1169,6266,5275,7108,2980,7017,370,8236,890,8767,1800,8967,5395,8829,5892,8086,2018,7900,7429,2638,7973,7739,974,7940,2072,9971,3367,7850,5439,8243,2129,8419,171,9134,545,8084,5738,7741,1103,9052,2337,6578,5796,7627,2986,7680,5545,7965,3482,8626,3849,9001,3134,7560,4336,7541,2814,7016,6063,7504,4297,8467,3506,9121,3527,6423,3967,8317,668,2470,3009,4526,5450,26,6061,5615,5246,114,5921,252,744,1354,5129,3310,1415,2925,781,5658,1192,7731,1718,3723
7017,3(0.9),-60(0.92),-56(0.9),3(0.91),3(0.92),3(0.91),3(0.92),3(0.9),3(0.91),3(0.94),0.0,-3(0.91),-3(0.91),-,60(1.03),-3(0.92),57(0.93),60(1.03),-3(0.91),-3(0.92),-3(0.91),-3(0.91),-,1(0.92),-3(0.91),-3(0.92),60(1.02),-3(0.92),-3(0.91),57(0.93),-,-3(0.92),-1(0.9),-3(0.91),58(0.91),60(0.91),-,-3(0.93),-,-3(0.92),-,-3(0.93),-,-3(0.92),-,-3(0.9),-3(0.91),57(0.91),-3(0.92),-4(0.9),-3(0.91),60(0.97),-3(0.9),-3(0.93),-3(0.9),60(1.0),10(0.93),-3(0.91),-3(0.91),-3(0.9),-3(0.91),-3(0.92),-,-2(0.93),-3(0.92),60(1.0),-3(0.91),-,-3(0.91),-2(0.92),60(0.99),-3(0.91),58(1.03),-3(0.92),56(0.92),60(0.98),-3(0.92),-44(1.12),56(0.92),-3(0.91),-3(0.93),-3(0.92),-3(0.9),-,-3(0.91),60(0.97),-,56(0.93),-3(0.9),-3(0.91),-3(0.92),-3(0.91),-3(0.91),-3(0.92),-3(0.91),-,-3(0.9)
370,-,-,-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),0(0.93),-3(0.91),0.0,0(0.9),-,59(0.94),0(0.94),-,60(0.97),0(0.91),0(0.91),0(0.91),0(0.9),-,4(0.9),0(0.91),0(0.9),60(0.97),0(0.9),0(0.91),-,-,-,1(0.91),-,-,-,0(0.91),-41(0.9),-,0(0.9),-,0(0.93),0(0.9),0(0.91),-,0(0.92),0(0.91),0(0.9),0(0.92),-,0(0.91),3(0.91),0(0.91),0(0.9),-,60(0.95),-,0(0.91),0(0.91),0(0.92),0(0.92),0(0.91),0(0.91),1(0.91),0(0.92),60(0.95),0(0.92),0(0.91),0(0.9),0(0.93),6(0.92),0(0.9),59(1.0),0(0.91),-,59(0.92),0(0.91),-58(1.19),-,0(0.9),0(0.91),0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),-,0(0.91),0(0.9),0(0.92),0(0.91),0(0.91),0(0.92),0(0.9),-,-,-
8236,-,-,-,0(0.91),0(0.9),0(0.9),0(0.91),-,0(0.9),0(0.91),-3(0.91),0(0.9),0.0,-,60(0.95),0(0.91),-,60(0.97),0(0.9),0(0.9),0(0.9),0(0.9),-,4(0.9),0(0.9),0(0.9),60(0.97),0(0.9),0(0.91),-,-,0(0.9),-,0(0.9),-,-,-,0(0.91),-,0(0.9),-,0(0.91),-,0(0.9),-,0(0.9),-,-,0(0.9),-,0(0.9),60(0.92),0(0.9),0(0.91),-,60(0.96),13(0.9),0(0.91),0(0.9),0(0.91),0(0.9),0(0.91),-,1(0.91),0(0.9),60(0.96),0(0.9),-,0(0.9),1(0.91),60(0.93),-,59(1.0),0(0.91),-,59(0.93),0(0.91),-59(1.08),-,0(0.9),0(0.91),0(0.91),-,0(0.9),0(0.9),59(0.92),-,-,-,0(0.91),0(0.9),-,0(0.9),0(0.9),-,-,-
890,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,0.0,-,0(0.91),0(0.9),0(0.91),-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-59(0.92),-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,3(0.9),-,-60(0.91),-,-,-,-,0(0.9),-,0(0.9),-59(0.91),-,-59(0.91),-,0(0.92),-,-,-,0(0.91),5(0.91),-,59(0.97),0(0.9),-,-,-,-59(1.1),-,-,0(0.9),-,-,-,-,0(0.91),-,-,-,-,0(0.9),-,-,-,-,-,-
8767,60(0.92),-,0(0.9),59(0.97),60(0.96),59(0.9),60(0.95),59(0.93),59(0.95),59(1.02),60(1.03),59(0.94),60(0.95),-,0.0,0(0.91),0(0.91),0(0.92),-60(0.94),-60(1.0),-59(0.99),-60(0.97),-,-60(0.94),-60(0.93),-60(0.95),0(0.91),-60(0.99),-60(0.98),0(0.91),-,-60(1.0),-60(0.93),-60(0.96),-,-,0(0.91),-60(1.03),-,-60(0.98),-,-60(1.01),-59(0.9),-60(0.99),-,-59(0.91),-59(0.97),-,-59(0.94),-60(0.92),-59(0.95),3(0.91),-59(0.94),-60(1.04),-60(0.94),-,-58(0.96),-60(0.97),-59(0.91),-59(0.97),-59(0.91),-60(1.02),-59(0.9),-60(1.03),-59(0.99),0(0.91),-59(0.91),-41(0.91),-60(0.96),-58(0.92),6(0.91),-60(0.97),59(0.92),-60(0.97),0(0.9),0(0.91),-60(0.98),-60(1.19),-,-60(0.94),-60(0.99),-60(1.0),-,0(0.9),-60(0.91),0(0.92),-,0(0.91),-59(0.93),-59(0.92),-59(0.94),-60(0.97),-59(0.91),-60(0.98),-60(1.01),0(0.9),-59(0.95)
1800,0(0.91),0(0.93),0(0.91),0(0.93),0(0.92),0(0.94),0(0.93),0(0.91),0(0.93),0(0.97),-3(0.92),0(0.94),0(0.91),0(0.91),0(0.91),0.0,0(0.94),60(0.94),0(0.92),0(0.92),0(0.92),0(0.91),0(0.9),4(0.91),0(0.94),0(0.92),60(0.94),0(0.9),0(0.93),0(0.91),0(0.91),-41(0.91),1(0.92),0(0.91),0(0.9),-,0(0.95),-41(0.94),-1(0.91),0(0.92),0(0.9),0(0.99),0(0.92),0(0.92),-,0(0.94),0(0.92),0(0.93),0(0.95),-1(0.9),0(0.92),0(0.98),0(0.92),-19(0.92),0(0.9),60(0.93),-,0(0.92),0(0.95),0(0.94),0(0.96),0(0.92),0(0.93),1(0.92),0(0.93),0(0.95),0(0.94),0(0.92),0(0.91),0(1.02),0(0.95),-1(0.91),59(0.99),0(0.92),0(0.93),-,0(0.93),-58(1.28),-,0(0.92),0(0.94),0(0.92),0(0.94),0(0.93),0(0.92),0(0.94),-,0(0.93),0(0.91),0(0.94),0(0.94),0(0.93),0(0.94),0(0.9),-,-,0(0.91)
8967,-,-,-,-,-,0(0.9),-,-,-,60(0.92),57(0.93),-,-,0(0.9),0(0.91),0(0.94),0.0,0(0.92),-,-59(0.91),-59(0.91),-,-,-,0(0.9),-,0(0.91),-59(0.92),-60(0.91),0(0.91),-,-60(0.93),-,-,-,-,0(0.91),-59(0.97),-,-60(0.9),-,-59(0.92),-,-59(0.92),-,0(0.9),-,0(0.91),0(0.9),-,-,0(0.91),-,-60(0.95),-,60(0.91),-,-,0(0.91),-,0(0.91),-59(0.93),-,-58(0.94),-60(0.9),0(0.92),-,-,-,0(0.93),5(0.92),-,59(1.0),-59(0.91),-,-,-60(0.91),-60(1.14),-,-,-59(0.91),-60(0.93),0(0.91),-,-,0(0.91),-,0(0.91),-,0(0.9),-,-,-,-60(0.9),-60(0.94),-,-
5395,60(0.94),0(0.91),0(0.91),60(0.99),60(0.98),59(0.92),60(0.97),60(0.96),60(0.98),60(1.03),60(1.03),60(0.97),60(0.97),0(0.91),0(0.92),60(0.94),0(0.92),0.0,-60(0.96),-60(1.02),-60(1.02),-60(0.99),-,-59(0.95),-60(0.95),-60(0.96),0(0.93),-60(1.0),-60(1.01),-,-59(0.91),-60(1.01),-58(0.96),-60(0.98),-,0(0.9),0(0.91),-60(1.03),-60(0.9),-60(0.99),0(0.9),-60(1.02),-60(0.93),-60(1.0),-60(0.91),-59(0.94),-60(0.99),0(0.9),-60(0.95),-60(0.94),-60(0.97),3(0.91),-60(0.97),-60(1.04),-60(0.96),0(0.91),-60(0.96),-60(0.99),-59(0.93),-60(1.01),-59(0.93),-60(1.03),-59(0.93),-60(1.04),-60(1.01),0(0.94),-60(0.95),-60(0.95),-60(0.98),-59(0.94),5(0.92),-60(0.99),58(0.92),-60(0.98),0(0.9),-1(0.91),-60(1.0),-60(1.19),-,-60(0.96),-60(1.0),-60(1.01),-60(0.92),-60(0.93),-60(0.92),0(0.93),0(0.9),0(0.91),-60(0.95),-60(0.95),-60(0.95),-60(0.99),-60(0.93),-60(1.0),-60(1.02),-60(0.93),-60(0.97)
8829,0(0.9),-,-,0(0.9),0(0.91),0(0.91),0(0.91),-,0(0.9),0(0.91),-3(0.91),0(0.91),0(0.9),-,-60(0.94),0(0.92),-,-60(0.96),0.0,0(0.9),0(0.9),0(0.91),-,4(0.91),0(0.91),0(0.91),60(0.96),0(0.91),0(0.91),-,-,0(0.91),1(0.9),0(0.9),-,-,0(0.9),0(0.91),-,0(0.91),-,0(0.92),-,0(0.91),-,0(0.9),0(0.9),-,0(0.91),-,0(0.9),60(0.91),-,0(0.9),0(0.9),60(0.95),13(0.91),0(0.91),0(0.91),0(0.9),0(0.91),0(0.91),-,1(0.91),0(0.91),60(0.95),0(0.9),-,0(0.91),1(0.91),60(0.92),-,59(0.99),0(0.91),-,59(0.92),0(0.91),-55(1.07),-,0(0.9),0(0.92),0(0.91),0(0.91),-,0(0.9),59(0.91),-,-,-,0(0.9),0(0.91),-,0(0.9),0(0.9),-,-,-
5892,-,-60(0.92),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),0(0.92),-3(0.92),0(0.91),0(0.9),-,-60(1.0),0(0.92),-59(0.91),-60(1.02),0(0.9),0.0,0(0.91),0(0.91),-,4(0.91),0(0.9),0(0.9),60(1.01),0(0.91),0(0.91),-,-,0(0.91),1(0.91),0(0.9),60(0.91),60(0.91),-,0(0.91),-,0(0.91),-,0(0.92),-,0(0.91),-,0(0.91),0(0.91),-,0(0.91),-,0(0.91),60(0.95),0(0.91),0(0.91),-,60(0.99),13(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),1(0.91),0(0.91),60(0.99),0(0.91),-,0(0.91),1(0.92),60(0.97),0(0.9),59(1.03),0(0.91),59(0.91),60(0.96),0(0.91),-60(1.12),60(0.9),-,0(0.91),0(0.9),-,0(0.9),0(0.9),59(0.96),-,59(0.91),0(0.9),0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),0(0.9),-,-
8086,0(0.9),-60(0.92),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.92),-3(0.91),0(0.91),0(0.9),-,-59(0.99),0(0.92),-59(0.91),-60(1.02),0(0.9),0(0.91),0.0,0(0.91),-,4(0.91),0(0.9),-,60(1.02),0(0.91),0(0.9),41(0.9),-,0(0.91),1(0.91),0(0.9),59(0.91),60(0.92),-,0(0.9),-,0(0.9),-,0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.91),-,0(0.91),-,0(0.91),60(0.95),0(0.91),0(0.91),0(0.9),60(0.99),13(0.91),0(0.91),0(0.9),0(0.91),0(0.9),0(0.91),0(0.91),1(0.92),0(0.92),60(1.0),0(0.91),0(0.91),0(0.9),1(0.92),60(0.97),0(0.91),59(1.03),0(0.91),59(0.91),60(0.96),0(0.91),-57(1.14),-,-,0(0.91),0(0.9),-,0(0.9),0(0.9),59(0.96),-,59(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),-,0(0.9)
2018,0(0.9),-60(0.9),-,0(0.91),0(0.91),0(0.9),0(0.91),0(0.9),0(0.9),0(0.91),-3(0.91),0(0.9),0(0.9),-,-60(0.97),0(0.91),-,-60(0.99),0(0.91),0(0.91),0(0.91),0.0,-,4(0.91),0(0.91),0(0.91),60(0.98),0(0.91),0(0.91),-,-,0(0.91),1(0.9),0(0.91),-,-,-,0(0.91),-,0(0.91),-,0(0.91),-,0(0.91),-,0(0.9),0(0.9),-,0(0.91),-,0(0.9),60(0.94),0(0.9),0(0.91),0(0.9),60(0.97),13(0.91),0(0.91),0(0.9),0(0.9),0(0.9),0(0.91),-,1(0.91),0(0.91),60(0.97),0(0.9),-,0(0.91),1(0.91),60(0.95),0(0.9),59(1.01),0(0.91),59(0.9),60(0.94),0(0.91),-41(1.06),-,0(0.9),0(0.91),0(0.91),0(0.9),-,0(0.9),59(0.94),-,59(0.9),0(0.9),0(0.9),0(0.91),0(0.9),0(0.9),0(0.9),-,-,-
7900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-59(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58(0.92),-,-,-,-,-59(1.09),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7429,-,-,-,4(0.9),4(0.91),4(0.9),4(0.91),-,4(0.9),4(0.91),1(0.92),4(0.9),4(0.9),-,-60(0.94),4(0.91),-,-59(0.95),4(0.91),4(0.91),4(0.91),4(0.91),-,0.0,-4(0.9),-4(0.91),58(0.95),-4(0.92),-4(0.91),-,-,-4(0.91),-3(0.9),-4(0.9),-,-,-,-4(0.92),-,-4(0.91),-,-4(0.92),-,-4(0.91),-,-,-4(0.9),-,-4(0.9),-,-4(0.9),58(0.91),-,-5(0.91),-,59(0.94),9(0.91),-4(0.91),-4(0.9),-,-4(0.91),-4(0.91),-,-3(0.92),-4(0.91),59(0.94),-,-,-4(0.91),0(0.91),60(0.92),-5(0.9),57(0.97),-4(0.91),-,59(0.91),-4(0.91),-59(1.11),-,-5(0.9),-4(0.92),-5(0.91),-,-,-4(0.9),55(0.91),-,-,-,-,-4(0.91),-,-,-5(0.9),-,-,-
2638,0(0.9),-,-,0(0.9),0(0.91),0(0.91),0(0.91),-,0(0.9),0(0.93),-3(0.91),0(0.91),0(0.9),-,-60(0.93),0(0.94),0(0.9),-60(0.95),0(0.91),0(0.9),0(0.9),0(0.91),-,-4(0.9),0.0,0(0.92),60(0.95),0(0.91),0(0.91),-,-,0(0.91),2(0.9),0(0.91),-,-,0(0.91),1(0.91),-,0(0.91),-,0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.9),0(0.9),0(0.92),-,0(0.9),3(0.91),-,0(0.91),0(0.9),60(0.95),13(0.9),0(0.91),0(0.92),0(0.91),0(0.92),0(0.91),0(0.9),1(0.91),0(0.91),60(0.94),0(0.91),-,0(0.91),0(0.92),5(0.91),-,59(0.99),0(0.91),-,60(0.91),0(0.91),-57(1.09),-,0(0.91),0(0.92),0(0.91),0(0.91),-,0(0.9),59(0.9),-,0(0.91),-,0(0.91),0(0.92),0(0.9),0(0.91),0(0.9),-,-,-
7973,0(0.91),-,-,0(0.9),0(0.91),0(0.91),0(0.91),-,-,0(0.92),-3(0.92),0(0.9),0(0.9),-,-60(0.95),0(0.92),-,-60(0.96),0(0.91),0(0.9),-,0(0.91),-,-4(0.91),0(0.92),0.0,60(0.96),0(0.91),0(0.91),-,-,0(0.91),-,0(0.91),-,-,0(0.91),1(0.92),-,0(0.91),-,0(0.92),-,0(0.92),0(0.9),-,0(0.9),-,0(0.91),-1(0.9),-,60(0.93),-,0(0.91),0(0.91),60(0.95),14(0.91),0(0.91),0(0.91),-,0(0.91),0(0.91),-,1(0.91),0(0.9),60(0.95),0(0.9),-,0(0.91),1(0.91),60(0.93),0(0.9),59(1.01),0(0.91),-,60(0.92),0(0.91),-41(1.04),-,0(0.91),0(0.92),0(0.92),0(0.91),-,0(0.91),59(0.92),-,-,-,0(0.9),0(0.92),-,0(0.9),0(0.9),-,-,-
7739,60(0.94),0(0.91),0(0.91),60(0.99),60(0.98),60(0.92),60(0.97),60(0.96),60(0.98),60(1.02),60(1.02),60(0.97),60(0.97),0(0.91),0(0.91),60(0.94),0(0.91),0(0.93),60(0.96),60(1.01),60(1.02),60(0.98),-,58(0.95),60(0.95),60(0.96),0.0,-60(1.0),-60(1.01),-59(0.91),-59(0.92),-60(1.0),-60(0.97),-60(0.98),-,0(0.91),0(0.91),-60(1.02),-60(0.91),-60(0.99),-,-60(1.02),-60(0.94),-60(1.0),-59(0.92),-60(0.94),-60(0.98),0(0.9),-60(0.95),-60(0.94),-60(0.97),3(0.9),-60(0.97),-60(1.03),-60(0.96),0(0.91),-59(0.96),-60(0.99),-59(0.93),-60(1.01),-60(0.94),-60(1.03),-60(0.94),-60(1.03),-60(1.01),0(0.93),-60(0.95),-60(0.96),-60(0.98),-60(0.95),5(0.91),-60(0.99),39(0.9),-60(0.98),-,0(0.91),-60(1.0),-60(1.17),-,-60(0.96),-60(0.99),-60(1.0),-60(0.92),-60(0.94),-60(0.93),0(0.92),-59(0.9),0(0.91),-60(0.95),-60(0.96),-60(0.95),-60(0.99),-60(0.94),-60(0.99),-60(0.99),-60(0.94),-60(0.97)
974,0(0.9),-59(0.92),-59(0.91),0(0.91),0(0.92),0(0.91),0(0.91),0(0.9),0(0.9),0(0.91),-3(0.92),0(0.9),0(0.9),-,-60(0.99),0(0.9),-59(0.92),-60(1.0),0(0.91),0(0.91),0(0.91),0(0.91),-,-4(0.92),0(0.91),0(0.91),-60(1.0),0.0,0(0.91),60(0.91),-,0(0.92),1(0.9),0(0.91),59(0.91),60(0.9),-,0(0.93),-,0(0.91),-,0(0.92),-,0(0.92),-,0(0.9),0(0.9),59(0.9),0(0.91),-,0(0.91),60(0.96),0(0.9),0(0.91),0(0.9),60(0.99),13(0.92),0(0.91),0(0.9),-,0(0.91),0(0.92),-,1(0.92),0(0.91),60(0.99),-,-,0(0.91),1(0.91),60(0.97),-1(0.9),60(1.04),0(0.92),59(0.93),60(0.96),0(0.91),-41(1.04),59(0.91),-1(0.91),0(0.92),0(0.91),0(0.9),-,0(0.91),59(0.97),-,59(0.93),0(0.9),-,0(0.92),-,-,0(0.9),-,-,-
