,6061,8767,7108,9971,5450,8467,6423,9052,5738,8829,4357,9134,5439,9001,7024,8995,7900,8626,6578,9121,7731,8967,8236,2986,4336,1792,6266,3527,8086,890,5615,1800,4297,668,4526,171,7965,2018,7741,974,7017,3310,5129,3967,7429,3482,6063,545,8084,2129,7739,1103,7850,2337,5796,5921,114,8243,3134,8317,3506,5892,2814,5275,5395,252,7030,2925,7541,2470,8419,1192,7016,5658,2638,7680,744,5246,2980,7504,1354,5545,3367,7940,1415,7560,26,7973,781,7627,1169,3009,1718,370,3849,2072,3723
8236,-,0(0.9),0(0.91),-,40(0.98),0(0.94),-5(0.91),0(0.91),0(0.93),-,-,-,0(0.91),-,-,-,-,-,-,-,-,0(0.92),0.0,-,-,0(0.91),-,0(0.94),-,0(0.9),0(0.92),0(0.91),0(0.91),0(0.9),-,-,0(0.9),-,-,-,0(0.91),-,0(0.91),-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,-,0(0.9),0(0.91),-,-,0(0.91),0(0.9),0(0.9),-,0(0.9),0(0.9),0(0.9),0(0.91),0(0.92),0(0.94),0(0.9),-,3(0.91),-,0(0.91),-,-,-,-,-,0(0.91),-,-,-,-,-,-,-
2986,-,-1(0.9),0(0.9),-,38(0.97),0(0.94),-6(0.9),-,0(0.93),-,-,-,-,-,-,-,-,-,-,-,-,0(0.92),-,0.0,-,1(0.9),-,0(0.94),-,-,0(0.91),0(0.91),0(0.91),-,-,-,-,-,-,-,0(0.92),-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,1(0.9),-,-,-,-,0(0.9),-,1(0.91),0(0.91),0(0.93),0(0.9),-,4(0.91),-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,-,-
4336,-,-,-,-,39(0.95),0(0.93),-5(0.91),-,0(0.94),-,-,-,-,-,-,-,-,-,-,-,-,0(0.93),-,-,0.0,-,-,0(0.93),-,-,0(0.91),0(0.92),0(0.91),-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),0(0.92),0(0.94),-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-
1792,-,0(0.91),0(0.92),0(0.91),40(0.98),0(0.96),-5(0.92),0(0.92),0(0.96),-,0(0.91),-,0(0.92),-,-,-,0(0.9),-,-,0(0.91),-,0(0.94),0(0.91),1(0.9),-,0.0,0(0.9),0(0.96),0(0.91),0(0.91),0(0.93),0(0.93),0(0.93),0(0.92),0(0.9),-,0(0.91),0(0.9),-,-,0(0.93),-,0(0.91),-,0(0.9),-,0(0.9),-,0(0.91),0(0.9),0(0.9),0(0.91),0(0.9),0(0.9),0(0.91),0(0.9),-,-,0(0.91),-1(0.9),0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),0(0.91),0(0.91),0(0.9),0(0.9),0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.93),0(0.93),0(0.96),0(0.91),-,3(0.92),-,0(0.92),0(0.91),0(0.9),-,-,-,0(0.92),-,-,0(0.9),-,-,0(0.9),-
6266,-,1(0.9),0(0.91),-,41(0.98),1(0.91),-,-,0(0.94),-,0(0.9),-,0(0.9),-,-,-,-,-,-,-,-,0(0.91),-,-,-,0(0.9),0.0,0(0.93),-,0(0.9),0(0.91),0(0.93),0(0.91),0(0.9),-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,0(0.9),-,0(0.9),-,-,-,-,-,-,-,-,0(0.91),-,0(0.9),0(0.9),-,0(0.9),-,-,-,-,-,0(0.9),0(0.93),-,0(0.92),-,-,2(0.91),-,-,-,-,-,-,-,0(0.9),0(0.9),-,-,-,-,-,-
3527,0(0.91),0(0.93),0(0.99),0(0.95),41(1.02),0(1.11),1(1.0),0(0.95),0(1.2),0(0.92),0(0.96),0(0.91),0(0.96),-,1(0.91),0(0.92),0(0.96),0(0.94),0(0.94),0(0.96),0(0.96),0(1.07),0(0.94),0(0.94),0(0.93),0(0.96),0(0.93),0.0,0(0.96),0(0.96),0(1.02),0(1.07),0(1.02),0(0.98),0(0.94),0(0.95),0(0.95),0(0.94),0(0.95),0(0.91),0(1.07),0(0.95),0(0.97),0(0.93),0(0.98),0(0.91),0(0.96),0(0.96),0(0.93),0(0.96),0(0.93),0(0.98),0(0.96),0(0.93),0(0.97),0(0.92),0(0.92),0(0.91),0(0.97),0(0.92),0(0.94),0(0.98),0(0.96),0(0.95),0(0.94),0(0.96),0(0.96),0(0.96),0(0.95),0(0.97),0(0.94),0(0.95),0(0.93),0(0.94),0(0.98),0(0.95),0(1.01),0(1.01),0(1.09),0(0.98),0(0.92),0(1.02),0(0.95),0(0.98),0(0.93),0(0.96),-,0(0.91),0(0.91),0(0.99),0(0.93),-,0(0.93),0(0.94),0(0.93),0(0.95),-
8086,-,-,0(0.92),0(0.9),40(0.97),0(0.96),-5(0.91),0(0.91),0(0.95),-,0(0.9),-,0(0.9),-,-,-,0(0.9),-,-,0(0.91),-,0(0.95),-,-,-,0(0.91),-,0(0.96),0.0,0(0.91),0(0.93),0(0.91),0(0.93),0(0.91),-,-,0(0.9),0(0.9),-,-,0(0.94),0(0.9),0(0.91),-,-,-,0(0.9),0(0.9),-,0(0.91),-,0(0.91),0(0.9),-,0(0.91),-,-,-,0(0.91),-,-,0(0.91),0(0.91),0(0.9),-,0(0.91),0(0.91),-,-,0(0.9),-,-,-,0(0.9),0(0.91),0(0.9),0(0.9),0(0.92),0(0.96),0(0.91),-,0(0.9),0(0.9),0(0.92),-,-,-,-,-,0(0.92),-,-,-,-,-,0(0.91),-
890,-,1(0.9),0(0.92),0(0.91),41(0.99),0(0.96),-4(0.92),0(0.91),0(0.96),-,0(0.91),-,0(0.91),-,-,0(0.9),0(0.9),-,-,0(0.9),-,0(0.93),0(0.9),-,-,0(0.91),0(0.9),0(0.96),0(0.91),0.0,0(0.94),0(0.91),0(0.93),0(0.92),-,0(0.9),0(0.91),0(0.9),0(0.9),-,0(0.94),0(0.9),0(0.91),-,-,-,0(0.91),0(0.9),0(0.91),0(0.9),0(0.9),0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),-,-,0(0.91),-,0(0.9),0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),-,0(0.9),-,0(0.9),0(0.91),0(0.91),0(0.92),0(0.91),0(0.95),0(0.91),0(0.91),0(0.91),-,0(0.91),-,0(0.9),-,-,-,0(0.92),0(0.91),-,-,-,0(0.9),0(0.9),-
5615,-,0(0.91),0(0.95),0(0.93),41(0.99),0(1.01),-5(0.93),0(0.93),0(1.04),-,0(0.93),-,0(0.93),-,-,0(0.91),0(0.92),0(0.9),0(0.91),0(0.92),0(0.91),0(0.99),0(0.92),0(0.91),0(0.91),0(0.93),0(0.91),0(1.02),0(0.93),0(0.94),0.0,0(0.95),0(0.97),0(0.94),0(0.91),0(0.93),0(0.93),0(0.91),0(0.91),-,0(0.99),0(0.92),0(0.93),0(0.91),0(0.93),-,0(0.93),0(0.92),0(0.92),0(0.92),0(0.9),0(0.93),0(0.92),0(0.92),0(0.93),0(0.91),-,-,0(0.93),-1(0.9),0(0.91),0(0.93),0(0.93),0(0.92),0(0.92),0(0.93),0(0.93),0(0.92),0(0.91),0(0.93),0(0.91),0(0.92),-,0(0.92),0(0.93),0(0.93),0(0.94),0(0.95),0(1.02),0(0.93),0(0.91),0(0.94),0(0.92),0(0.95),0(0.91),0(0.91),-,-,-,0(0.95),0(0.91),-,0(0.91),0(0.9),0(0.91),0(0.92),-
1800,0(0.91),0(0.92),0(0.92),0(0.91),40(1.0),1(1.02),1(1.05),0(0.9),0(1.1),0(0.92),0(0.92),1(0.91),0(0.92),-,0(0.9),0(0.91),0(0.91),0(0.93),0(0.91),0(0.92),0(0.92),0(0.97),0(0.91),0(0.91),0(0.92),0(0.93),0(0.93),0(1.07),0(0.91),0(0.91),0(0.95),0.0,0(0.95),0(0.93),0(0.92),-,0(0.9),0(0.91),0(0.92),-,0(0.92),0(0.9),0(0.93),0(0.9),0(0.94),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.93),0(0.93),0(0.92),0(0.92),0(0.91),0(0.91),0(0.91),0(0.91),0(0.93),0(0.91),0(0.91),0(0.91),0(0.9),0(0.91),0(0.93),0(0.92),0(0.92),0(0.94),0(0.94),0(0.93),0(0.93),0(0.91),0(0.92),0(0.91),0(0.93),0(0.92),0(1.05),0(0.94),0(0.95),0(0.92),-,0(0.98),0(0.9),0(0.91),0(0.91),0(0.94),-,0(0.91),0(0.9),0(0.93),0(0.91),-,0(0.9),0(0.93),0(0.92),-,-
4297,-,0(0.91),0(0.95),0(0.93),41(1.0),0(1.02),-5(0.93),0(0.93),0(1.04),-,0(0.93),-,0(0.93),-,-,0(0.91),0(0.92),0(0.9),0(0.91),0(0.92),0(0.91),0(0.99),0(0.91),0(0.91),0(0.91),0(0.93),0(0.91),0(1.02),0(0.93),0(0.93),0(0.97),0(0.95),0.0,0(0.94),0(0.91),0(0.92),0(0.93),0(0.91),0(0.91),-,0(0.99),0(0.91),0(0.93),0(0.9),0(0.93),-,0(0.93),0(0.92),0(0.92),0(0.92),0(0.9),0(0.93),0(0.92),0(0.91),0(0.93),0(0.9),-,-,0(0.93),-,0(0.91),0(0.93),0(0.93),0(0.92),0(0.92),0(0.93),0(0.93),0(0.92),0(0.91),0(0.93),0(0.9),0(0.92),-,0(0.92),0(0.94),0(0.93),0(0.94),0(0.95),0(1.02),0(0.93),0(0.91),0(0.95),0(0.92),0(0.95),0(0.91),0(0.91),-,-,-,0(0.95),0(0.91),-,0(0.91),0(0.9),0(0.91),0(0.92),-
668,-,0(0.9),0(0.93),0(0.91),41(0.98),0(0.97),-4(0.92),0(0.91),0(0.99),-,0(0.91),-,0(0.91),-,-,0(0.9),0(0.9),-,-,0(0.91),-,0(0.95),0(0.9),-,-,0(0.92),0(0.9),0(0.98),0(0.91),0(0.92),0(0.94),0(0.93),0(0.94),0.0,-,0(0.91),0(0.91),0(0.9),-,-,0(0.95),0(0.9),0(0.91),-,0(0.91),-,0(0.91),0(0.9),0(0.91),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.9),-,-,0(0.91),-,0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),0(0.92),0(0.91),0(0.91),0(0.91),0(0.92),-,0(0.9),-,0(0.9),0(0.91),0(0.92),0(0.93),0(0.92),0(0.97),0(0.91),0(0.9),0(0.92),0(0.9),0(0.92),-,0(0.9),-,-,-,0(0.93),0(0.91),-,0(0.9),-,0(0.9),0(0.91),-
4526,-,-,0(0.9),-,40(0.97),0(0.93),-5(0.9),-,0(0.94),-,-,-,-,-,-,-,-,-,-,-,-,0(0.92),-,-,-,0(0.9),-,0(0.94),-,-,0(0.91),0(0.92),0(0.91),-,0.0,-,-,-,-,-,0(0.9),-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.92),0(0.91),0(0.93),-,-,3(0.9),-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,-,-
171,-,-,0(0.91),0(0.9),41(0.95),0(0.95),-4(0.91),-,0(0.96),-,-,-,-,-,-,-,-,-,-,-,-,0(0.94),-,-,-,-,-,0(0.95),-,0(0.9),0(0.93),-,0(0.92),0(0.91),-,0.0,-,-,-,-,0(0.94),-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),0(0.95),-,-,0(0.9),-,0(0.91),-,-,-,-,-,0(0.91),-,-,-,-,-,-,-
7965,-,0(0.9),0(0.92),0(0.91),40(0.98),0(0.94),-5(0.92),0(0.91),0(0.95),-,0(0.91),-,0(0.91),-,-,-,-,-,-,0(0.9),-,0(0.93),0(0.9),-,-,0(0.91),-,0(0.95),0(0.9),0(0.91),0(0.93),0(0.9),0(0.93),0(0.91),-,-,0.0,-,-,-,0(0.93),-,0(0.91),-,-,-,-,-,0(0.91),-,-,0(0.9),-,0(0.9),0(0.9),-,-,-,0(0.91),-,-,0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.9),-,0(0.91),-,0(0.9),-,0(0.9),0(0.9),0(0.91),0(0.91),0(0.92),0(0.95),0(0.9),-,3(0.91),-,0(0.92),-,-,-,-,-,0(0.92),-,-,-,-,-,-,-
2018,-,-,0(0.91),-,40(0.99),0(0.94),-,0(0.9),0(0.92),-,-,-,0(0.9),-,-,-,0(0.9),-,-,0(0.91),-,0(0.92),-,-,-,0(0.9),-,0(0.94),0(0.9),0(0.9),0(0.91),0(0.91),0(0.91),0(0.9),-,-,-,0.0,0(0.9),-,0(0.91),-,0(0.91),-,-,-,-,0(0.9),-,0(0.9),0(0.9),0(0.9),-,-,0(0.91),-,-,-,0(0.9),-,-,0(0.9),-,0(0.9),-,0(0.9),0(0.91),-,0(0.9),0(0.9),-,-,-,0(0.91),0(0.91),-,0(0.9),0(0.9),0(0.93),0(0.91),-,3(0.9),-,0(0.9),-,0(0.91),-,-,-,0(0.92),-,-,-,-,-,-,-
7741,-,-,0(0.9),-,40(0.99),0(0.96),-,-,0(0.92),-,-,-,0(0.9),-,0(0.91),-,0(0.9),0(0.9),0(0.91),0(0.91),0(0.91),0(0.92),-,-,-,-,-,0(0.95),-,0(0.9),0(0.91),0(0.92),0(0.91),-,-,-,-,0(0.9),0.0,-,0(0.91),0(0.9),0(0.92),0(0.9),-,-,-,0(0.91),-,-,0(0.91),0(0.91),2(0.91),-,0(0.92),-,0(0.9),-,0(0.9),-,0(0.9),0(0.9),-,0(0.9),-,0(0.9),0(0.91),-,1(0.91),0(0.9),-,-,-,0(0.91),0(0.93),-,0(0.91),-,0(0.92),0(0.91),-,0(0.91),-,-,-,0(0.92),-,0(0.9),-,0(0.91),-,-,-,-,-,-,-
974,-,-,-,-,41(0.98),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1(0.9),-,-,-,-,2(0.9),-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-
7017,-,-,0(0.96),0(0.93),43(0.99),0(1.09),-4(0.97),0(0.93),0(1.08),-,0(0.93),-,0(0.92),-,-,-,0(0.93),0(0.9),0(0.91),0(0.93),0(0.93),0(1.05),0(0.91),0(0.92),0(0.91),0(0.93),-,0(1.07),0(0.94),0(0.94),0(0.99),0(0.92),0(0.99),0(0.95),0(0.9),0(0.94),0(0.93),0(0.91),0(0.91),-,0.0,0(0.93),0(0.94),0(0.91),0(0.95),-,0(0.95),0(0.93),0(0.91),0(0.93),-,0(0.94),0(0.94),-,0(0.95),-,-,-,0(0.93),-,0(0.92),0(0.97),0(0.94),0(0.93),-,0(0.94),0(0.93),0(0.91),0(0.91),0(0.94),-,0(0.93),-,0(0.91),0(0.95),0(0.93),0(0.92),0(0.98),0(1.07),0(0.95),-,0(0.98),0(0.94),0(0.97),-,0(0.91),-,-,-,0(0.96),-,-,0(0.91),-,-,0(0.94),-
3310,-,-,0(0.91),-,41(0.97),0(0.95),-5(0.9),-,0(0.93),-,-,-,-,-,-,-,0(0.9),-,-,0(0.91),-,0(0.94),-,-,-,-,-,0(0.95),0(0.9),0(0.9),0(0.92),0(0.9),0(0.91),0(0.9),-,-,-,-,0(0.9),-,0(0.93),0.0,0(0.91),-,-,-,-,0(0.9),-,-,-,0(0.91),0(0.9),-,0(0.91),-,-,-,-,-,-,0(0.91),-,0(0.9),-,0(0.9),0(0.9),-,0(0.9),-,-,-,-,0(0.9),0(0.91),-,-,0(0.9),0(0.94),0(0.91),-,0(0.9),-,0(0.91),-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,0(0.9),-
5129,0(0.9),0(0.91),0(0.92),0(0.9),40(1.0),0(0.97),-5(0.91),0(0.91),0(0.95),0(0.9),0(0.91),1(0.9),0(0.91),-,0(0.9),-,0(0.91),0(0.91),0(0.91),0(0.92),0(0.91),0(0.94),0(0.91),0(0.9),-,0(0.91),0(0.9),0(0.97),0(0.91),0(0.91),0(0.93),0(0.93),0(0.93),0(0.91),0(0.9),-,0(0.91),0(0.91),0(0.92),-,0(0.94),0(0.91),0.0,0(0.91),-,-,0(0.9),0(0.91),0(0.91),0(0.91),0(0.91),0(0.92),0(0.91),1(0.91),0(0.92),1(0.9),0(0.91),-,0(0.91),0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),0(0.91),0(0.92),0(0.92),1(0.91),0(0.91),0(0.92),0(0.91),0(0.91),-,0(0.92),0(0.93),0(0.91),0(0.92),0(0.92),0(0.96),0(0.92),-,0(0.92),-,0(0.92),0(0.9),0(0.92),-,0(0.9),-,0(0.93),1(0.91),-,0(0.91),0(0.9),1(0.9),0(0.91),-
3967,-,-,-,-,39(0.98),0(0.94),-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,0(0.9),-,0(0.92),-,-,-,-,-,0(0.93),-,-,0(0.91),0(0.9),0(0.9),-,-,-,-,-,0(0.9),-,0(0.91),-,0(0.91),0.0,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,-,-,-,0(0.9),0(0.91),-,-,0(0.9),0(0.92),0(0.9),-,4(0.9),-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-
7429,-,-,0(0.91),-,45(1.0),0(0.96),1(0.94),-,0(0.99),-,-,-,-,-,-,-,-,-,-,-,-,0(0.94),-,-,-,0(0.9),-,0(0.98),-,-,0(0.93),0(0.94),0(0.93),0(0.91),-,-,-,-,-,-,0(0.95),-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,0(0.92),0(0.91),0(0.95),-,-,0(0.94),-,0(0.91),-,-,-,-,-,0(0.91),-,-,-,-,-,-,-
3482,-,-,-,-,39(0.95),0(0.91),-6(0.9),-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,0(0.91),-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6063,-,-,0(0.92),0(0.9),41(0.96),0(0.96),-4(0.92),-,0(0.97),-,0(0.9),-,-,-,-,-,-,-,-,-,-,0(0.96),-,-,-,0(0.9),-,0(0.96),0(0.9),0(0.91),0(0.93),-,0(0.93),0(0.91),-,0(0.91),-,-,-,-,0(0.95),-,0(0.9),-,-,-,0.0,-,-,-,-,0(0.9),0(0.9),-,0(0.9),-,-,-,-,-,-,0(0.91),0(0.91),-,-,0(0.9),-,-,-,-,-,-,-,-,0(0.91),0(0.9),-,0(0.92),0(0.96),0(0.91),-,0(0.91),0(0.9),0(0.91),-,-,-,-,-,0(0.92),-,-,-,-,-,0(0.9),-
545,-,-,0(0.91),-,41(0.98),0(0.96),-,-,0(0.94),-,-,-,-,-,-,-,0(0.91),-,0(0.9),0(0.91),0(0.92),0(0.94),-,-,-,-,-,0(0.96),0(0.9),0(0.9),0(0.92),0(0.91),0(0.92),0(0.9),-,-,-,0(0.9),0(0.91),-,0(0.93),0(0.9),0(0.91),-,-,-,-,0.0,-,0(0.9),-,0(0.92),0(0.91),-,0(0.93),-,-,-,0(0.9),-,-,0(0.91),-,0(0.9),-,0(0.9),0(0.91),-,0(0.9),-,-,-,-,0(0.9),0(0.93),-,-,0(0.9),0(0.94),0(0.91),-,0(0.91),-,0(0.91),-,0(0.92),-,-,-,0(0.92),-,-,-,-,-,-,-
