,6061,8767,7108,9971,5450,8467,6423,9052,5738,8829,4357,9134,5439,9001,7024,8995,7900,8626,6578,9121,7731,8967,8236,2986,4336,1792,6266,3527,8086,890,5615,1800,4297,668,4526,171,7965,2018,7741,974,7017,3310,5129,3967,7429,3482,6063,545,8084,2129,7739,1103,7850,2337,5796,5921,114,8243,3134,8317,3506,5892,2814,5275,5395,252,7030,2925,7541,2470,8419,1192,7016,5658,2638,7680,744,5246,2980,7504,1354,5545,3367,7940,1415,7560,26,7973,781,7627,1169,3009,1718,370,3849,2072,3723
8084,-,0(0.9),0(0.91),0(0.9),40(0.99),0(0.93),-5(0.9),0(0.91),0(0.93),-,0(0.9),-,0(0.91),-,-,-,-,-,-,-,-,0(0.91),0(0.9),-,-,0(0.91),0(0.9),0(0.93),-,0(0.91),0(0.92),0(0.91),0(0.92),0(0.91),-,-,0(0.91),-,-,-,0(0.91),-,0(0.91),-,-,-,-,-,0.0,-,-,-,-,0(0.9),0(0.9),0(0.9),-,-,0(0.9),-,-,-,-,-,0(0.91),0(0.9),0(0.91),0(0.9),-,0(0.91),-,-,-,0(0.9),-,0(0.91),0(0.92),0(0.9),0(0.93),-,-,3(0.91),-,0(0.9),-,-,-,-,-,0(0.91),0(0.9),-,-,-,-,-,-
2129,-,-,0(0.91),-,40(0.98),0(0.96),-4(0.91),0(0.9),0(0.94),-,-,-,0(0.9),-,-,-,0(0.9),-,-,0(0.91),-,0(0.94),-,-,-,0(0.9),-,0(0.96),0(0.91),0(0.9),0(0.92),0(0.91),0(0.92),0(0.91),-,-,-,0(0.9),-,-,0(0.93),-,0(0.91),-,-,-,-,0(0.9),-,0.0,-,0(0.91),0(0.9),-,0(0.91),-,-,-,0(0.9),-,-,0(0.91),-,0(0.9),-,0(0.91),0(0.91),-,0(0.9),0(0.9),-,-,-,0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.95),0(0.91),-,0(0.91),-,0(0.91),-,0(0.9),-,-,-,0(0.92),-,-,-,-,-,0(0.9),-
7739,-,0(0.9),-,-,40(1.0),0(0.92),-,-,0(0.91),-,-,1(0.9),0(0.9),-,0(0.9),-,-,-,-,0(0.9),-,-,-,-,-,0(0.9),-,0(0.93),-,0(0.9),0(0.9),0(0.93),0(0.9),-,-,-,-,0(0.9),0(0.91),-,-,-,0(0.91),-,-,-,-,-,-,-,0.0,0(0.9),-,1(0.9),0(0.91),-,0(0.91),-,0(0.9),-,-1(0.9),-,-,-,0(0.9),0(0.9),0(0.91),1(0.9),1(0.91),0(0.9),0(0.9),-,-,0(0.91),0(0.91),-,0(0.92),-,0(0.91),-,-,3(0.91),-,-,-,0(0.91),-,-,-,0(0.91),1(0.9),-,-,-,1(0.9),-,-
1103,-,-,0(0.91),-,41(0.98),0(0.98),-4(0.91),0(0.9),0(0.96),-,0(0.9),-,0(0.9),-,-,-,0(0.91),-,0(0.91),0(0.92),0(0.91),0(0.95),-,-,-,0(0.91),-,0(0.98),0(0.91),0(0.91),0(0.93),0(0.93),0(0.93),0(0.91),-,-,0(0.9),0(0.9),0(0.91),-,0(0.94),0(0.91),0(0.92),-,-,-,0(0.9),0(0.92),-,0(0.91),0(0.9),0.0,0(0.92),-,0(0.93),-,-,-,0(0.91),-,0(0.9),0(0.92),-,0(0.91),-,0(0.91),0(0.91),0(0.9),0(0.91),0(0.91),-,0(0.9),-,0(0.91),0(0.93),0(0.9),0(0.91),0(0.92),0(0.96),0(0.92),-,0(0.92),0(0.9),0(0.91),-,0(0.92),-,-,-,0(0.92),-,-,-,0(0.9),-,0(0.91),-
7850,-,-,0(0.91),-,42(0.99),0(0.96),-4(0.91),0(0.9),0(0.95),-,0(0.9),-,0(0.9),-,-,-,0(0.91),-,-,0(0.91),0(0.91),0(0.94),-,-,-,0(0.9),-,0(0.96),0(0.9),0(0.91),0(0.92),0(0.92),0(0.92),0(0.91),-,-,-,-,2(0.91),-,0(0.94),0(0.9),0(0.91),-,-,-,0(0.9),0(0.91),-,0(0.9),-,0(0.92),0.0,-,0(0.92),-,-,-,0(0.9),-,-,0(0.91),-,0(0.9),-,0(0.91),0(0.91),0(0.9),0(0.91),0(0.9),-,-,-,0(0.9),0(0.92),0(0.9),0(0.91),0(0.91),0(0.95),0(0.91),-,0(0.92),-,0(0.91),-,0(0.91),-,-,-,0(0.92),-,-,-,-,-,0(0.9),-
2337,-,1(0.91),0(0.91),0(0.9),41(0.99),0(0.91),-,-,0(0.93),-,0(0.9),-,0(0.9),-,-,0(0.9),-,-,-,-,-,-,-,-,-,0(0.9),0(0.9),0(0.93),-,0(0.91),0(0.92),0(0.92),0(0.91),0(0.91),-,-,0(0.9),-,-,0(0.9),-,-,1(0.91),-,-,-,-,-,0(0.9),-,1(0.9),-,-,0.0,-,0(0.91),-,-,-,-,-,-,-,-,0(0.91),0(0.9),0(0.91),0(0.91),0(0.9),0(0.9),-,-,-,-1(0.9),-,0(0.9),0(0.92),-,0(0.91),-,0(0.9),2(0.91),-,-,-,-,-,-,-,0(0.91),0(0.91),-,-,-,0(0.9),-,-
5796,-,-,0(0.92),0(0.9),41(1.01),0(0.98),-5(0.91),0(0.91),0(0.95),0(0.9),0(0.91),-,0(0.91),-,1(0.9),-,0(0.92),0(0.9),0(0.91),0(0.92),0(0.92),0(0.95),0(0.9),0(0.9),-,0(0.91),-,0(0.97),0(0.91),0(0.91),0(0.93),0(0.91),0(0.93),0(0.91),-,-,0(0.9),0(0.91),0(0.92),-,0(0.95),0(0.91),0(0.92),0(0.9),-,-,0(0.9),0(0.93),0(0.9),0(0.91),0(0.91),0(0.93),0(0.92),-,0.0,-,0(0.9),-,0(0.91),-,0(0.91),0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.92),0(0.91),0(0.92),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.94),0(0.9),0(0.91),0(0.91),0(0.96),0(0.92),-,0(0.92),0(0.9),0(0.92),-,0(0.93),-,-,-,0(0.93),-,-,0(0.9),0(0.91),0(0.9),0(0.91),-
5921,-,1(0.91),0(0.9),-,41(0.99),0(0.91),-,-,0(0.91),-,0(0.9),-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),0(0.9),0(0.92),-,0(0.9),0(0.91),0(0.91),0(0.9),0(0.9),-,-,-,-,-,-,-,-,1(0.9),-,-,-,-,-,0(0.9),-,-,-,-,0(0.91),-,0.0,-,-,-,-,-,-,-,-,0(0.91),-,0(0.9),0(0.9),-,0(0.9),-,-,-,-,-,0(0.9),0(0.91),-,0(0.9),-,-,2(0.91),-,-,-,-,-,-,-,0(0.9),0(0.9),-,-,-,-,-,-
114,-,-,-,-,40(0.99),0(0.91),-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,0(0.92),-,-,-,0(0.91),-,-,-,-,-,-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,-,-,0(0.91),-,-,-,0(0.9),-,0.0,-,-,-,-,-,-,-,-,-,0(0.9),-,1(0.9),-,-,-,-,0(0.9),0(0.9),-,0(0.91),-,-,-,-,3(0.9),-,-,-,0(0.91),-,-,-,-,1(0.9),-,-,-,-,-,-
8243,-,-1(0.9),-,-,45(0.98),0(0.91),-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1(0.91),-,-,-,-,4(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3134,-,0(0.9),0(0.92),0(0.9),40(0.98),0(0.97),-5(0.91),0(0.91),0(0.97),-,0(0.91),-,0(0.91),-,-,-,0(0.9),-,-,0(0.91),-,0(0.94),0(0.91),-,-,0(0.91),-,0(0.97),0(0.91),0(0.91),0(0.93),0(0.93),0(0.93),0(0.91),0(0.9),-,0(0.91),0(0.9),0(0.9),-,0(0.93),-,0(0.91),-,-,-,-,0(0.9),0(0.9),0(0.9),0(0.9),0(0.91),0(0.9),-,0(0.91),-,-,-,0.0,-,0(0.9),0(0.91),0(0.91),0(0.9),0(0.9),0(0.91),0(0.91),0(0.9),0(0.9),0(0.91),0(0.9),0(0.91),-,0(0.9),0(0.91),0(0.91),0(0.93),0(0.93),0(0.96),0(0.91),-,0(0.92),-,0(0.92),-,0(0.9),-,-,-,0(0.92),-,-,0(0.9),-,-,0(0.9),-
8317,-,-1(0.9),-,-,39(0.99),0(0.92),-,-,0(0.91),-,-,-,-1(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-1(0.9),-,0(0.92),-,-,-1(0.9),0(0.91),-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0(0.9),-,-,-,1(0.9),-,1(0.9),-,-,1(0.9),0(0.91),-,-,0(0.9),0(0.9),-,1(0.91),-,0(0.91),-,-,4(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3506,-,-1(0.9),0(0.9),-,39(0.99),0(0.95),-6(0.9),0(0.9),0(0.92),-,-,-,0(0.9),-,-,-,-,0(0.9),0(0.9),0(0.9),-,0(0.91),-,0(0.9),-,0(0.9),-,0(0.94),-,0(0.9),0(0.91),0(0.91),0(0.91),0(0.9),-,-,-,-,0(0.9),-,0(0.92),-,0(0.91),0(0.9),-,-,-,-,-,-,-1(0.9),0(0.9),-,-,0(0.91),-,-,0(0.9),0(0.9),0(0.9),0.0,-,-,-,-,-,0(0.91),-,-,0(0.91),0(0.9),0(0.9),-,0(0.91),0(0.91),-,1(0.91),0(0.9),0(0.93),0(0.9),-,4(0.91),-,0(0.9),-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,-,-
5892,-,-,0(0.92),0(0.9),40(0.96),0(0.99),-5(0.92),0(0.91),0(0.98),-,0(0.9),-,-,-,-,-,0(0.91),-,0(0.9),0(0.91),0(0.91),0(0.98),-,-,-,0(0.91),-,0(0.98),0(0.91),0(0.9),0(0.93),0(0.91),0(0.93),0(0.91),-,0(0.9),0(0.9),0(0.9),0(0.9),-,0(0.97),0(0.91),0(0.91),-,-,-,0(0.91),0(0.91),-,0(0.91),-,0(0.92),0(0.91),-,0(0.92),-,-,-,0(0.91),-,-,0.0,0(0.91),0(0.91),-,0(0.91),0(0.91),-,-,0(0.9),-,0(0.9),-,0(0.9),0(0.92),0(0.9),-,0(0.93),0(0.98),0(0.93),-,0(0.92),0(0.91),0(0.93),-,0(0.9),-,-,-,0(0.93),-,-,-,-,-,0(0.91),-
2814,-,-,0(0.92),0(0.91),40(0.95),0(0.95),-5(0.92),0(0.91),0(0.97),-,0(0.91),-,0(0.9),-,-,-,-,-,-,-,-,0(0.95),-,-,-,0(0.91),-,0(0.96),0(0.91),0(0.91),0(0.93),0(0.9),0(0.93),0(0.91),-,0(0.91),0(0.91),-,-,-,0(0.94),-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,-,-,0(0.9),-,-,-,0(0.91),-,-,0(0.91),0.0,-,-,0(0.91),0(0.9),-,-,0(0.91),-,-,-,-,0(0.9),0(0.91),0(0.91),0(0.93),0(0.97),0(0.91),-,0(0.9),0(0.9),0(0.92),-,-,-,-,-,0(0.92),-,-,-,-,-,0(0.9),-
5275,-,-,0(0.91),-,40(0.97),0(0.96),-5(0.91),-,0(0.94),-,-,-,-,-,-,-,0(0.9),-,0(0.9),0(0.91),0(0.9),0(0.94),-,-,-,0(0.9),-,0(0.95),0(0.9),-,0(0.92),0(0.91),0(0.92),0(0.9),-,-,-,0(0.9),0(0.9),-,0(0.93),0(0.9),0(0.91),-,-,-,-,0(0.9),-,0(0.9),-,0(0.91),0(0.9),-,0(0.91),-,-,-,0(0.9),-,-,0(0.91),-,0.0,-,0(0.9),0(0.9),-,-,-,-,-,-,0(0.9),0(0.91),-,0(0.9),0(0.91),0(0.94),0(0.91),-,0(0.9),-,0(0.91),-,0(0.9),-,-,-,0(0.91),-,-,-,-,-,0(0.9),-
5395,-,1(0.91),0(0.91),0(0.9),41(0.99),0(0.92),-4(0.9),0(0.9),0(0.94),-,0(0.91),-,0(0.91),-,-,0(0.9),-,-,-,-,-,0(0.9),-,-,-,0(0.91),0(0.91),0(0.94),-,0(0.91),0(0.92),0(0.93),0(0.92),0(0.91),-,-,0(0.91),-,-,-,-,-,0(0.91),-,-,-,-,-,0(0.91),-,0(0.9),-,-,0(0.91),-,0(0.91),-,-,0(0.9),1(0.9),-,-,-,-,0.0,0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),-,-,-,0(0.9),-,0(0.91),0(0.93),-,0(0.92),-,0(0.9),2(0.91),-,-,-,0(0.9),-,-,-,0(0.91),0(0.91),-,-,-,0(0.9),-,-
252,-,-,0(0.92),0(0.91),40(0.98),0(0.97),-4(0.91),0(0.91),0(0.96),-,0(0.91),-,0(0.91),-,-,-,0(0.9),-,-,0(0.91),-,0(0.95),0(0.9),-,-,0(0.91),-,0(0.96),0(0.91),0(0.91),0(0.93),0(0.92),0(0.93),0(0.92),-,-,0(0.91),0(0.9),0(0.9),-,0(0.94),0(0.9),0(0.92),-,-,-,0(0.9),0(0.9),0(0.9),0(0.91),0(0.9),0(0.91),0(0.91),0(0.9),0(0.91),-,-,-,0(0.91),-,-,0(0.91),0(0.91),0(0.9),0(0.9),0.0,0(0.91),0(0.9),0(0.9),0(0.91),-,0(0.9),-,0(0.9),0(0.91),0(0.91),0(0.92),0(0.92),0(0.96),0(0.91),-,0(0.91),0(0.9),0(0.92),-,0(0.9),-,-,-,0(0.93),-,-,0(0.9),-,-,0(0.91),-
7030,-,0(0.91),0(0.92),0(0.9),40(1.0),0(0.95),-5(0.91),0(0.91),0(0.94),-,0(0.91),2(0.9),0(0.91),-,-,-,0(0.91),-,0(0.9),0(0.91),-,0(0.93),0(0.91),-,-,0(0.91),0(0.9),0(0.96),0(0.91),0(0.91),0(0.93),0(0.92),0(0.93),0(0.91),-,-,0(0.91),0(0.91),0(0.91),-,0(0.93),0(0.9),0(0.92),0(0.9),-,-,-,0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),0(0.92),0(0.9),0(0.9),-,0(0.91),1(0.9),0(0.91),0(0.91),0(0.9),0(0.9),0(0.91),0(0.91),0.0,0(0.91),0(0.91),0(0.92),0(0.9),0(0.9),-,0(0.91),0(0.92),0(0.91),0(0.92),0(0.91),0(0.95),0(0.91),-,3(0.91),-,0(0.92),0(0.9),0(0.91),-,-,-,0(0.93),1(0.9),-,0(0.91),-,1(0.9),0(0.9),-
2925,-,1(0.9),0(0.91),0(0.9),41(0.99),0(0.94),1(0.9),-,0(0.96),-,0(0.9),-,0(0.9),-,-,0(0.9),-,-,-,-,-,0(0.92),-,-,-,0(0.9),0(0.9),0(0.96),-,0(0.91),0(0.92),0(0.94),0(0.92),0(0.91),-,-,0(0.9),-,-,-,0(0.91),-,1(0.91),-,-,-,-,-,0(0.9),-,1(0.9),0(0.9),0(0.9),0(0.91),0(0.91),0(0.9),-,-,0(0.9),-,-,-,-,-,0(0.91),0(0.9),0(0.91),0.0,0(0.91),0(0.91),-,-,-,-1(0.9),0(0.91),0(0.9),0(0.93),-,0(0.93),-,-,0(0.92),-,-,-,0(0.91),-,-,-,0(0.92),0(0.91),-,-,-,0(0.91),-,-
7541,-,-,0(0.9),-,41(1.0),0(0.94),1(0.9),-,0(0.94),-,-,-,0(0.9),-,-,-,0(0.91),-,-,0(0.91),-,0(0.92),-,-,-,0(0.9),-,0(0.95),-,0(0.9),0(0.91),0(0.94),0(0.91),0(0.91),-,-,-,0(0.9),1(0.91),-,0(0.91),0(0.9),0(0.91),-,-,-,-,0(0.9),-,0(0.9),1(0.91),0(0.91),0(0.91),0(0.9),0(0.92),-,1(0.9),-,0(0.9),-,-,-,-,-,0(0.9),0(0.9),0(0.91),0(0.91),0.0,0(0.9),-,-,0(0.9),-1(0.9),0(0.91),-,0(0.92),-,0(0.92),0(0.9),-,0(0.92),-,-,-,0(0.92),-,-,-,0(0.92),0(0.9),-,-,0(0.9),0(0.9),-,-
2470,-,0(0.91),0(0.93),0(0.91),58(1.01),0(0.96),-5(0.91),0(0.92),0(0.97),-,0(0.91),-,0(0.92),-,-,-,0(0.9),-,-,0(0.9),-,0(0.94),0(0.91),1(0.9),-,0(0.92),0(0.9),0(0.97),0(0.9),0(0.91),0(0.93),0(0.93),0(0.93),0(0.92),-,-,0(0.91),0(0.9),0(0.9),-,0(0.94),-,0(0.92),-,0(0.9),-,-,-,0(0.91),0(0.9),0(0.9),0(0.91),0(0.9),0(0.9),0(0.91),0(0.9),-,-,0(0.91),1(0.9),0(0.91),0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.92),0(0.91),0(0.9),0.0,0(0.9),0(0.9),-,0(0.91),0(0.91),0(0.91),0(0.93),0(0.92),0(0.96),0(0.91),-,0(0.92),-,0(0.92),0(0.9),0(0.9),-,-,-,0(0.92),0(0.9),-,-,-,-,-,-
8419,0(0.9),0(0.9),-,-,58(0.99),0(0.93),1(0.9),0(0.9),0(0.93),-,-,-,0(0.9),-,-,-,-,0(0.9),-,-,-,0(0.9),0(0.9),-,-,0(0.9),-,0(0.94),-,-,0(0.91),0(0.93),0(0.9),-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,0(0.9),0(0.91),0(0.9),-,-,-,-,-,0(0.9),-,-,0(0.9),0.0,-,-,0(0.9),0(0.91),-,0(0.92),0(0.9),0(0.92),-,-,4(0.91),-,-,-,0(0.9),-,-,-,0(0.9),-,-,-,-,-,-,-
1192,-,-,0(0.91),-,39(0.97),0(0.95),-5(0.91),0(0.91),0(0.94),-,-,-,0(0.9),-,-,-,-,-,-,0(0.9),-,0(0.93),0(0.9),-,-,0(0.91),-,0(0.95),-,0(0.9),0(0.92),0(0.91),0(0.92),0(0.9),-,-,0(0.9),-,-,-,0(0.93),-,0(0.91),-,-,-,-,-,-,-,-,0(0.9),-,-,0(0.91),-,-,-,0(0.91),-,0(0.9),0(0.9),-,-,-,0(0.9),0(0.9),-,-,0(0.9),-,0.0,-,0(0.9),0(0.91),-,0(0.91),0(0.92),0(0.95),0(0.91),-,4(0.91),-,0(0.92),-,-,-,-,-,0(0.91),-,-,-,-,-,-,-
7016,-,-,-,-,41(0.98),1(0.91),-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.93),-,-,-,0(0.92),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,0.0,-,-1(0.9),-,0(0.91),-,-,-,-,-,-,-,-,0(0.91),-,-,-,-,-,-,-,-,-,-,-
5658,-,0(0.9),0(0.91),-,40(1.0),0(0.95),-,0(0.9),0(0.93),-,0(0.9),1(0.9),0(0.91),-,0(0.9),-,0(0.9),0(0.9),0(0.9),0(0.91),-,0(0.92),0(0.9),-,-,0(0.91),-,0(0.94),0(0.9),0(0.9),0(0.92),0(0.91),0(0.92),0(0.9),-,-,0(0.9),0(0.91),0(0.91),-,0(0.91),0(0.9),0(0.92),0(0.9),-,-,-,0(0.9),0(0.9),0(0.9),0(0.91),0(0.91),0(0.9),-1(0.9),0(0.91),-,0(0.9),-,0(0.9),0(0.9),0(0.91),0(0.9),-,0(0.9),0(0.9),0(0.9),0(0.91),-1(0.9),-1(0.9),0(0.91),0(0.9),0(0.9),-,0.0,0(0.92),0(0.9),0(0.91),0(0.9),0(0.94),0(0.91),-,3(0.9),-,0(0.91),-,0(0.91),-,-,-,0(0.92),1(0.9),-,-,-,-,-,-
2638,-,0(0.9),0(0.92),0(0.9),40(1.01),0(1.0),-4(0.91),0(0.91),0(0.97),0(0.9),0(0.91),0(0.9),0(0.91),-,0(0.91),-,0(0.92),0(0.91),0(0.92),0(0.92),0(0.92),0(0.96),0(0.9),0(0.9),-,0(0.91),-,0(0.98),0(0.91),0(0.91),0(0.93),0(0.93),0(0.94),0(0.91),-,-,0(0.9),0(0.91),0(0.93),-,0(0.95),0(0.91),0(0.93),0(0.91),-,-,0(0.91),0(0.93),-,0(0.91),0(0.91),0(0.93),0(0.92),-,0(0.94),-,0(0.9),-,0(0.91),0(0.9),0(0.91),0(0.92),0(0.9),0(0.91),-,0(0.91),0(0.92),0(0.91),0(0.91),0(0.91),0(0.91),0(0.91),-1(0.9),0(0.92),0.0,0(0.91),0(0.92),0(0.92),0(0.97),0(0.93),-,0(0.93),0(0.9),0(0.92),-,0(0.93),-,0(0.9),-,0(0.93),-,-,0(0.9),0(0.9),-,0(0.91),-
7680,-,1(0.9),0(0.92),0(0.91),41(0.98),0(0.95),-4(0.91),0(0.91),0(0.96),-,0(0.91),-,0(0.91),-,-,-,-,-,-,-,-,0(0.93),0(0.9),-,-,0(0.91),0(0.9),0(0.95),0(0.9),0(0.91),0(0.93),0(0.92),0(0.93),0(0.92),-,-,0(0.91),-,-,-,0(0.93),-,0(0.91),-,-,-,0(0.9),-,0(0.91),-,-,0(0.9),0(0.9),0(0.9),0(0.9),0(0.9),-,-,0(0.91),-,-,0(0.9),0(0.91),-,0(0.91),0(0.91),0(0.91),0(0.9),-,0(0.91),-,-,-,0(0.9),0(0.91),0.0,0(0.92),0(0.91),0(0.95),0(0.9),-,2(0.91),-,0(0.91),-,-,-,-,-,0(0.92),0(0.9),-,-,-,-,-,-
744,0(0.9),0(0.93),0(0.93),0(0.91),40(1.0),1(0.99),0(1.0),0(0.91),0(1.04),0(0.9),0(0.92),2(0.9),0(0.92),-,-,0(0.91),-,0(0.91),0(0.9),0(0.91),0(0.9),0(0.94),0(0.91),1(0.91),0(0.91),0(0.93),0(0.93),0(1.01),0(0.9),0(0.92),0(0.94),0(1.05),0(0.94),0(0.93),0(0.92),-,0(0.91),0(0.9),0(0.91),-1(0.9),0(0.92),-,0(0.92),-,0(0.92),-,-,-,0(0.92),0(0.91),0(0.92),0(0.91),0(0.91),0(0.92),0(0.91),0(0.91),0(0.91),1(0.91),0(0.93),1(0.91),1(0.91),-,0(0.91),0(0.9),0(0.93),0(0.92),0(0.92),0(0.93),0(0.92),0(0.93),0(0.92),0(0.91),0(0.91),0(0.91),0(0.92),0(0.92),0.0,0(0.94),0(0.95),0(0.91),0(0.9),0(0.96),-,0(0.92),0(0.92),0(0.92),-,-,-1(0.9),0(0.92),0(0.92),-,0(0.9),0(0.91),0(0.91),-,0(0.9)
5246,-,0(0.9),0(0.94),0(0.91),39(0.95),0(1.01),-5(0.95),0(0.92),0(1.02),-,0(0.91),-,0(0.92),-,-,-,0(0.91),-,-,0(0.91),0(0.91),0(1.0),0(0.92),0(0.91),0(0.92),0(0.93),-,0(1.01),0(0.92),0(0.91),0(0.95),0(0.94),0(0.95),0(0.92),0(0.91),0(0.91),0(0.92),0(0.9),-,-,0(0.98),0(0.9),0(0.92),0(0.9),0(0.91),0(0.9),0(0.92),0(0.9),0(0.9),0(0.91),-,0(0.92),0(0.91),-,0(0.91),-,-,-,0(0.93),-,0(0.9),0(0.93),0(0.93),0(0.91),-,0(0.92),0(0.91),-,-,0(0.92),0(0.9),0(0.92),-,0(0.9),0(0.92),0(0.91),0(0.94),0.0,0(1.02),0(0.93),-,0(0.92),0(0.92),0(0.95),0(0.91),-,-,-,-,0(0.93),-,-,0(0.9),-,-,0(0.91),-
2980,-,0(0.92),0(0.99),0(0.95),40(1.0),0(1.1),-5(0.97),0(0.96),0(1.11),0(0.9),0(0.96),-,0(0.95),-,-,0(0.91),0(0.95),0(0.92),0(0.93),0(0.95),0(0.94),0(1.08),0(0.94),0(0.93),0(0.94),0(0.96),0(0.92),0(1.09),0(0.96),0(0.95),0(1.02),0(0.95),0(1.02),0(0.97),0(0.93),0(0.95),0(0.95),0(0.93),0(0.92),-,0(1.07),0(0.94),0(0.96),0(0.92),0(0.95),0(0.92),0(0.96),0(0.94),0(0.93),0(0.95),0(0.91),0(0.96),0(0.95),0(0.91),0(0.96),0(0.9),-,-,0(0.96),0(0.91),0(0.93),0(0.98),0(0.97),0(0.94),0(0.92),0(0.96),0(0.95),0(0.93),0(0.92),0(0.96),0(0.92),0(0.95),-,0(0.94),0(0.97),0(0.95),0(0.95),0(1.02),0.0,0(0.97),0(0.92),0(0.97),0(0.95),0(1.01),0(0.93),0(0.92),-,-,0(0.9),0(0.99),0(0.91),-,0(0.93),0(0.91),0(0.91),0(0.96),-
7504,-,-,0(0.92),0(0.9),40(0.97),0(0.99),-5(0.92),0(0.91),0(0.97),-,0(0.91),-,0(0.91),-,-,-,0(0.91),0(0.9),0(0.91),0(0.92),0(0.91),0(0.97),0(0.9),0(0.9),-,0(0.91),-,0(0.98),0(0.91),0(0.91),0(0.93),0(0.92),0(0.93),0(0.91),-,-,0(0.9),0(0.91),0(0.91),-,0(0.95),0(0.91),0(0.92),0(0.9),-,-,0(0.91),0(0.91),-,0(0.91),-,0(0.92),0(0.91),-,0(0.92),-,-,-,0(0.91),-,0(0.9),0(0.93),0(0.91),0(0.91),-,0(0.91),0(0.91),-,0(0.9),0(0.91),-,0(0.91),-,0(0.91),0(0.93),0(0.9),0(0.91),0(0.93),0(0.97),0.0,-,0(0.92),0(0.91),0(0.92),-,0(0.91),-,-,-,0(0.93),-,-,0(0.9),-,-,0(0.91),-
1354,-,-,0(0.9),-,41(0.97),0(0.91),-4(0.9),-,0(0.92),-,0(0.9),-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,0(0.92),-,0(0.91),0(0.91),-,0(0.91),0(0.9),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-,-,-,-,-,0(0.9),-,0(0.92),-,0.0,2(0.9),-,-,-,-,-,-,-,0(0.9),-,-,-,-,-,-,-
5545,4(0.9),3(0.91),0(0.93),2(0.91),43(1.02),0(0.99),0(0.96),3(0.91),0(1.03),-,0(0.91),5(0.9),3(0.91),-,-,2(0.9),0(0.91),0(0.9),0(0.9),0(0.91),0(0.91),0(0.97),3(0.91),4(0.91),-,3(0.92),2(0.91),0(1.02),0(0.9),0(0.91),0(0.94),0(0.98),0(0.95),0(0.92),3(0.9),0(0.9),3(0.91),3(0.9),0(0.91),2(0.9),0(0.98),0(0.9),0(0.92),4(0.9),0(0.94),-,0(0.91),0(0.91),3(0.91),0(0.91),3(0.91),0(0.92),0(0.92),2(0.91),0(0.92),2(0.91),3(0.9),4(0.9),0(0.92),4(0.91),4(0.91),0(0.92),0(0.9),0(0.9),2(0.91),0(0.91),3(0.91),0(0.92),0(0.92),0(0.92),4(0.91),4(0.91),-,3(0.9),0(0.93),2(0.91),0(0.96),0(0.92),0(0.97),0(0.92),2(0.9),0.0,0(0.9),0(0.92),-3(0.91),0(0.92),-,-,-,0(0.93),-2(0.91),-,-3(0.9),0(0.9),0(0.9),0(0.9),-
3367,-,-,0(0.91),-,41(0.95),0(0.95),-4(0.91),-,0(0.95),-,-,-,-,-,-,-,-,-,-,-,-,0(0.96),-,-,-,-,-,0(0.95),0(0.9),-,0(0.92),0(0.9),0(0.92),0(0.9),-,-,-,-,-,-,0(0.94),-,-,-,-,-,0(0.9),-,-,-,-,0(0.9),-,-,0(0.9),-,-,-,-,-,-,0(0.91),0(0.9),-,-,0(0.9),-,-,-,-,-,-,-,-,0(0.9),-,-,0(0.92),0(0.95),0(0.91),-,0(0.9),0.0,0(0.91),-,-,-,-,-,0(0.91),-,-,-,-,-,0(0.9),-
