,8243,9134,8995,8829,9971,6266,9001,7504,9052,7541,9121,8626,1169,7940,370,7731,1800,6423,3527,5796,3506,5129,3009,4526,3849,8317,5395,974,5615,2018,7680,2814,5921,26,7017,2072,7900,171,5545,7965,1103,8236,2129,7739,8086,2337,7627,3967,4297,7108,668,6061,2470,8084,2638,5246,114,5275,8419,2925,5658,744,8967,1192,6063,4296,5439,252,8467,3482,7030,2986,7016,1354,7973,3134,6578,3310,7429,781,5738,1415,7741,3367,5450,7850,1718,5892,2980,7560,4336,4357,890,1792,7024,8767,3723
8243,0.0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,48,0
9134,0,0.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,1,50,1
8995,0,0,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,49,0
8829,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,48,0
9971,0,0,0,0,0.0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,49,0
6266,0,0,0,0,0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,50,0
9001,13,15,14,13,14,14,0.0,-13,-13,-14,-13,-13,-14,-14,-14,-13,-14,-8,-13,-14,-13,-14,-13,-13,-13,-14,-14,-13,-14,-13,-14,-13,-14,-13,-11,-13,-13,-13,-11,-14,-13,-13,-13,-14,-13,-14,-14,-14,-14,-14,-14,-14,-14,-13,-14,-13,-13,-13,-14,-14,-14,-14,-14,-13,-13,-12,-14,-13,-14,-13,-13,-15,-14,-13,-13,-13,-13,-13,-10,-14,-14,-14,-13,-13,-57,-12,-14,-13,-14,-14,-14,-14,-14,-14,-13,-8,-14
7504,0,0,0,0,0,0,-13,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,48,0
9052,0,0,0,0,0,0,-13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,49,0
7541,0,0,0,0,0,0,-14,0,0,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,48,0
9121,0,0,0,0,0,0,-13,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,48,0
8626,0,0,0,0,0,0,-13,0,0,0,0,0.0,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,0,0,0,0,48,0
