r,t,solar,f0,f1
2.7026855572002555,7.8159276018099595,12000,31345.1400306,31478.4503855
14.995482372809775,7.665636363636365,12000,31645.2133375,31780.6207792
1.7898734177215112,7.904954545454537,12000,31935.8911916,32072.4271563
1.1667934897484662,8.835117967332145,12000,32227.7536755,32366.1686714
0.5467167381974213,12.256130790190733,12000,32522.3914015,32663.1853224
0.8866455026454945,11.59805077062556,12000,32823.7803372,32967.1238239
0.13108050847457645,10.023746581586137,12000,33110.8860667,33256.525263
1.2416402451912838,7.432331511839718,12000,33397.4180623,33544.6919871
2.8636248147364114,7.693260473588348,12000,33689.1470519,33838.5564447
1.4491144708423311,10.460763569457212,12000,33932.2230861,34081.5888021
6.6094923208191165,10.290766389658355,12000,34223.6352717,34375.4239478
6.590210084033657,10.752341597796118,12000,34517.782959,34671.4765416
3.754066485469388,12.294967978042074,12000,34808.2553893,34964.0267661
0.3880967402733975,12.714489420423186,12000,35076.3292861,35233.8920305
0.04558915537017722,12.401291512915144,12000,35342.9375687,35502.1217908
0.028437500000000025,13.211368653421633,12000,35597.6120054,35755.9488036
0.0447390223695111,12.901576246334315,12000,35873.2224269,36033.5186435
0.0742076730608841,12.951427525622261,12000,36143.3874646,36305.6065499
0.2026041666666668,13.575718496683846,12000,36408.9879558,36573.0607006
0.04055856606919546,12.210719584569748,12000,36686.7869226,36853.2242957
0.9458937198067592,12.517231222385847,12000,36971.4803004,37139.9959953
2.5433228180862337,14.1491550330639,12000,37257.182376,37427.57753
3.7160480809785,13.166727941176472,12000,37535.8954826,37708.650659
2.032614669203129,12.55587371512482,12000,37806.376409,37981.4323729
0.9008390705679808,13.882296296296339,12000,38085.7230374,38263.0863725
0.4451463465992853,14.926239822353793,12000,38368.2783036,38547.5061052
0.08766206608113751,15.6890694239291,12000,38649.5378359,38830.7419397
0.6646910466582578,14.782986627043087,12000,38941.9355318,39125.0034563
2.4945228565409985,14.82566666666668,12000,39221.5568453,39407.3032622
2.5705452984113366,12.085735512629993,12000,39497.576837,39685.6557894
0.11217867678044667,12.36822533136964,12000,39763.7915109,39950.9960584
0.06852664576802503,13.447228381374714,12000,40040.1842761,40229.2531424
0.2402485256950294,13.081989644970438,12000,40320.3218947,40510.8342962
4.897417593953394,14.3188839615669,12000,40600.3856362,40793.563718
0.6160961088666791,13.440517870167772,12000,40867.9764101,41063.03415
0.3638207945900255,12.66911549707606,12000,41152.9675424,41350.0084131
4.650803722504231,14.577538349159946,12000,41434.3941999,41633.6442345
1.004200971078741,15.339846603360114,12000,41707.001586,41908.3633088
0.2379078088823401,15.35754026354317,12000,41973.7906831,42176.907605
0.04996845425867506,18.1895043731778,12000,42244.8422957,42449.7556622
0.012599748005039902,18.264166059723234,12000,42516.6228672,42722.9999479
0.010530714584203932,17.239087591240867,12000,42785.509655,42991.5333303
0.011395056556346879,16.194111192392093,12000,43055.301445,43263.0554596
0.01136934673366834,17.472076023391832,12000,43325.319261,43534.9672169
0.10592638802245788,17.749079528718678,12000,43597.4395139,43808.6036394
0.1327944572748269,18.486400591278624,12000,43874.8725313,44087.4541815
0.06572681704260648,18.882512858192527,12000,44154.6101357,44368.6556386
0.07928721174004195,19.648898678414113,12000,44434.2371452,44649.8059698
0.02684971704045275,19.63244837758112,12000,44705.3842433,44922.7092086
0.12204244589199408,18.817720588235254,12000,44982.9504561,45201.9427274
4.2813552188552455,19.135153958944322,12000,45272.1010435,45493.3012813
3.2638795282224,18.738835666912287,12000,45550.9110436,45773.7951694
5.556847871892115,18.387205882352944,12000,45831.0807697,46056.0827006
1.2523538104285472,17.749041297935122,12000,46101.9316906,46328.7019678
5.9524956970739895,17.038913525498927,12000,46369.286059,46598.1330784
5.488977871443652,16.22389543446243,12000,46642.5526779,46873.5498147
2.664214963119077,16.152029520295187,12000,46923.6002518,47156.5046299
6.162646812080553,19.042356450410143,12000,47196.7737258,47431.2802343
1.8050274423710173,18.96115297663901,12000,47465.3606344,47702.0845094
9.54103139013448,16.109077155824508,12000,47743.0653237,47981.9034882
7.466974291364515,14.54402872260012,12000,48013.0967916,48253.5181953
0.6232996928477403,14.881216931216965,12000,48283.7136416,48525.7152819
0.3860592755214047,15.666086298258884,12000,48552.7980434,48796.1970909
2.1985729967069254,16.245984848484813,12000,48818.3196762,49063.823809
1.0832438478747202,14.382775665399187,12000,49082.9472489,49330.3394993
1.1084928492849329,13.76949924127467,12000,49356.4991203,49605.4781275
0.5942655491839428,15.480952380952369,12000,49633.6009132,49884.0033981
3.84998898920942,17.769522365428315,12000,49911.7599087,50164.1697059
7.457788503729713,16.599733231707322,12000,50184.7653793,50439.6933392
0.5479227487087339,14.815496183206086,12000,50455.4264682,50712.0143329
0.06315673289183228,15.541116173120749,12000,50729.2820566,50987.426315
1.3462382101337986,16.515847201210278,12000,51006.1877365,51265.8518655
1.5696119272089435,17.254810606060587,12000,51289.2795798,51550.7893546
0.7231782265144775,17.436798179059185,12000,51570.0354388,51833.0870371
0.1353628398112792,16.426027397260302,12000,51816.0528509,52079.9621601
0.2217033577940853,15.53065498857578,12000,52089.2507286,52354.7604089
0.19736325996949253,14.792671755725195,12000,52368.4594396,52635.6944252
0.13676953381483956,15.699047256097549,12000,52645.8353728,52914.5684132
0.2517946486839244,16.421922492401187,12000,52918.0530344,53188.8330489
0.7202180172768403,16.04389600602864,12000,53186.585634,53459.0213195
0.376890931884664,16.810957367240103,12000,53471.5532069,53745.6896871
0.08128386827844937,16.294357249626287,12000,53752.0037036,54027.7569133
0.3731599916124975,15.51494768310914,12000,54035.7224336,54312.9597214
2.4689909416473745,12.598428143712573,12000,54324.2745238,54604.122578
3.5097682477799617,11.613890991672955,12000,54611.3484115,54893.6414651
2.022012311611124,12.323290758827946,12000,54893.0713782,55177.1415368
0.7360169491525349,12.889819004524867,12000,55189.6822098,55475.7536188
3.1638054968287666,14.254709871891489,12000,55480.5487538,55768.7312189
3.448113008644325,13.40219033232628,12000,55773.186417,56063.6800601
7.701234567901229,9.935352006056027,12000,56050.8440509,56343.3379072
5.040533672172809,10.66930355791067,12000,56339.8071032,56634.2843269
1.8999576629974604,11.000000000000014,12000,56636.5818943,56933.5837707
2.2243459915611794,11.956397562833205,12000,56925.8036633,57224.9717811
0.11848703782405424,14.895268735806225,12000,57223.5877448,57524.9105054
0.09789429353548032,14.452343159486006,12000,57519.5152772,57822.9050892
0.43724586040662256,14.084351432880835,12000,57822.1073905,58127.6162504
0.9959428211057358,12.597350492051469,12000,58115.9646361,58423.5238337
0.4861506276150645,13.119727891156447,12000,58400.3423846,58710.1085025
0.188715710723192,13.243252463987858,12000,58686.0259368,58998.1087922
0.6619783197831958,12.98714392803597,12000,58976.1739306,59290.4042589
4.67971305980156,14.06627731725698,12000,59276.2184056,59592.9601458
6.198460291734192,15.235546282245805,12000,59576.4367124,59895.5233963
11.558494884221876,15.482537878787873,12000,59868.4028066,60190.1292245
1.100204974036623,14.919644208932624,12000,60161.479722,60485.3704938
1.8371544167228644,14.560733182161783,12000,60455.6407551,60781.5236021
0.7431364617044253,11.211895770392768,12000,60746.8883481,61075.0270038
1.583963793569305,8.270648078372265,12000,61034.4416442,61364.5921345
1.243642518618847,9.220394238059145,12000,61331.0331705,61663.5975628
5.8487073707370225,9.686356707317072,12000,61642.4873749,61977.7907984
2.5974800162580105,9.293090356871687,12000,61952.27208,62289.7489848
2.4687119057294087,9.306449165402118,12000,62265.1191621,62605.3338414
7.655504338394811,11.312862595419828,12000,62568.0198005,62910.1604278
0.7460008120178594,11.229839939024394,12000,62874.450196,63219.1067825
8.69265451555433,12.808492003046455,12000,63179.1472996,63526.8840651
12.31103466882516,14.229916476841323,12000,63482.0870319,63832.5277701
10.020088805166873,12.23560490045941,12000,63766.2431344,64116.9398935
1.1271634939921564,9.757668711656423,12000,64070.4681419,64423.3180098
7.276331440929928,12.708224442736347,12000,64363.2306793,64718.8024842
17.183132859486108,10.231877897990717,12000,64657.7331313,65014.5055252
4.609282927485582,8.422960372960372,12000,64959.2775045,65317.1137634
1.4614617044228668,7.785460170146957,12000,65267.3455558,65626.2391704
3.5012407962912326,9.282442748091595,12000,65579.9901866,65940.2765084
8.54527940975529,5.587471264367816,12000,65895.6537108,66257.201091
4.055922643029819,5.7670489296636225,12000,66214.7141546,66575.0483717
3.3318200188602978,7.857592024539874,12000,66546.8957915,66909.0147746
5.4694579288025285,7.4962452107279525,12000,66867.1191312,67230.5368514
2.568589570386389,6.525173477255215,12000,67195.1248787,67560.2684523
5.736475578054442,8.256003098373348,12000,67526.7442308,67893.9581715
2.94275741710298,8.526810477657945,12000,67851.3756464,68219.6961572
0.4466962723724946,6.063918711656443,12000,68178.1954071,68547.915541
3.5705533862932537,7.1412728658536695,12000,68499.8854243,68870.7225053
0.5632983023443789,6.3956521739130485,12000,68830.2645595,69202.5427398
2.15144224196856,6.521836890243895,12000,69164.2568911,69538.4798332
1.8673939393939512,2.8088347296268124,12000,69498.7055142,69874.2387984
5.43653613241825,4.086709824828631,12000,69839.33282,70216.7782325
6.392055383788112,4.462185833968014,12000,70178.3652574,70557.5607912
0.7605603448275753,3.1990443425076385,12000,70518.3326118,70898.923987
0.10364449261617924,3.5188212927756584,12000,70866.8972344,71249.3089213
0.15334767410594266,4.358837031369546,12000,71209.8870082,71591.5874072
0.39473824786325057,8.022671755725185,12000,71558.9418652,71942.1726179
0.12439775160599616,7.3086722947045315,12000,71907.5765685,72292.4489845
1.0890359673753198,7.224788948580217,12000,72242.3505528,72628.9201747
0.0775892980278581,6.412613981762902,12000,72589.8595548,72978.2011209
0.40173232746577137,6.409536474164147,12000,72944.1614665,73334.4272633
1.3619657524711102,5.237101669195747,12000,73296.9188914,73689.0037756
3.3117195138985625,5.224808282208588,12000,73649.0527759,74042.8442362
2.1376628835645364,3.7108796296296265,12000,74000.288943,74395.8684365
2.603311633172916,8.77325134511913,12000,74343.5412036,74740.7706372
0.09040156709108693,7.47309160305343,12000,74696.6619063,75095.5132614
0.19161902105703504,6.755156608097797,12000,75051.0130083,75451.7014326
1.0720156555772964,7.6311400153022015,12000,75409.3912784,75811.8316476
3.7966447644345154,9.801413292589762,12000,75753.0426995,76157.4054392
10.514314115308094,8.43908179012346,12000,76088.4746136,76495.0985178
4.636825885978455,4.856355283307813,12000,76430.1677993,76838.5715222
2.680834035383326,6.958108108108113,12000,76769.6244621,77179.5425254
13.62369269592034,5.267848882035467,12000,77107.157209,77518.7190854
4.024455681977799,5.0358636715724225,12000,77436.2655641,77849.538756
3.978787878787864,5.931333333333327,12000,77759.581975,78174.6076138
24.91974091805129,6.338552321007078,12000,78059.9900692,78474.2574526
5.566234136603457,4.434071146245053,12000,78339.972621,78754.7413727
2.8354455728794203,3.3700551615445216,12000,78618.977423,79033.6618549
8.562585421412296,6.653223270440245,12000,78912.6612125,79327.866713
10.605290780141813,6.791340125391855,12000,79216.90918,79633.2113613
6.164744302390186,6.0858934169278935,12000,79519.5858861,79936.7180977
6.360623863477457,6.408744221879821,12000,79807.6420701,80223.9324401
14.007801516195679,6.922831926323863,12000,80118.6442308,80536.1882689
6.3357899136249545,6.933409961685821,12000,80437.4589334,80856.1037036
11.390683229813604,8.337768404907976,12000,80764.3443018,81184.9830633
7.4081329069928925,8.264378337147214,12000,81095.6127535,81518.042273
3.843988351130245,7.571757482732162,12000,81434.2204135,81858.1925645
8.873612840736044,6.134591914569032,12000,81770.9867273,82196.5144355
0.98517490283175,4.981922196796343,12000,82110.5146745,82537.6953832
4.2243865243310665,3.3484779299847784,12000,82457.6851289,82886.632511
6.839975041597298,6.836138613861383,12000,82801.771458,83232.5912823
5.715296075440303,6.401443768996959,12000,83145.3705086,83577.7682803
6.173350886917867,5.997220106626048,12000,83484.6856011,83918.8348409
1.7295028869173303,3.559587471352168,12000,83828.6682049,84264.8285993
0.3918821239922176,3.7324200913242014,12000,84175.8535558,84613.7635747
8.378116766051853,5.840646387832688,12000,84518.6538681,84958.3875356
3.2676083644924723,4.867401215805474,12000,84860.3576499,85301.6293006
3.6744102137107952,4.355542900531507,12000,85206.0874456,85649.2965056
10.032628313592737,4.5370980091883615,12000,85545.5822427,85990.9950038
6.240469289164923,5.089724980901453,12000,85874.2045292,86318.8355642
7.066285320468596,4.901491966335119,12000,86223.6289436,86670.1685575
2.6307904919845577,3.2187308868501634,12000,86580.8375147,87029.3149309
1.0820527045769757,3.8735834609494666,12000,86928.9984618,87379.2242394
0.849735676525213,6.023489425981874,12000,87263.8146879,87715.8511691
4.194860208980522,4.875510204081625,12000,87599.2884638,88052.8901362
8.795165609584148,5.97157456472369,12000,87939.0403833,88394.5676157
7.790528541226177,6.090166414523453,12000,88284.0408657,88741.4636397
11.08427061310776,4.789469696969689,12000,88616.1741252,89075.0912432
2.5235790980673034,4.07666666666666,12000,88956.075437,89416.8157674
5.97631393546561,3.6763117870722364,12000,89296.7497415,89759.41105
4.6428551276625925,3.93028009084028,12000,89646.6583666,90111.3082488
12.164178053246975,4.265419501133787,12000,89981.8679149,90447.8514088
3.619373942470381,4.753378891419891,12000,90329.178808,90797.301765
1.3530187867488803,5.411106899166026,12000,90670.6680622,91140.5602017
6.026855771944658,6.818395155185461,12000,91007.6213999,91478.8554958
1.944604113834894,6.610257380772145,12000,91343.3464204,91815.9502958
4.51576056338028,7.919353612167299,12000,91663.8204555,92137.5802618
2.819263855591593,5.425643939393936,12000,91976.1555516,92450.8607983
5.054960742326894,7.857607872823625,12000,92296.1102857,92772.6110206
4.5690965381367725,7.318806990881455,12000,92615.4434551,93093.3175083
2.5064371047083656,6.3939531368102935,12000,92934.382191,93413.3637232
7.870100925147134,6.2261940864291105,12000,93256.5123799,93736.6290307
3.787424561403498,4.210657596371881,12000,93589.9276711,94071.6331374
9.491740569159477,4.8941956124314405,12000,93916.7694337,94399.906098
1.8744844688071287,4.909124087591244,12000,94245.3572042,94729.5395055
0.409195102891378,5.7920217588395175,12000,94573.2120696,95058.6585581
1.7525182672233832,8.172509057970997,12000,94899.8173337,95386.7491844
7.151541274817146,7.938671519563233,12000,95209.0014752,95697.3117105
0.831547149986866,7.1495446265938,12000,95519.2938719,96008.6809874
0.024514784420997617,6.148995433789956,12000,95837.8326447,96328.5829877
0.08873129472999358,5.874749772520481,12000,96155.9516709,96647.9765
0.07056756053111113,6.529398359161353,12000,96473.9613063,96967.159725
0.2577107964141872,7.001958105646629,12000,96782.700984,97277.3736652
0.2692768729641693,9.29614678899083,12000,97083.3754241,97579.3657705
0.9482961222091658,8.665630712979912,12000,97387.5219392,97884.7898282
2.0235294117647054,9.373693858845098,12000,97686.8508733,98185.4785392
1.6651278038602022,8.662580645161272,12000,97990.296169,98489.9000666
6.373953427524853,6.447889908256878,12000,98285.7481302,98785.954007
0.7898032438181211,4.364049586776861,12000,98590.8144483,99091.7194893
3.3195153896529126,6.744572217111329,12000,98915.1886181,99417.590564
1.8106825313807848,5.346763901549675,12000,99237.9983232,99741.3479384
4.4969570327804576,6.0053587647593085,12000,99555.7651302,100060.386814
0.042718319107025414,9.93336363636363,12000,99860.591959,100367.40108
4.292857142857168,9.396197289156637,12000,100159.62227,100668.290959
0.8145922156512129,9.432276119402989,12000,100463.670893,100974.513207
1.7389287686361148,9.465015015014991,12000,100772.256685,101285.181647
4.000523199779684,9.297484984985,12000,101075.857217,101591.267325
5.947556548450135,9.879678143712587,12000,101380.623793,101898.765509
5.353204951856914,7.9871631736527,12000,101667.471,102186.754224
0.9787624035281184,9.419977511244364,12000,101958.267408,102479.053363
0.7091021928009931,9.156170531039633,12000,102251.883247,102774.089575
0.3000550509221029,8.569767441860476,12000,102536.235259,103060.135574
1.0019961186581647,8.585805722891568,12000,102810.433452,103335.727769
0.032253171538885766,7.916276435045326,12000,103087.588587,103614.062598
0.0247178640242224,8.983258088788574,12000,103361.053785,103888.862501
0.6619106699751867,9.470592648162043,12000,103641.722333,104170.86805
0.15732686980609392,7.50519187358916,12000,103897.080075,104426.208287
4.422585583078222,10.850860778443112,12000,104145.901065,104674.829134
3.1863314349215446,10.727790262172288,12000,104438.004109,104969.373387
2.7019756838905757,11.046372475691856,12000,104727.648871,105260.598838
2.428756369646064,10.503418482344117,12000,105013.153173,105547.934647
0.9251039068994104,9.377347858752824,12000,105312.693532,105849.942653
2.3033188629043724,10.942061700526724,12000,105605.685376,106145.217959
0.95362558588365,11.029056603773565,12000,105897.820501,106439.3257
0.5241136708511449,10.656174242424255,12000,106185.21757,106728.676887
4.418271228702035,9.526436265709146,12000,106483.14078,107028.919822
2.5157986577181406,8.524728260869566,12000,106771.812299,107319.727208
0.6078517501715872,11.112909090909113,12000,107019.647783,107567.417486
4.512236517930463,11.759400544959107,12000,107291.12098,107840.650806
2.1368114765191475,10.879555757026312,12000,107567.749315,108118.935428
5.017245590230671,10.920727272727282,12000,107863.897949,108417.724032
6.040839331794095,11.198127853881283,12000,108132.703319,108688.074678
3.2991039426523336,10.049999999999981,12000,108412.752523,108970.157467
3.1046634942216453,9.803765880217801,12000,108694.760198,109253.83843
1.8225753871230868,10.534931506849313,12000,108967.667707,109528.109805
0.19350808094526686,12.417778793418634,12000,109241.029783,109803.075229
0.032402386117136577,13.411813186813195,12000,109506.745596,110070.365446
1.0808771451920436,14.52456621004566,12000,109772.665897,110337.812773
3.262028237849587,14.240238313473876,12000,110052.544288,110619.762482
1.8256396372004928,12.65715596330277,12000,110321.100428,110889.762711
7.609626612355705,11.365426997245171,12000,110602.894769,111173.709953
7.568253536452607,10.687453874538754,12000,110877.432441,111450.458951
2.8989805758368954,11.678564814814804,12000,111129.332425,111702.79026
3.552804827870016,12.253722426470599,12000,111410.657983,111986.270509
5.4682681867534395,11.927426739926743,12000,111699.153276,112277.091821
3.439675016926221,11.975390266299364,12000,111983.197944,112563.30517
1.1718018139975768,12.103491620111752,12000,112261.640238,112843.829468
1.0872732270478298,14.192209737827682,12000,112536.856184,113120.845094
1.91795407098122,13.269268110530248,12000,112815.965215,113402.042568
4.461081005974753,11.365871833084949,12000,113099.889209,113688.230024
7.407850493261088,12.006497386109045,12000,113366.762025,113956.467356
0.4821906354515066,13.599364248317134,12000,113624.248292,114215.853992
2.093577464788748,15.414450222882651,12000,113893.639069,114487.022643
4.152198107957728,14.890067214339073,12000,114158.486112,114753.351044
2.4779215358931603,14.595692883895119,12000,114425.755208,115022.3209
0.07767732962447843,15.1964499252616,12000,114692.815732,115290.810043
0.3305120022200633,16.02941616766467,12000,114959.963844,115559.584126
0.1380252100840346,14.397076461769107,12000,115230.074881,115831.643426
0.04481558803061924,15.335294117647068,12000,115493.922654,116097.081288
0.0566814527308011,16.244291044776134,12000,115764.803104,116370.095119
0.03854818523153941,15.341821561338305,12000,116034.099307,116641.38167
0.030551705018020493,14.670283370618938,12000,116293.581565,116902.942278
0.22314289666620526,16.022727272727295,12000,116559.017004,117170.051638
0.8596586178184835,15.410418222554142,12000,116814.767052,117424.379666
0.6487250554323721,14.273450336071678,12000,117080.069871,117691.165699
0.6421052631578953,14.118582089552287,12000,117350.058895,117962.699139
3.2051884824036767,13.613108614232203,12000,117621.771148,118236.858276
0.7416889891442295,13.659115179252472,12000,117886.072309,118502.726791
0.20708727070594893,14.9633679169992,12000,118153.469676,118771.702751
0.09927662424648367,15.563712241653395,12000,118414.957762,119034.55024
0.6667651403249611,16.12637013502777,12000,118678.002178,119299.329698
1.2238402581686216,16.37114467408587,12000,118940.767618,119563.679598
1.5744319737202164,14.125020048115498,12000,119206.416122,119830.729957
2.5637907791857617,14.191900561347213,12000,119481.692248,120107.640575
2.8413709677419514,14.983746997598095,12000,119739.411347,120366.913815
0.18820360894155705,15.32583865814696,12000,120005.484553,120634.555742
2.0844489247311966,15.872195512820527,12000,120274.390675,120905.586596
1.253527084186102,15.3762077294686,12000,120534.135443,121166.767657
1.969593956562796,16.15040064102565,12000,120800.171234,121434.56489
0.6226496301277745,16.224420463629038,12000,121070.301088,121706.196595
1.6685230024213091,17.508040000000026,12000,121338.942563,121976.583659
1.6665633423180697,18.49219375500397,12000,121602.488892,122242.32894
1.2602396514161298,17.746227929374015,12000,121870.117784,122511.643491
0.05730412578954437,18.37000805152979,12000,122138.218993,122781.232717
0.010999732691793638,18.93146067415731,12000,122404.377541,123048.893385
0.025840139242201042,19.467771565495237,12000,122670.557992,123316.581591
2.4514297330261763,16.472621902477968,12000,122934.357516,123582.051285
0.5955296012887585,16.774520766773186,12000,123193.447532,123842.693189
0.3662109636777899,16.328640000000018,12000,123451.171966,124101.990487
0.7905743740795276,16.41217948717952,12000,123716.297042,124368.587919
2.0011984021305027,16.243436499466387,12000,123983.514925,124637.684126
1.7056683471862648,15.608798283261821,12000,124238.854478,124894.599495
1.4014432155381835,15.88665231431646,12000,124505.106649,125162.380685
8.788462574044157,17.33548559231589,12000,124769.102966,125428.35258
1.8322419832929069,15.892598509052188,12000,125030.50846,125691.20333
0.5838609726525658,15.816149732620342,12000,125298.440465,125960.666242
14.14344083082804,14.460204081632659,12000,125542.424155,126206.306261
4.744980460854356,14.13936627282491,12000,125795.200386,126460.547368
3.6275475772709016,14.81196581196581,12000,126053.728098,126720.646762
1.8358839406207936,14.303920515574632,12000,126325.86584,126994.536974
4.9239189189189005,13.760860215053757,12000,126589.5751,127260.092692
2.7646663926565083,13.048288770053482,12000,126849.190444,127521.43761
1.736249493722155,11.679721030042913,12000,127114.036796,127787.719886
0.9724616213304584,11.350480769230789,12000,127382.400733,128057.551581
