time,low,medium,high
0,21.9982,24.657307692307693,27.2568
10,21.8734,24.616307692307693,27.2002
20,22.088,24.797615384615384,27.5168
30,22.1928,24.842384615384617,27.664
40,22.2698,24.82223076923077,27.7076
50,22.236,24.81176923076923,27.6776
60,22.1616,24.766076923076923,27.6314
70,22.21,24.761307692307692,27.6256
80,22.3808,24.94553846153846,27.894
90,22.43,25.033153846153848,27.9986
100,22.4542,25.099923076923076,28.025
110,22.3796,25.11846153846154,27.9722
120,22.3628,25.08876923076923,27.8934
130,22.3488,25.014230769230767,27.8104
140,22.3268,25.058846153846154,27.8314
150,22.253,24.979615384615386,27.7932
160,22.221,24.854076923076924,27.7194
170,22.1722,24.78076923076923,27.6504
180,22.0834,24.675461538461537,27.5508
190,22.0122,24.635692307692306,27.4648
200,22.007,24.673615384615385,27.4814
210,22.013,24.594153846153848,27.4088
220,21.9314,24.476615384615386,27.3252
230,21.8356,24.373538461538462,27.2564
240,21.7728,24.266461538461538,27.1528
250,21.682,24.174230769230768,27.0644
260,21.6766,24.19330769230769,27.0626
270,21.6444,24.121307692307692,26.9838
280,21.6008,24.06153846153846,26.8964
290,21.5268,24.010538461538463,26.831
300,21.516,23.963153846153848,26.751
310,21.4398,23.91623076923077,26.7024
320,21.4788,23.973846153846154,26.7708
330,21.4872,23.93946153846154,26.7186
340,21.4374,23.879538461538463,26.6366
350,21.3876,23.816076923076924,26.5448
360,21.2996,23.733846153846155,26.4422
370,21.2702,23.652538461538462,26.3638
380,21.303,23.662,26.3748
390,21.312,23.601692307692307,26.3316
400,21.2752,23.537153846153846,26.2408
410,21.2648,23.483615384615383,26.1504
420,21.1754,23.422076923076922,26.1006
430,21.1422,23.38153846153846,26.0256
440,21.1516,23.398692307692308,26.094
450,21.1044,23.368076923076924,26.057
460,21.0218,23.319,26.0178
470,21.0044,23.297615384615384,25.991
480,21.0136,23.283076923076923,25.95
490,21.0088,23.28146153846154,25.8772
500,21.0658,23.38123076923077,25.9556
510,21.0458,23.400384615384617,25.9522
520,21.0862,23.422538461538462,25.9124
530,21.1416,23.43307692307692,25.918
540,21.1762,23.414615384615384,25.8844
550,21.1912,23.405615384615384,25.8934
560,21.2128,23.459,25.9484
570,21.2066,23.50969230769231,25.9644
580,21.2042,23.531692307692307,25.98
590,21.2496,23.581,25.9814
600,21.3106,23.61276923076923,25.999
610,21.4256,23.684846153846152,26.057
620,21.5908,23.868153846153845,26.2036
630,21.738,24.042076923076923,26.3862
640,21.8436,24.147,26.5168
650,21.9418,24.252384615384614,26.5846
660,22.0092,24.342384615384617,26.6608
670,22.058,24.416076923076922,26.7564
680,22.1234,24.53123076923077,26.8214
690,22.164,24.669153846153847,26.977
700,22.1836,24.775615384615385,27.1016
710,22.1826,24.90776923076923,27.235
720,22.2192,25.0,27.3974
730,22.278,25.10523076923077,27.4876
740,22.4298,25.230076923076922,27.5668
750,22.596,25.398384615384614,27.746
760,22.682,25.503692307692308,27.9248
770,22.7702,25.537692307692307,28.0072
780,22.7774,25.58446153846154,28.0966
790,22.8858,25.638538461538463,28.1924
800,22.9458,25.678307692307694,28.1742
810,23.0784,25.790307692307692,28.2744
820,23.1726,25.865,28.403
830,23.2918,26.011384615384614,28.5576
840,23.4244,26.169615384615383,28.7768
850,23.5394,26.25953846153846,28.958
860,23.7016,26.383076923076924,29.0956
870,24.0086,26.653076923076924,29.3464
880,24.3276,26.874,29.5538
890,24.5326,27.085461538461537,29.7048
900,24.7288,27.286538461538463,29.856
910,24.8794,27.507538461538463,30.0556
920,25.0012,27.669846153846155,30.1324
930,25.1276,27.858615384615383,30.2804
940,25.3204,28.065,30.4658
950,25.5834,28.288846153846155,30.704
960,25.7364,28.494846153846154,30.9786
970,25.8812,28.700769230769232,31.2544
980,26.1974,28.947,31.5956
990,26.43,29.209384615384614,31.9302
1000,26.6042,29.43346153846154,32.2304
1010,26.7306,29.63269230769231,32.5092
1020,26.8588,29.792461538461538,32.772
1030,26.9672,29.943076923076923,33.001
1040,27.0754,30.117615384615384,33.19
1050,27.2012,30.256923076923076,33.3354
1060,27.3862,30.36169230769231,33.4962
1070,27.4734,30.512615384615383,33.697
1080,27.5414,30.629461538461538,33.8992
1090,27.61,30.762,34.1094
1100,27.7438,30.959307692307693,34.3876
1110,27.8254,31.09523076923077,34.5394
1120,27.8508,31.188769230769232,34.6916
1130,27.874,31.24953846153846,34.856
1140,27.8762,31.28423076923077,34.977
1150,27.8728,31.319769230769232,35.0794
1160,27.9022,31.367076923076922,35.1898
1170,27.8874,31.385615384615384,35.3292
1180,27.8644,31.414615384615384,35.4152
1190,27.8868,31.445307692307694,35.5464
1200,27.8626,31.47046153846154,35.6202
1210,27.8216,31.496692307692307,35.7142
1220,27.919,31.58376923076923,35.8436
1230,27.9856,31.622307692307693,35.9664
1240,28.0236,31.651384615384615,36.0464
1250,28.0184,31.662076923076924,36.1426
1260,28.0518,31.672538461538462,36.1726
1270,28.0212,31.670538461538463,36.208
1280,28.0644,31.71253846153846,36.2976
1290,28.0514,31.742846153846155,36.3626
1300,28.071,31.742,36.3596
1310,28.0992,31.758384615384614,36.3942
1320,28.1152,31.773846153846154,36.4448
1330,28.1912,31.821384615384616,36.4724
1340,28.2752,31.881692307692308,36.5754
1350,28.3272,31.895615384615386,36.6782
1360,28.4272,31.90992307692308,36.7188
1370,28.4414,31.92446153846154,36.7124
1380,28.4208,31.924076923076925,36.7096
1390,28.4614,31.920461538461538,36.7006
1400,28.4688,31.939384615384615,36.7416
1410,28.451,31.90146153846154,36.7568
1420,28.4286,31.86423076923077,36.7326
1430,28.3686,31.85269230769231,36.7236
1440,28.372,31.823846153846155,36.6964
1450,28.3344,31.770230769230768,36.6446
1460,28.3542,31.764769230769232,36.6298
1470,28.2892,31.722615384615384,36.621
1480,28.2418,31.68223076923077,36.5234
1490,28.2306,31.670846153846153,36.4778
1500,28.1714,31.61730769230769,36.4046
1510,28.1282,31.560692307692307,36.3616
1520,28.0754,31.568615384615384,36.3864
1530,28.0352,31.54023076923077,36.3332
1540,27.9694,31.458076923076923,36.2506
1550,27.9124,31.424,36.1702
1560,27.8798,31.38269230769231,36.0846
1570,27.8044,31.358461538461537,36.001
1580,27.892,31.41923076923077,36.0332
1590,27.9272,31.41676923076923,36.0306
1600,27.9324,31.381846153846155,35.9538
1610,27.9276,31.35453846153846,35.8732
1620,27.9724,31.327461538461538,35.8136
1630,27.977,31.294923076923077,35.742
1640,27.9912,31.30669230769231,35.7428
1650,27.9508,31.27430769230769,35.6566
1660,27.886,31.270384615384614,35.6196
1670,27.8784,31.295461538461538,35.6288
1680,27.9296,31.315615384615384,35.6434
1690,28.0096,31.32730769230769,35.595
1700,28.137,31.42753846153846,35.6694
1710,28.181,31.507615384615384,35.7064
1720,28.1714,31.52346153846154,35.7048
1730,28.2304,31.586153846153845,35.7604
1740,28.3194,31.636384615384614,35.7738
1750,28.371,31.687153846153848,35.8358
1760,28.496,31.770230769230768,35.901
1770,28.5634,31.83453846153846,35.9006
1780,28.666,31.919846153846155,35.948
1790,28.8242,32.06569230769231,36.0604
1800,29.0086,32.178615384615384,36.1678
1810,29.1726,32.321384615384616,36.2662
1820,29.425,32.486384615384615,36.414
1830,29.6958,32.63515384615385,36.5254
1840,29.8984,32.775,36.6246
1850,30.103,32.95215384615385,36.768
1860,30.3298,33.087384615384615,36.8606
1870,30.564,33.28053846153846,37.032
1880,30.7942,33.48853846153846,37.2018
1890,31.061,33.67984615384616,37.3798
1900,31.261,33.862307692307695,37.5334
1910,31.5788,34.098846153846154,37.7756
1920,31.7848,34.30269230769231,37.9602
1930,32.0024,34.52423076923077,38.1432
1940,32.21,34.744461538461536,38.3174
1950,32.3832,34.938153846153845,38.412
1960,32.564,35.108384615384615,38.5302
1970,32.7404,35.32707692307692,38.6632
1980,32.9024,35.516230769230766,38.7854
1990,33.0546,35.728692307692306,38.9384
2000,33.1596,36.00576923076923,39.0952
2010,33.2656,36.236769230769234,39.2786
2020,33.4318,36.478692307692306,39.431
2030,33.6024,36.752538461538464,39.6932
2040,33.7998,36.99846153846154,40.1048
2050,33.9874,37.232076923076924,40.5294
2060,34.2404,37.51615384615385,40.9778
2070,34.4508,37.72853846153846,41.2242
2080,34.6348,37.929307692307695,41.3954
2090,34.7762,38.21576923076923,41.5846
2100,34.9,38.468538461538465,41.7466
2110,35.0316,38.71192307692308,41.87
2120,35.1774,38.91984615384615,42.029
2130,35.3648,39.059769230769234,42.0526
2140,35.5954,39.172384615384615,41.9646
2150,35.8162,39.25653846153846,41.8996
2160,35.9704,39.29638461538462,41.8182
2170,36.0554,39.309615384615384,41.6978
2180,36.1678,39.28269230769231,41.6524
2190,36.1304,39.203,41.5086
2200,36.0422,39.057923076923075,41.3528
2210,35.9746,38.92130769230769,41.225
2220,35.8236,38.752307692307696,41.1746
