time,low,medium,high
0,20.775833333333335,22.658923076923077,25.274333333333335
10,20.435833333333335,22.527923076923077,25.172666666666668
20,20.535,22.640307692307694,25.221333333333334
30,20.4935,22.609384615384617,25.233666666666668
40,20.462333333333333,22.577384615384616,25.191833333333335
50,20.656333333333333,22.651923076923076,25.148
60,20.343666666666667,22.50292307692308,25.067666666666668
70,20.346833333333333,22.475153846153844,24.9465
80,20.555,22.68853846153846,24.94633333333333
90,20.60333333333333,22.66223076923077,24.929166666666667
100,20.5435,22.625,24.9045
110,20.49266666666667,22.58176923076923,24.8455
120,20.431166666666666,22.524384615384616,24.793166666666668
130,20.432666666666666,22.454923076923077,24.7565
140,20.422,22.487615384615385,24.754333333333335
150,20.31983333333333,22.452153846153845,24.67716666666667
160,20.300833333333333,22.417,24.610833333333332
170,20.274333333333335,22.384,24.5255
180,20.240666666666666,22.363076923076925,24.432166666666667
190,20.108666666666668,22.31392307692308,24.326333333333334
200,20.154333333333334,22.285153846153847,24.3075
210,20.143166666666666,22.21853846153846,24.277166666666666
220,20.124,22.157846153846155,24.213666666666665
230,20.0765,22.11907692307692,24.160833333333333
240,19.97833333333333,22.103846153846153,24.124
250,20.038333333333334,22.108384615384615,24.0885
260,20.122166666666665,22.126384615384616,24.156833333333335
270,20.022166666666667,22.100384615384616,24.1495
280,20.072666666666667,22.09053846153846,24.096333333333334
290,20.066833333333335,22.091923076923077,24.088333333333335
300,20.021166666666666,22.078692307692307,24.064833333333333
310,20.005666666666666,22.07430769230769,24.054333333333332
320,20.0525,22.12192307692308,24.099166666666665
330,20.086166666666667,22.114615384615384,24.106
340,20.072666666666667,22.079,24.068666666666665
350,20.071833333333334,22.076615384615383,24.095333333333333
360,20.063833333333335,22.065461538461538,24.147666666666666
370,20.076,22.04046153846154,24.14966666666667
380,20.118,22.112692307692306,24.143666666666668
390,20.167666666666666,22.15776923076923,24.1685
400,20.184166666666666,22.158538461538463,24.1665
410,20.188166666666667,22.151923076923076,24.186166666666665
420,20.217666666666666,22.14430769230769,24.177333333333333
430,20.245166666666666,22.164461538461538,24.167333333333332
440,20.258333333333333,22.19746153846154,24.19
450,20.287166666666668,22.252,24.175166666666666
460,20.3,22.275846153846153,24.179833333333335
470,20.3395,22.303,24.203333333333333
480,20.408,22.32076923076923,24.2405
490,20.481166666666667,22.39076923076923,24.242
500,20.6175,22.497307692307693,24.233333333333334
510,20.663166666666665,22.581384615384614,24.356666666666666
520,20.626,22.636615384615386,24.484
530,20.659166666666668,22.746307692307692,24.552833333333332
540,20.674,22.769538461538463,24.604
550,20.713166666666666,22.785692307692308,24.601333333333333
560,20.800666666666668,22.929846153846153,24.630166666666668
570,20.981,23.030384615384616,24.723833333333335
580,21.00733333333333,23.061846153846155,24.739
590,21.077666666666666,23.100384615384616,24.794333333333334
600,21.133666666666667,23.139307692307693,24.92716666666667
610,21.203666666666667,23.254384615384616,25.193833333333334
620,21.632166666666667,23.540692307692307,25.639
630,21.911666666666665,23.850923076923078,26.103166666666667
640,22.115,24.127,26.382166666666667
650,22.24416666666667,24.36176923076923,26.605166666666666
660,22.393333333333334,24.574615384615385,26.8415
670,22.517166666666668,24.760538461538463,27.133333333333333
680,22.173166666666667,25.013923076923078,27.393166666666666
690,22.415666666666667,25.349153846153847,27.775666666666666
700,22.578666666666667,25.612846153846153,28.1355
710,22.696,25.891,28.515166666666666
720,22.877333333333333,26.276384615384615,28.856166666666667
730,23.077166666666667,26.625307692307693,29.097666666666665
740,23.526,27.183692307692308,29.617
750,24.171166666666668,27.829461538461537,30.33716666666667
760,24.248333333333335,28.21676923076923,30.835166666666666
770,24.476,28.480153846153847,31.194666666666667
780,24.642833333333332,28.762,31.780666666666665
790,24.6955,28.935384615384617,31.682666666666666
800,25.206333333333333,29.21253846153846,32.228
810,25.457833333333333,29.615846153846153,32.6475
820,25.625666666666667,29.882538461538463,33.01583333333333
830,24.613666666666667,30.15092307692308,33.348166666666664
840,25.966666666666665,30.414615384615384,33.613166666666665
850,26.115166666666667,30.699,33.9205
860,26.387,31.05123076923077,34.36666666666667
870,26.689333333333334,31.446153846153845,34.81433333333333
880,26.9535,31.709,35.12983333333333
890,27.150833333333335,31.889,35.38616666666667
900,27.324333333333332,32.06069230769231,35.6125
910,27.4525,32.202615384615385,35.854166666666664
920,27.6015,32.33338461538462,36.07716666666666
930,27.7355,32.478923076923074,36.345
940,27.872,32.57284615384616,36.50983333333333
950,28.0125,32.67523076923077,36.68383333333333
960,28.156,32.78515384615385,36.88466666666667
970,28.242166666666666,32.903076923076924,37.02283333333333
980,28.419166666666666,33.030923076923074,37.264833333333335
990,28.627,33.16223076923077,37.4365
1000,28.750333333333334,33.227384615384615,37.55683333333333
1010,28.839333333333332,33.28207692307692,37.633833333333335
1020,28.893666666666668,33.31069230769231,37.7145
1030,28.970666666666666,33.31946153846154,37.783166666666666
1040,29.013833333333334,33.34453846153846,37.85333333333333
1050,29.018833333333333,33.36653846153846,37.8935
1060,28.973833333333335,33.35584615384615,37.904666666666664
1070,28.9565,33.37015384615385,37.950833333333335
1080,28.964,33.39269230769231,37.97933333333334
1090,28.9695,33.39569230769231,38.05133333333333
1100,29.020833333333332,33.43915384615384,38.061166666666665
1110,28.996,33.444,38.070166666666665
