time,low,medium,high
0,27.9096,31.083692307692306,34.2166
10,27.9206,31.035384615384615,34.0872
20,28.0064,31.249769230769232,34.2904
30,28.0406,31.31923076923077,34.3828
40,28.0154,31.37253846153846,34.4768
50,28.0304,31.45830769230769,34.5052
60,28.0212,31.477153846153847,34.4876
70,27.9874,31.448923076923077,34.441
80,28.1846,31.673076923076923,34.6484
90,28.2834,31.78623076923077,34.7634
100,28.438,31.860384615384614,34.8276
110,28.4498,31.86223076923077,34.8456
120,28.5114,31.87030769230769,34.8198
130,28.5144,31.850153846153844,34.7976
140,28.4988,31.915153846153846,34.8956
150,28.4118,31.872,34.8286
160,28.3872,31.81523076923077,34.8056
170,28.277,31.73423076923077,34.674
180,28.1648,31.617384615384616,34.5266
190,28.1084,31.525615384615385,34.4178
200,28.1084,31.47346153846154,34.3834
210,28.0752,31.371692307692307,34.3024
220,28.066,31.261615384615386,34.1756
230,28.0956,31.166153846153847,34.0758
240,28.058,31.05423076923077,33.9544
250,27.9214,30.97407692307692,33.8548
260,27.8976,31.116153846153846,33.8416
270,27.8346,30.85153846153846,33.7376
280,27.8114,30.78253846153846,33.6606
290,27.786,30.701307692307694,33.606
300,27.732,30.630692307692307,33.5694
310,27.6702,30.580461538461538,33.533
320,27.801,30.78146153846154,33.698
330,27.773,30.751846153846152,33.7202
340,27.7566,30.674923076923076,33.6406
350,27.6866,30.595846153846153,33.655
360,27.603,30.517846153846154,33.5992
370,27.5356,30.431076923076922,33.5182
380,27.6044,30.455076923076923,33.5474
390,27.5414,30.38523076923077,33.5022
400,27.4518,30.287923076923075,33.3914
410,27.3528,30.202538461538463,33.2646
420,27.3134,30.07246153846154,33.1258
430,27.2282,29.94876923076923,32.9768
440,27.1886,29.90869230769231,32.9288
450,27.1208,29.819076923076924,32.8174
460,27.0502,29.718230769230768,32.7272
470,26.914,29.66653846153846,32.6314
480,26.7876,29.57130769230769,32.5292
490,26.7092,29.52276923076923,32.5126
500,26.6558,29.550153846153847,32.5136
510,26.6222,29.52169230769231,32.4966
520,26.615,29.50523076923077,32.4184
530,26.605,29.461153846153845,32.3608
540,26.5132,29.398153846153846,32.2992
550,26.4224,29.383307692307692,32.2854
560,26.4662,29.47269230769231,32.3738
570,26.4584,29.471307692307693,32.3936
580,26.4448,29.459153846153846,32.3686
590,26.481,29.46746153846154,32.4174
600,26.5308,29.522076923076924,32.4574
610,26.5044,29.573076923076922,32.4824
620,26.6446,29.690153846153848,32.6288
630,26.7602,29.842076923076924,32.7538
