time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,0.03152195709463487,0.028315055771544563,0.033937862456995135,0.030151660211251933,0.024751473420311976,0.041277764436060405,0.04349719396246617
1,0.02918976189573179,0.025976021466546633,0.032829437161476904,0.030151660211251933,0.023606582932267035,0.041277764436060405,0.041280343371429724
2,0.02918976189573179,0.02708388380887787,0.032829437161476904,0.030151660211251933,0.02249815763674881,0.041277764436060405,0.041280343371429724
3,0.02918976189573179,0.02351995369412111,0.03172101186595868,0.02793537257340246,0.02138973234123058,0.04016933914054218,0.0401719180759115
4,0.02918976189573179,0.02462781603645236,0.03172101186595868,0.02793537257340246,0.02138973234123058,0.04016933914054218,0.0401719180759115
5,0.02918976189573179,0.025735678378783596,0.030489839903291988,0.025718521982366006,0.01917288175019413,0.039060913845023956,0.0401719180759115
6,0.02918976189573179,0.025735678378783596,0.030489839903291988,0.025718521982366006,0.01917288175019413,0.03661224813188029,0.039063492780393276
7,0.03029818719125002,0.025735678378783596,0.030489839903291988,0.026826947277884233,0.018027991262149188,0.03783658098845213,0.039063492780393276
8,0.026972911304695337,0.025735678378783596,0.030489839903291988,0.026826947277884233,0.018027991262149188,0.03783658098845213,0.039063492780393276
9,0.026972911304695337,0.025735678378783596,0.030489839903291988,0.025718521982366006,0.018027991262149188,0.03783658098845213,0.035738216893838604
10,0.02586448600917711,0.025735678378783596,0.02938141460777376,0.023501671391329547,0.018027991262149188,0.03783658098845213,0.03462979159832037
11,0.02242330256156881,0.02462725308326537,0.02938141460777376,0.02239324609581132,0.016920128919817947,0.0367281556929339,0.03462979159832037
12,0.02242330256156881,0.02462725308326537,0.02938141460777376,0.02239324609581132,0.016920128919817947,0.03561973039741568,0.03462979159832037
13,0.02242330256156881,0.023519390740934128,0.028157081751201917,0.02239324609581132,0.016920128919817947,0.03340287980637922,0.03241294100728392
14,0.02242330256156881,0.0224109654454159,0.028157081751201917,0.02239324609581132,0.015695796063246104,0.032295017464047976,0.03241294100728392
15,0.02242330256156881,0.0224109654454159,0.028157081751201917,0.02239324609581132,0.01447146320667426,0.031186592168529752,0.03241294100728392
16,0.02242330256156881,0.02351882778774714,0.027017689273215042,0.02239324609581132,0.015579888502192487,0.031186592168529752,0.03130451571176569
17,0.02242330256156881,0.02351882778774714,0.023540040633080028,0.02128482080029309,0.015579888502192487,0.028969741577493293,0.030196090416247462
18,0.02242330256156881,0.022410402492228913,0.022431615337561803,0.020176395504774864,0.015579888502192487,0.027861316281975065,0.030196090416247462
19,0.02364763541814065,0.022410402492228913,0.020092018079376883,0.01895206264820302,0.015579888502192487,0.027861316281975065,0.030196090416247462
20,0.022502744930095714,0.02130197719671069,0.020092018079376883,0.016698746864639853,0.015579888502192487,0.027861316281975065,0.027942774632684294
21,0.022502744930095714,0.020193551901192455,0.020092018079376883,0.016698746864639853,0.015579888502192487,0.027861316281975065,0.026834349337166066
22,0.022502744930095714,0.01908512660567423,0.020092018079376883,0.016698746864639853,0.015579888502192487,0.026752890986456838,0.026834349337166066
23,0.021394319634577486,0.01786079374910239,0.018947127591331943,0.016698746864639853,0.01336303791115603,0.026752890986456838,0.02572592404164784
24,0.019054722376392566,0.01786079374910239,0.016730277000295488,0.015553856376594915,0.01336303791115603,0.025644465690938614,0.02572592404164784
25,0.019054722376392566,0.01786079374910239,0.016730277000295488,0.015553856376594915,0.01336303791115603,0.025644465690938614,0.02572592404164784
26,0.019054722376392566,0.01786079374910239,0.014513426409259032,0.015553856376594915,0.01336303791115603,0.025644465690938614,0.02572592404164784
27,0.016838434738543098,0.01786079374910239,0.014513426409259032,0.014445431081076685,0.01336303791115603,0.025644465690938614,0.02572592404164784
28,0.01573000944302487,0.019000186227089263,0.012265608635753928,0.014445431081076685,0.01336303791115603,0.025644465690938614,0.02224143629541798
29,0.016838434738543098,0.019000186227089263,0.011157183340235698,0.014445431081076685,0.01336303791115603,0.024536040395420382,0.02227790148794469
30,0.016838434738543098,0.019000186227089263,0.011157183340235698,0.013337005785558458,0.013332070728687381,0.022319752757570914,0.02227790148794469
31,0.016838434738543098,0.016721401271115512,0.012265045682566941,0.012228580490040228,0.013332070728687381,0.022319752757570914,0.020061050896908236
32,0.016838434738543098,0.016721401271115512,0.012265045682566941,0.012228580490040228,0.013332070728687381,0.022319752757570914,0.018952625601390004
33,0.016838434738543098,0.015612975975597283,0.011156620387048713,0.012228580490040228,0.011115220137650926,0.022319752757570914,0.018952625601390004
34,0.01573000944302487,0.015612975975597283,0.011156620387048713,0.01333644283237147,0.010006794842132698,0.021211327462052686,0.018952625601390004
35,0.01573000944302487,0.015612975975597283,0.012380953243620556,0.01333644283237147,0.010006794842132698,0.02010290216653446,0.017807735113345068
36,0.015846479957265472,0.016721401271115512,0.011236062755575616,0.012228017536853243,0.008898369546614469,0.02010290216653446,0.017807735113345068
37,0.014738054661747243,0.017829263613446753,0.011236062755575616,0.01333644283237147,0.008898369546614469,0.016661718718926157,0.017807735113345068
38,0.013629629366229013,0.017829263613446753,0.010127637460057386,0.01333644283237147,0.008898369546614469,0.017770144014444385,0.017807735113345068
39,0.01252176702389777,0.017829263613446753,0.010127637460057386,0.01333644283237147,0.008898369546614469,0.018915034502489325,0.01669930981782684
40,0.01252176702389777,0.014504550680079055,0.00901921216453916,0.01333644283237147,0.008898369546614469,0.017806609206971094,0.01669930981782684
41,0.011413904681566531,0.014541015872605765,0.00901921216453916,0.013335879879184486,0.008898369546614469,0.017806609206971094,0.01559088452230861
