time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,0.0036427534338376016,0.0039015222038690186,0.004024210993223565,0.004337988951474824,0.004081259443386461,0.004613322866208666,0.0042054862972310805
1,0.0035589736775447304,0.00382103199434424,0.003896292449428694,0.004237985073756897,0.003934205300263516,0.004402642721196051,0.004056565532893409
2,0.003469640025261728,0.0037330369958272344,0.0038110393753865725,0.004060285153052819,0.003859423227874528,0.004250734643337923,0.00396664504850071
3,0.0034138941734295895,0.0035750230934189125,0.0036358659469498925,0.003888369128213919,0.003761775100595481,0.004111574909661986,0.0037825633575109905
4,0.0033056043026688884,0.003472350047982401,0.0034392630618684623,0.0037443214561636174,0.0037120316556971495,0.004019899681222107,0.0036409134694092063
5,0.0031861485339866377,0.0033914452307501506,0.0032935644565094406,0.0036626954879421646,0.0035948476966654063,0.003922381781661322,0.003515217289875576
6,0.0030799028154231867,0.003276164190181777,0.003205676055598366,0.003559872712131446,0.0034746484877340254,0.003742052055243681,0.0033441457922035703
7,0.002931514324801098,0.0030934396452300707,0.0030916639140127844,0.0033614842441262926,0.0034057399354129846,0.003660007629747279,0.003252340336045431
8,0.002785542686274478,0.003012539259965052,0.002957856789531747,0.003255241563831076,0.003310070548109979,0.0035130123512853054,0.00313051230451828
9,0.002677195255146573,0.0029000994697961856,0.002883706442483353,0.0031565922118404707,0.003157532353185348,0.003410140538235857,0.0030198808576007005
10,0.0025715825296588404,0.0027180766243716536,0.002789496198647604,0.002995746671349261,0.0030414252881893126,0.003247200074334201,0.0028774593512768364
11,0.002468894287833233,0.0026365614706177487,0.0026953936416059337,0.0029072616109062474,0.002957387989027773,0.003153101949259766,0.0027755610782240103
12,0.0023444091955144284,0.002516160214211433,0.002575113152789782,0.0028053406810358604,0.0028749752061951505,0.002980401628991991,0.002651072020444345
13,0.0022679607883925017,0.002450801883498382,0.0024415324806366114,0.0026565906585267027,0.0027285105037694337,0.002832687986408283,0.002529840648449128
14,0.0021892760984258634,0.0023174119119985293,0.0022972873089719915,0.002575099224290363,0.002616335438745304,0.0026978401757349383,0.002368507654619438
15,0.0020476249060303107,0.0022091135181093536,0.002182240091754719,0.002447554532498945,0.0024594810145512186,0.0025463438818911356,0.0023101852246859332
16,0.001989172248378545,0.0021023959722772222,0.0020510553390469272,0.0023013126111135654,0.0023312626896099496,0.00238321562990401,0.0021472447607842706
17,0.0019522172421624485,0.001942815113907182,0.0019052266682286591,0.002140189438930743,0.002154230791495104,0.0022878515184146385,0.0020571855255448342
