time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,0.00697194270895068,0.007145005504400248,0.007334213101232965,0.0076658619502308675,0.007254119088519038,0.008714127448134582,0.00718578767469356
1,0.0068975238475057436,0.007067189925266843,0.007234393885184021,0.007537413344180913,0.007150562580294609,0.008557895755830698,0.007057202208183234
2,0.006870701029285369,0.006989511206593808,0.007184335968612229,0.00746165263405657,0.0071479453127869476,0.008384499619610063,0.006904423902806353
3,0.006714606197441859,0.006836732901216931,0.007060027296602091,0.00730886161683353,0.0070227878095113095,0.008255090745526553,0.006729221194805079
4,0.006636091359349481,0.006811703942931034,0.0069590753440391655,0.007233075483016874,0.006840686180380768,0.008232820774330109,0.006601459135867936
5,0.006485243774367453,0.006762357997164371,0.006908194019894188,0.007132946938027132,0.006714743405070419,0.007958325640758435,0.006426256427866664
6,0.006249526791609902,0.006634595938227229,0.006806431371604238,0.007001881064469514,0.00663965653021273,0.007856562992468485,0.006326140594723082
7,0.0060209750642625254,0.006453459436251661,0.006572353817353214,0.006921405223168553,0.006514357307355304,0.007702948567672261,0.006072423048629439
8,0.005844373838343318,0.00632571008916068,0.006369336777551797,0.006665207270027614,0.006439295856189932,0.007577816488088938,0.0059474024058141775
9,0.005793492514198344,0.006098500210492709,0.006241587430460816,0.006562486881222526,0.0064385711735386476,0.007401078401709355,0.005869698263448828
10,0.005719117610145786,0.006023413335635023,0.006239656710065965,0.006387284173221255,0.0063384807640873815,0.007325991526851667,0.005816868647941427
11,0.005666442426066333,0.00586912507557215,0.006058365776662455,0.006284551072570012,0.006185702458710505,0.007250205393035008,0.0056640776307183924
12,0.005566476165229281,0.00577163922178239,0.005908217450639398,0.006208764938753356,0.006057953111619523,0.007146773033424793,0.00551390388100302
13,0.0054663730439318565,0.005643079178964381,0.005683111257494287,0.006083744295938093,0.0059292132136812515,0.0069959000247504476,0.005387935682000359
14,0.005413710571698561,0.005540346078313138,0.00550720929053405,0.005851615033049499,0.005803407298831278,0.006790446535294112,0.005282585313841452
15,0.005413710571698561,0.005337547991902943,0.005231204202276389,0.005702153254139256,0.005677297380246828,0.006687559003214918,0.005257556355555557
16,0.005258147855539916,0.00523411563229273,0.005123737436748464,0.0054251576150343055,0.0054743067268702116,0.006483912085539218,0.00513241156412608
17,0.0050829705712309645,0.005055343241474984,0.005071062252669011,0.00529480371228182,0.00534765198075474,0.0063587672941097404,0.004954449869035359
18,0.005032912654659174,0.004925346545200564,0.004841099295557538,0.005113555773538202,0.005272565105897054,0.006152992229951356,0.004853356196890646
19,0.004929368858280903,0.004796897939150612,0.004738378906752453,0.00501002468900609,0.0051724492727534726,0.005877686400652665,0.004700577891513768
20,0.004879310941709112,0.004617388153835422,0.004763407865038348,0.004878122696029135,0.005050088892105763,0.005752541609223188,0.004574609692511109
21,0.004729162615686055,0.004465828598048269,0.004712650689507588,0.004727249687354792,0.004894951800777392,0.005492598977266931,0.0044244359427957364
22,0.004654088452674527,0.004381899369820306,0.004659975505428135,0.0045968703609099906,0.004767177029994095,0.005314122737458923,0.004249245946640627
23,0.0044754577814385705,0.004303371819881774,0.00453318389885229,0.004445873203621434,0.004504085014845311,0.00511389107117176,0.004199188030068835
24,0.00432388551380526,0.004224968418557455,0.004351223989303544,0.0042396090184380775,0.004326123319754591,0.005041575895249684,0.004096454929417592
25,0.004273827597233469,0.004036524941589926,0.004248459643106081,0.004035962100762383,0.004090264617415251,0.0049414600621061015,0.003967882174753426
26,0.004096020333570697,0.003960738807773271,0.004223430684820185,0.003759257753545754,0.003939404320587065,0.0046384952951676935,0.0037141519168136256
27,0.003993299944765611,0.0038053432348887323,0.0039698372873407575,0.0036548905495943007,0.003911758094793508,0.004460675319658764,0.003612376556677519
28,0.0038431516187425537,0.003679499184500286,0.0038162355743906968,0.0035789929790095887,0.0037555264024896275,0.004309678162370208,0.003508820048453091
29,0.0036849843469224037,0.0035524236726759586,0.0037357724449358946,0.0033761694689070786,0.003604653393815286,0.004030095538571329,0.0034311286179339005
30,0.0035583041771146155,0.003502365756104168,0.0034545328216629098,0.003324725746263506,0.0033991871925127975,0.0038246293372688404,0.0033008963362772103
31,0.0035306452394748998,0.0034273043049387964,0.003401034230010273,0.0032237992173928987,0.003173926567939739,0.0037987769714097615,0.003074825015977126
32,0.0034555583646172137,0.0033772591002131634,0.0033027122568011695,0.0030729389205647133,0.0031996420733384464,0.003570899079329041,0.0028996223079758585
33,0.0034063238556186074,0.0031748182202810354,0.0031261110308819623,0.0028468676002646287,0.003074509993755127,0.0034948343654702236,0.0028237120255449884
34,0.003331249692607079,0.0030738662677181118,0.0030260079095845386,0.002721760944373625,0.003075333401328311,0.0033688661664675623,0.0026977438265423275
35,0.0032061176130237594,0.002873660025123264,0.002874435641951227,0.002721748232527467,0.00302527548475652,0.003268750333323981,0.0026485093175437203
36,0.0031817879136968336,0.0027234989872540498,0.00277350911308062,0.0026466613576697808,0.002949489350939864,0.0031177531760354245,0.002548393484400139
37,0.003055257316195575,0.0026491367950476487,0.0026726940209780684,0.0025700645281260992,0.0028495279492242306,0.0030176627665841585,0.00252169228727556
38,0.0028792566243134392,0.0024982637863733064,0.0026002371254742022,0.002494166957541387,0.00280016929161141,0.0029425758917264724,0.0023715185375601877
39,0.002803346341882569,0.0024501238783502083,0.002575208167188307,0.002444121752815754,0.002599963049016562,0.0027923894301649425,0.0022949089961703485
40,0.0027274487712978567,0.002400065961778418,0.0024750923340447254,0.002369746848763195,0.002524876174158876,0.0027172898434610986,0.0022440276720253737
41,0.002600794025182384,0.0023526507364066045,0.0024758043048498527,0.002268820319892587,0.0024766121175215637,0.002641503709644443,0.0021689407971676876
42,0.0025008150524991747,0.0021491025436528094,0.0024480163594745043,0.002243778649760534,0.002426554200949773,0.0024647783351110218,0.0020930305147368175
43,0.0023491186362516485,0.002124073585366914,0.0021718998344487867,0.002167868367329665,0.002403319102598356,0.00228875221953657,0.0020429725981650263
44,0.0022990734315260154,0.002074002956948966,0.002072495972110333,0.00201770732946045,0.0023506439185189028,0.0021636201399532506,0.0018677698901637587
45,0.002147501163892704,0.001997406127405284,0.001897293264109065,0.0019676748365809746,0.00222205845200858,0.002037776089564804,0.001817711973591968
46,0.002022394508001701,0.001846533118730942,0.0017963540233923,0.001889970694215626,0.002121955330711156,0.0019126440099814846,0.0017418016911610983
47,0.0019222659630119612,0.0017464299974335174,0.0016712219438089805,0.0015882501005592576,0.0019209129686969665,0.0018375571351237983,0.0016408624504443325
48,0.0018471790881542751,0.0016713431225758308,0.001621863286196159,0.0015115291224013611,0.0018208225592456998,0.0016615310195493462,0.0014880841450674556
49,0.0016963060794799331,0.0015677866143514033,0.0016219874348103738,0.001461483917675728,0.0016678898224408746,0.0015113572698339738,0.0012628362323405546
50,0.0015187827210656436,0.0014676962049001371,0.0016746626188898267,0.0012604542675076966,0.0016436842717281633,0.0013611835201186016,0.0012127783157687639
51,0.0013686216831964287,0.0014176255764821889,0.0015745594975924027,0.0011603511462102728,0.001568597396870477,0.001158180154895828,0.0010125466494816005
52,0.001369320942155398,0.0011444176108524524,0.0014494019943167677,0.0010352063547807951,0.0013675423230101297,0.0011359228955455428,0.0008589322246853819
53,0.001218486069019529,0.001017887013351194,0.0013743151194590814,0.0009100742751974757,0.0012165705894138887,0.0010580643217522464,0.0008330798588263027
54,0.0010907494337747045,0.000816857363183162,0.00127350002735653,0.0007592266902154489,0.0010914385098305694,0.0009329195303227695,0.0007329640256827209
55,0.001064185097110498,0.000818527074503426,0.001248729550626802,0.000733498472970584,0.0010914385098305694,0.0009579484886086648,0.0007071116598236418
56,0.0010634731263053708,0.0007934981162175306,0.0012513468181344644,0.0007334857611244263,0.0011164420444241493,0.0009829774468945603,0.0006820827015377463
57,0.0010376207604462914,0.0007934981162175306,0.0012513341062883065,0.0007334857611244263,0.0011414837145562024,0.0009579484886086648,0.0007071116598236418
58,0.0010902832326795868,0.0007934981162175306,0.0012004654939894897,0.000761131986917984,0.0011414837145562024,0.0009579612004548227,0.0007321406181095372
59,0.0010645550154347219,0.0008192263334623955,0.0012004654939894897,0.0007361157404782464,0.00116649996099594,0.0009829901587407178,0.0007571695763954327
60,0.0010895839737206175,0.0008462172576893609,0.0012755396570010183,0.0007354164815192768,0.0011915162074356775,0.0009821667511675342,0.0007071116598236418
61,0.0011154363395796966,0.0008212010112496231,0.0012247951933164155,0.0007103875232333814,0.001216545165721573,0.0009821667511675342,0.0006812592939645625
62,0.0010897081223348317,0.0008490016684711291,0.0011971489675228577,0.0007095641156601977,0.0012165578775677308,0.0009571377928816389,0.0006812592939645625
63,0.0010897081223348317,0.0008490016684711291,0.0012730592499537279,0.0007095641156601977,0.001166525384688255,0.0009044753206483436,0.0006554069281054832
64,0.001114737080620727,0.0008481655490517874,0.0012230140452280948,0.0007095641156601977,0.0011915543429741506,0.0009044753206483436,0.0006046497525747228
65,0.0010897208341809894,0.0008731817954915253,0.0012230140452280948,0.0007095641156601977,0.0012165705894138883,0.0009044753206483436,0.000630502118433802
66,0.0010382643996912594,0.0008731817954915253,0.0012249760111691646,0.0006845478692204598,0.001213798890478278,0.0008794463623624482,0.0006046497525747228
67,0.001040212691053686,0.0009232142883710008,0.0012249760111691646,0.0006595316227807222,0.0011630417149475177,0.0008794463623624482,0.0006046497525747228
68,0.0010151837327677907,0.0009232142883710008,0.0011716015681307419,0.0006336792569216429,0.0011880579613872554,0.0008794463623624482,0.0006046497525747228
69,0.0010158829917267602,0.0008955680625774431,0.001146585321691004,0.0006336792569216429,0.0011880579613872554,0.0008794463623624482,0.0005796207942888273
70,0.0009908540334408649,0.0008705391042915475,0.001146585321691004,0.0006336792569216429,0.0011880579613872554,0.0008293884457906573,0.0005796207942888273
71,0.0009908540334408649,0.0008171646612531248,0.001146585321691004,0.0006336792569216429,0.0011346835183488327,0.0008043594875047619,0.0005295628777170363
72,0.0009908540334408649,0.000817876632058252,0.001120857104446139,0.0005829347932370402,0.0010846383136231996,0.0008293884457906573,0.0005295628777170363
73,0.0009908540334408649,0.0007928476737723565,0.001145873350885877,0.0005829347932370402,0.0010569920878296423,0.0008043594875047619,0.0005295628777170363
74,0.0009651258161959998,0.0008206483309938625,0.0011465726098448465,0.0006356099773164933,0.0010312638705847774,0.0008293757339444996,0.0005545918360029318
75,0.0009651258161959998,0.0008206483309938625,0.0011465726098448465,0.0006356099773164933,0.0010312638705847774,0.0008293757339444996,0.0005796207942888273
76,0.0009651258161959998,0.0008463765482387276,0.001118913672205131,0.0006356099773164933,0.001056280117024515,0.0008043467756586041,0.0006046497525747228
77,0.0009651258161959998,0.0008463765482387276,0.0011182017014000037,0.0006606389356023888,0.0010562801170245148,0.0007793178173727087,0.0006046497525747228
78,0.0009651258161959998,0.0008463765482387276,0.0011458479271935615,0.0006856551820421266,0.0010813090753104104,0.0008319930014521617,0.0006046497525747228
79,0.0009651258161959998,0.0008489938157463896,0.0010957900106217707,0.0006856551820421266,0.0010555808580655455,0.0008319930014521617,0.0005789215353298577
80,0.0009401095697562621,0.000874846181605469,0.001068143784828213,0.0007113833992869915,0.0010055356533399122,0.0008319930014521617,0.0005789215353298577
81,0.0009401095697562621,0.0008470455243839631,0.001068143784828213,0.0007113833992869915,0.0009805194069001744,0.0007791633859447605,0.00055390528889012
82,0.0009400968579101043,0.0008220292779442254,0.001068143784828213,0.000686354441001096,0.0009554904486142791,0.000754134427658865,0.00055390528889012
83,0.0008893396823793438,0.0007719967850647499,0.0010939961506872921,0.000686354441001096,0.0009554904486142791,0.0007791506740986027,0.0005288763306042246
84,0.0008385952186947412,0.0007719967850647499,0.0010432389751565318,0.0006613254827152005,0.0009805066950540169,0.0008041796323844982,0.0005288763306042246
85,0.0008135789722550035,0.0007443505592711921,0.0009398066155463181,0.0006863417291549384,0.0010062349122988818,0.0007291054693729695,0.0005038473723183291
86,0.0007885627258152659,0.00076936680571093,0.0008871314314668647,0.000633666545075485,0.0009812186658591441,0.0007291054693729695,0.0005288763306042246
