time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,0.005970830448324564,0.006652398244454762,0.006407835712483214,0.007584850708881915,0.006904937272667901,0.00719143075903084,0.007733033315771891
1,0.005729305081596136,0.006533675943037743,0.006235800282909636,0.007413704750950979,0.006686535217759077,0.007147980281300211,0.0074505468458165355
2,0.005682796808603269,0.006439024984428774,0.0061195296004274684,0.007319870998653624,0.006546193192468856,0.007124726144803777,0.007304289437005264
3,0.005636138418759995,0.006389914340630461,0.00597918757513725,0.0072215452454742245,0.006429105303675068,0.007028651803555803,0.006997618054446118
4,0.005586772557508316,0.006240912913356119,0.005836463313238783,0.007081203220184002,0.006088761577235594,0.006931760255996212,0.00687767257739352
5,0.0054390809430772385,0.006074715015784211,0.005666810120273454,0.0069596233305081676,0.00594392755106333,0.006808139984373184,0.006635654604133438
6,0.00526575295554148,0.005904436354317911,0.005548412418636406,0.006746661307469832,0.005754950233625365,0.006668615165394579,0.006515709127080839
7,0.0052190945656982075,0.005785221446369246,0.005456619048286251,0.006676898897980531,0.005659482068704781,0.006450343935162579,0.006374874495258968
8,0.005195023222890157,0.005671808352145891,0.005361817972826877,0.006583882351994793,0.005633845695600099,0.006402763238404727,0.00611826178748658
9,0.005026442453689812,0.00557552298091369,0.0052423651023059264,0.006396881936861297,0.005540829149614364,0.006231324880945568,0.005931411489203496
10,0.004903439181374977,0.005479087492831082,0.004926585325206153,0.006178735099405847,0.005446995397317013,0.0061150541984634,0.005884903216210628
11,0.004735968018014471,0.005330648054414991,0.004880894258524901,0.005966996252003095,0.005149846931154804,0.005948021204678606,0.0057888288749626555
12,0.0045921891607261095,0.005260068438614074,0.004811949055347217,0.005915503371596536,0.0050103221121762034,0.005805876760013478,0.005764264925622958
13,0.004418385821539787,0.0051393057552498594,0.0045973526196856525,0.00584254151918737,0.004893234223382417,0.005639423009968014,0.0055993589509930435
14,0.00427436900167914,0.005044162190109245,0.0045239154156259224,0.005769721314435831,0.004722905471763099,0.005545589257670662,0.005456397300016299
15,0.00424662286430066,0.004970724986049515,0.0043338656744229724,0.005626521700886801,0.004697269098658418,0.005430628388031757,0.005386634890526999
16,0.0040825340959823615,0.004775707892313955,0.004191958618836123,0.005530647566642253,0.004482997262776823,0.005337611842046023,0.005174289866796858
17,0.003964136394345313,0.004681381533484957,0.0040976322600071256,0.005262810268155155,0.00431783607069354,0.005194412228496991,0.00505801918431469
18,0.003914428678432582,0.004633308230195458,0.004022702290981789,0.005116411211686258,0.004174294602483457,0.005194412228496991,0.004895240228839654
19,0.003841608473681044,0.004440331518407093,0.0039513748511958565,0.005095539311798073,0.004054349125430859,0.005004011528420021,0.004682516168373608
20,0.003642099379063438,0.004297862473961995,0.0038807952353949395,0.004974776628433859,0.003911149511881828,0.004910994982434287,0.0045623704843175865
21,0.0035917161044967173,0.004152280623804716,0.0037600325520307258,0.004905014218944559,0.00379487882939966,0.004841232572944987,0.004465478936757998
22,0.003544390625192233,0.004152280623804716,0.0036191979202088607,0.004802265847209718,0.0036952432633770007,0.0046275777363715825,0.004347898441432566
23,0.003497065145887749,0.003937666933262069,0.00347756333695646,0.004636867266048156,0.003527972307019919,0.0045541405323118525,0.004294657578607032
24,0.003300007670204993,0.0038919758665808173,0.003383729584659109,0.004445524966883025,0.0033366127529737065,0.004387486575262963,0.004031257844046044
25,0.0031983317222351376,0.003892793072892434,0.0032907130386733746,0.004324745028637728,0.0033606840957817576,0.0043629226259232655,0.003935129065842136
26,0.0030993131555206686,0.0037691555463883262,0.0033388557242894747,0.004138711936666259,0.0032208346770231855,0.004269088873625914,0.0037441113664569746
27,0.00297724065931319,0.003648517255800656,0.003263036283621498,0.003997552705064424,0.003173509197718702,0.004144158789159625,0.0036528428028902147
28,0.002903803455253459,0.0035436591197920172,0.0031422736002572832,0.003691232281379305,0.0029834594565157496,0.004000758968607168,0.0034868644044953145
29,0.002881366525068642,0.0034265712309982316,0.002997167101750568,0.003453857060871871,0.0028878232848434876,0.003907742422621433,0.0034390463186591844
30,0.002810039085282709,0.0033776807213971166,0.0029506588287577,0.0033621503277294004,0.0027948067388577523,0.0038849808926566466,0.0033227756361770156
31,0.0027640234188214875,0.0033042262624563053,0.0028071173605476157,0.0032886958687885887,0.0025785758905729505,0.0038144012768557296,0.0032741403440292695
32,0.0025745534948518733,0.003158557775091343,0.0027582441058275823,0.0031935523036479754,0.0025320676175800833,0.003557788569083343,0.003017035029725234
33,0.0024783375059462733,0.003041469886297557,0.0026884816963382804,0.002882995096534176,0.0024623052080907813,0.003423503574971802,0.0029007643472430643
