time,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,0.0284282604996218,0.03699288468202933,0.03474714072051675,0.0372175822321803,0.03354481949303041,0.037911763186253486,0.031444551349193106
1,0.0284282604996218,0.03588445938651111,0.03474714072051675,0.03610915693666208,0.03354481949303041,0.03680333789073526,0.031328643788139494
2,0.0284282604996218,0.03588445938651111,0.03474714072051675,0.03389230634562563,0.03243639419751219,0.03569491259521704,0.030220218492621263
3,0.0284282604996218,0.03588445938651111,0.03360225023247181,0.03389230634562563,0.031327968901993956,0.03569491259521704,0.030220218492621263
4,0.02719708853695511,0.03466012652993927,0.03360225023247181,0.033860776209969995,0.031327968901993956,0.03569491259521704,0.029080826014634388
5,0.02719708853695511,0.03355170123442104,0.03126949208038174,0.033860776209969995,0.031327968901993956,0.03569491259521704,0.029080826014634388
6,0.02485805423195718,0.03244327593890282,0.029053767395719257,0.033860776209969995,0.030220106559662712,0.03569491259521704,0.02797240071911616
7,0.02485805423195718,0.03244327593890282,0.02683747975786979,0.033860776209969995,0.030220106559662712,0.03691924545178888,0.02797240071911616
8,0.02485805423195718,0.03244327593890282,0.025729617415538548,0.033860776209969995,0.030220106559662712,0.03691924545178888,0.026863975423597933
9,0.02485805423195718,0.03244327593890282,0.024505284558966705,0.033860776209969995,0.030220106559662712,0.0335939695652342,0.026863975423597933
10,0.02485805423195718,0.03244327593890282,0.022257466785461602,0.033860776209969995,0.030220106559662712,0.031377118974197746,0.0257555501280797
11,0.023749628936438952,0.02908703286987948,0.021149041489943374,0.033860776209969995,0.030220106559662712,0.030268693678679515,0.0257555501280797
12,0.023749628936438952,0.030311365726451323,0.021149041489943374,0.033860776209969995,0.030220106559662712,0.030268693678679515,0.0257555501280797
13,0.023749628936438952,0.030311365726451323,0.021149041489943374,0.033860776209969995,0.029111681264144484,0.029160268383161287,0.023538699537043246
14,0.023749628936438952,0.027978607574361252,0.021149041489943374,0.032752913867638754,0.028003255968626257,0.02805184308764306,0.02243027424152502
15,0.023718661753970298,0.027978607574361252,0.020041179147612134,0.031608023379593814,0.028003255968626257,0.02805184308764306,0.018952625601390004
16,0.023718661753970298,0.027978607574361252,0.021265512004183973,0.029268426121408897,0.028003255968626257,0.026943417792124835,0.018952625601390004
17,0.023718661753970298,0.026870182278843024,0.020157086708665745,0.030413316609453837,0.028003255968626257,0.025834992496606604,0.017844200305871777
18,0.023718661753970298,0.02576231993651178,0.020157086708665745,0.030413316609453837,0.028003255968626257,0.023618141905570145,0.01673577501035355
19,0.021349438409353518,0.024653894640993552,0.020157086708665745,0.030413316609453837,0.02567106076972317,0.021401291314533687,0.01562734971483532
20,0.021349438409353518,0.02354603229866231,0.020157086708665745,0.028080558457363767,0.024562635474204942,0.02029286601901546,0.013410499123798865
