ID,energyConsumed,initialSOC,finalSOC,chargesPerDay,tripsPerDay,tripLength
GC10,0.10163110571669812,-0.025321427923102175,-0.14631772472069707,1.283367715061551,0.8960950805266581,0.10178576760958316
CRG03,0.000565945320404996,-0.39680407344657054,0.13346559892584559,-0.26173798813689386,-0.12365533294678588,-0.009219186974227536
ST1082,0.9446782386855715,-0.007725161509557633,0.11120343938932477,0.8551525988257855,-0.12482148786139201,1.1881848908029442
ST1107,0.053526404396078676,-0.4674539031578742,-0.4882033975927847,-0.06276146258766038,0.008225666593078215,0.012972243093821199
ST1087,0.30983129803153603,-0.5204507861610737,0.22538226539639586,-0.07435672489788069,-0.04282267175826507,0.5055975509104634
ST1062,0.06188496016045181,0.44880007997779675,0.15112508418763848,0.5043268755021052,0.07330999594051346,0.0919468237372292
ST1081,0.04209316573128157,-0.15579938811424035,0.06203341553327427,-0.13103166020765547,-0.08573867686664582,0.10861443625821839
ST1077,-0.18775748823762484,-0.1801927935024391,-0.44298551181800416,0.06443216523069142,0.3800635970678993,-0.2223144300890322
ST1084,0.018362954446370903,0.22922197757623378,0.1112150100812026,0.2658294112157358,0.07416431646218363,-0.07251600627633725
ST1085,0.005917211012644975,-0.19158153045260232,0.32663114754397027,-0.21221784116116302,-0.11570681361336961,-0.0404313307591695
ST1076,0.08152534967193033,-0.017687085664508526,-0.7604805328479192,0.8961131000677168,0.1347728975314987,0.28195087215052034
ST1095,-0.15765906275195557,0.2833760470331614,0.10826116314192731,-0.44234191674850903,-0.30900957998849277,-0.151484179386545
ST1093,0.4753548893334512,-0.8177716378019736,-0.7139622058054221,-0.23766370374687507,-0.4295362526646861,0.5012067016192856
ST1092,-0.2294613556304144,0.2383013711172609,-0.11861320954951521,-0.1473826921353679,0.07379750226967778,-0.34129875776771385
ST1103,0.09689581314743695,0.2950570024376389,-0.1277524199463732,0.2578933506354275,-0.021918833619069843,0.11329347415539591
ST1090,-0.02917950335005923,-0.00660601147994346,0.10490622807509964,-0.11308398439248986,-0.04439353217290163,0.05143455498886152
ST1091,-0.28554519403531387,0.9286792692136348,0.2983492563374938,0.022600444770161522,-0.10052067752328012,-0.3917285112651231
ST1086,0.17091547534339455,0.14643929599226854,0.16879587397828325,0.20997418028048967,0.009727203962136171,0.18872891156719662
ST1104,0.09054415266313162,0.17910223269197276,0.3447822274759852,0.21158947110385462,0.16513196516823353,0.18277467346704362
ST1105,0.01326163223363089,-0.04433532015004387,0.22647469791159217,-0.18202417443544924,0.17052185685330495,0.05241627103473054
ST1005,-0.23651401649054757,0.35109258986712505,0.14857429886844875,0.3107063386379317,0.7064652870232423,-0.29500781979736745
GC07,-0.13114706008822188,0.936392560056601,0.3081726928325171,0.6557766970805932,0.17698670964827987,-0.24033069287917425
ST1003,0.37370266666382324,-0.10601620715461434,0.1767084275756893,0.46261994386866784,-0.08734643736233066,0.5411605919149537
ST1014,-0.10685844288405655,0.13194020007029872,-0.13690453330991562,0.3825693433958329,0.43501074459959516,-0.15631747884627595
ST1021,-0.08010346220212955,-0.2214121359088474,-0.2025069316783271,0.13831238297872098,0.09635065389474083,-0.024667307024259923
ST1032,-0.03475114985547331,0.024338660081914334,0.35267573097282984,-0.007192697083013245,0.3765130401985007,-0.010205295085604959
SS10,-0.33090130223026093,-0.112760524254499,0.071345175322062,-0.3238480864651852,0.425073799842501,-0.4371213632673553
SS04,-0.2832950110801996,-0.13070401422566227,-0.20950120082005866,-0.5133797249496699,-0.11968576144482028,-0.36888540217321764
MC05,0.12733170124360024,-0.30558956653952146,-0.28557243715670005,-0.38374369064899844,-0.48400731155465615,0.1874068041024883
SS09,-0.23020310719818926,0.6320674283861661,0.26423583983926796,0.23683619894528712,0.4000752829053055,-0.28539656323574925
MC06,-0.2869349187956398,-0.24700207942246113,-0.3848009681125758,-0.474523830097718,-0.18815693821101317,-0.39758765420022585
SS03,-0.2105696685980365,0.31199296800131293,-0.05229571767530743,0.38848604503510953,0.6354969594361806,-0.27551142886411295
GC04,-0.1405542629919034,0.5993098420632997,0.0019602044532164146,0.00989906369327746,-0.1305801215354716,-0.18365376838019204
GC01,-0.26303017940729506,0.09925813572885943,-0.2566834171766864,0.11212771389298709,0.7005368944746915,-0.3652306472293095
CRG02,0.12801336937099828,0.35233435251809997,0.2509518658340443,0.22116604905663775,-0.19390223657556213,0.25799213012649874
ST1001,0.0026092244888913743,0.0015847736821262626,-0.030122010981678084,0.27797079766110766,0.2556526576909516,-0.01315246892941216
ST1023,0.0321503703330402,0.051040830289343385,0.32034412382602334,0.31688679941812214,0.3312089489693597,0.02420119263334921
ST1052,-0.23395794409853143,-0.32817815291584757,0.07853551928955554,-0.4449471892542532,-0.01254083859914315,-0.28997685422333547
JD01,0.022946894004748506,0.33085333465315214,-0.5117164726559945,0.9079860233132787,0.11791589647555777,-0.05188270662811105
SS08,-0.25071723708731686,-0.12201290202162017,-0.02752205423098153,-0.28951604753978677,0.23761948656047943,-0.31373378436153915
JD06,-0.056794267194875306,-0.036571485682459576,0.2215640624367711,-0.11721456175785132,0.05223005121259927,-0.14230505423860182
JD07,-0.2241829157561255,0.03840019751583881,0.3700012479719054,-0.35237734914463315,0.047846356030855214,-0.2657537523892301
CRG04,-0.2212555276956834,-0.1636804335485522,-0.21252910976616218,0.09850136301970337,0.7818721795232408,-0.33998200588117417
ST1035,0.07909883058739106,0.3084745853263305,0.2724612318386023,0.2908940378740581,0.018298959457787818,-0.043875918456190356
BL03,0.03002829861494331,0.13728884005934455,-0.2723892180439817,-0.1618164871990919,-0.42700624719932717,0.13351037337799937
WC09,0.20781149073050859,0.4461863401985585,0.19344672036777025,0.27600845467419605,-0.1661953409237534,0.17495986220702955
JD02,0.02697715681048435,0.3126046930642084,0.18281547999590694,0.15036767384082725,-0.061537936716144374,0.11347967267246856
ST1046,-0.18943143655068403,-0.5196575606091984,0.16433107224528437,-0.38902950005066,0.08904504809090509,-0.288441406988787
SS205,-0.24760791432714618,-0.29729153889913557,-0.477090869810779,0.1471704875335132,0.6058800272905085,-0.31590130276106965
ST1060,0.09092979751761486,0.32480334567080843,0.15179940472652717,0.23016531557255088,0.16005677575244254,0.06564184322901286
JD04,0.2120223165952761,-0.49521993162406097,-0.20615193663273637,0.08625355347990352,0.11748494652390153,0.17523134978039723
ST1061,0.3678258279270932,-0.24445404206416543,-0.2869371596321359,0.38009649167729365,-0.07938313139149038,0.5106926794422698
YH01,-0.28804437660079735,0.4231131659900816,0.059791080201150565,-0.2138177802451909,0.021174948966301278,-0.42831725396099235
BL02,0.1080327399018818,0.5885847958917965,0.3544141676988908,0.23183380459668526,-0.14345226832478525,0.19528055012274276
ST1066,-0.15441776397179047,0.035455866086208244,0.06518802330316596,-0.2997250106633536,-0.0013156422919374045,-0.15268625927437504
YH14,-0.3567742622010483,-0.4130479532262618,0.17611317628321205,-0.6009138226458889,-0.04888161258067026,-0.47579357167519926
YH13,-0.19398214663231908,0.22231158004436735,0.15676310864575158,-0.0006668693693372298,0.26590685228306316,-0.2291377330369163
SW06,-0.028973814596783058,-0.3585738598273062,-0.6358232666515901,0.06463057252489417,0.10072107976719305,-0.06104543117620237
SS211,-0.09142230486094821,-0.2726613536475883,-0.043145802916135075,0.02653200167986093,0.2935238066874139,-0.11016128057031636
