247.566,247.344,245.949,246.088,247.414,247.613,248.459,248.585,246.476,245.574,244.317,247.138,247.614,247.0,248.632,246.882,249.03,246.668,248.058,248.345,248.267,246.512,247.919,248.244,249.056,247.45,244.909,247.591,246.132,247.08,247.903,246.135,247.038,246.625,244.101,246.722,246.359,247.662,248.42,247.858,248.515,246.404,242.566,247.276,248.072,247.475,245.469,246.034,248.238,248.309,247.828,248.732,245.927,248.273,244.613,247.101,246.884,246.512,247.253,248.889,246.096,249.051,248.281,246.818,244.876,247.766,245.33,248.746,247.776,248.674,246.958,246.741,247.109,247.741,246.449,248.202,246.209,247.76,247.105,246.963,247.963,245.511,248.267,246.425,247.335,246.153,246.761,247.468,247.735,248.418,246.622,247.542,245.3,246.948,245.844,246.206,248.239,246.904,245.48,247.204,247.903,246.837,244.384,246.791,245.166,246.15,247.216,246.651,247.208,247.718,247.541,247.502,245.602,244.461,247.066,244.738,248.225,247.409,247.229,246.713,246.146,247.225,245.128,247.023,247.889,247.708,245.927,248.031,247.124,247.215,246.514,247.35,247.203,247.197,245.821,249.109,244.042,245.406,249.044,248.342,248.141,248.09,248.941,248.615,247.174,248.451,247.378,247.217,245.813,247.522,246.869,244.686,248.444,247.088,245.181,247.532,247.757,246.518,248.523,246.872,246.856,245.879,246.561,245.744,246.975,248.125,247.857,246.033,247.045,248.832,247.423,246.591,248.083,246.44,246.877,246.589,247.189,249.051,246.615,246.142,247.082,247.965,246.166,246.425,247.434
247.57,247.345,245.952,246.041,247.41,247.617,248.443,248.607,246.476,245.583,244.317,247.12,247.574,247.0,248.571,246.861,249.03,246.674,248.048,248.295,248.153,246.478,247.919,248.253,249.062,247.441,244.873,247.613,246.132,247.054,247.913,246.121,247.108,246.641,244.105,246.948,246.38,247.632,248.421,247.851,248.506,246.588,242.563,247.241,248.106,247.492,245.43,246.039,248.168,248.304,247.828,248.677,245.918,248.282,244.611,247.094,246.884,246.465,247.223,248.874,246.117,249.054,248.28,246.854,244.8,247.744,245.294,248.758,247.794,248.688,246.962,246.743,247.087,247.713,246.433,248.204,246.209,247.753,247.043,246.969,247.941,245.535,248.276,246.414,247.339,246.156,246.774,247.447,247.677,248.321,246.6,247.544,245.301,246.949,245.854,246.21,248.234,246.872,245.468,247.204,247.9,246.85,244.307,246.791,245.171,246.112,247.203,246.659,247.263,247.72,247.545,247.51,245.63,244.485,247.066,244.745,248.152,247.409,247.224,246.709,246.167,247.222,245.118,247.041,247.898,247.645,245.928,247.996,247.269,247.215,246.487,247.35,247.184,247.212,245.821,249.109,244.045,245.357,248.996,248.345,248.144,248.076,248.923,248.602,247.174,248.421,247.378,247.221,245.825,247.271,246.869,244.671,248.454,247.055,245.127,247.546,247.775,246.526,248.533,246.814,246.872,245.879,246.517,245.744,246.973,248.134,247.83,246.021,246.989,248.832,247.428,246.606,248.072,246.471,246.88,246.589,247.118,249.057,246.615,246.112,247.23,247.889,246.186,246.428,247.491
247.642,247.364,245.313,246.041,247.41,247.632,248.399,248.571,246.447,245.589,244.322,247.13,247.482,246.978,248.573,246.899,249.015,246.681,247.938,248.275,248.22,246.495,247.915,248.238,249.075,247.478,244.849,247.618,246.14,245.525,247.881,246.138,246.66,246.641,244.132,246.915,246.298,247.64,248.372,247.833,248.579,246.593,242.531,247.241,248.119,247.475,245.347,246.026,247.233,248.299,247.791,248.762,245.94,248.277,244.596,247.106,246.906,246.516,247.229,248.187,246.082,249.022,248.274,247.021,244.795,247.745,245.309,248.735,247.797,248.692,246.957,246.721,246.699,247.022,246.338,248.204,246.209,247.801,247.03,246.969,247.942,245.07,248.287,246.311,246.803,246.131,246.742,247.449,246.985,248.352,246.586,247.006,245.311,246.956,245.891,246.211,248.228,246.837,245.396,247.209,247.846,246.854,244.107,246.758,245.189,246.114,247.207,246.666,247.277,247.749,247.545,247.485,245.628,244.782,247.09,244.721,248.179,247.397,247.14,246.704,246.12,247.224,245.138,247.022,247.882,247.616,245.899,247.944,247.272,247.233,246.523,247.252,247.2,247.224,245.846,249.119,244.045,245.319,248.982,247.91,248.14,248.081,248.93,248.616,247.186,247.702,247.368,247.204,245.826,247.27,246.411,244.109,248.456,245.485,245.275,247.55,247.764,246.527,248.547,246.824,246.872,245.886,246.466,245.744,247.001,248.099,247.887,246.225,246.881,248.832,247.424,246.595,248.081,246.121,246.837,246.6,247.084,249.007,246.608,246.112,247.233,247.929,246.181,246.427,247.487
247.649,247.295,245.775,246.089,247.41,247.619,248.386,248.597,246.457,245.589,244.307,247.067,247.463,246.951,248.502,246.883,249.015,246.709,247.951,249.078,248.22,246.456,247.916,248.212,249.046,247.264,244.815,247.412,246.114,245.446,247.881,246.728,246.65,246.645,244.135,246.875,247.535,247.646,248.274,247.834,248.562,247.918,242.556,247.207,248.072,247.491,245.354,245.99,247.26,248.282,247.791,248.722,245.854,248.071,244.912,247.11,246.906,248.546,247.195,248.193,246.044,249.025,248.255,247.317,244.797,247.682,245.309,248.744,247.745,248.693,246.77,246.696,246.689,247.524,246.012,248.21,246.209,247.737,247.872,246.982,247.958,244.894,248.294,246.354,246.794,246.133,246.744,247.459,246.777,248.334,246.517,247.01,245.333,246.966,245.848,246.212,248.242,246.847,245.396,247.215,247.846,246.868,244.126,246.758,245.191,246.114,247.209,246.481,247.289,247.727,247.563,247.5,245.637,244.704,247.065,244.677,248.005,247.397,247.143,246.705,246.144,247.208,245.119,246.99,247.893,247.594,245.786,247.927,247.273,247.063,246.401,247.344,248.107,247.237,245.846,249.117,244.002,245.298,248.984,247.918,248.084,248.068,248.911,248.616,247.201,247.68,247.34,247.206,245.774,247.22,246.411,244.096,248.457,245.445,245.269,247.43,247.766,246.53,248.547,246.803,246.882,245.886,246.36,245.744,246.987,248.083,247.872,246.212,246.848,248.837,247.487,246.605,248.046,246.131,246.837,246.596,246.878,249.029,246.616,246.114,247.216,247.906,246.187,246.43,247.671
247.656,247.267,245.743,246.083,247.394,247.613,248.249,248.487,246.524,245.59,244.314,247.035,247.484,246.858,248.296,246.892,248.987,246.687,248.041,249.052,248.177,246.467,247.923,248.212,249.017,247.238,244.815,247.439,246.021,245.434,247.788,246.743,246.55,246.642,244.135,246.649,247.498,247.593,248.277,247.843,248.634,247.65,242.481,247.2,248.067,247.395,245.326,245.991,247.241,248.234,247.791,248.741,245.866,248.067,244.864,247.109,246.886,248.576,247.212,248.186,246.037,248.972,248.255,247.322,244.787,247.547,245.292,248.646,247.769,248.693,246.766,246.696,246.689,247.541,246.029,248.132,246.197,247.727,247.883,246.993,247.969,244.852,248.294,246.332,246.673,246.129,246.72,247.469,246.779,248.264,246.521,247.04,245.333,246.948,245.904,246.212,248.236,246.837,245.436,247.285,247.841,246.768,244.06,246.756,245.155,246.071,247.209,246.479,247.282,247.706,247.575,247.51,245.644,244.746,247.043,244.651,248.044,247.409,247.132,246.66,246.15,247.165,245.125,246.953,247.891,247.606,245.774,247.921,247.108,247.068,246.395,247.353,248.14,247.236,245.878,249.065,244.023,245.312,248.921,247.918,248.064,248.068,248.832,248.616,247.183,247.685,247.4,247.234,245.777,247.413,246.436,244.096,248.457,245.432,245.267,247.434,247.767,246.552,248.516,246.793,246.874,245.886,246.275,245.687,246.971,248.061,247.808,246.212,246.962,248.818,247.486,246.605,248.064,246.131,246.859,246.59,246.902,249.005,246.607,246.114,247.037,247.882,246.214,246.43,247.709
247.512,247.27,246.326,246.003,247.263,247.544,248.25,248.354,246.493,245.598,244.274,246.866,247.486,246.77,248.297,246.779,248.987,246.58,248.038,249.078,248.177,246.361,247.887,248.158,248.996,246.997,244.784,247.452,245.998,246.863,247.79,246.735,246.855,246.645,244.136,246.62,247.526,247.588,248.136,247.844,248.452,247.693,242.481,247.2,248.081,247.421,245.246,246.006,248.16,248.224,247.747,248.751,245.847,248.074,244.853,247.109,246.889,248.522,247.155,248.813,246.037,248.87,248.159,247.227,244.787,247.559,245.21,248.675,247.763,248.693,246.779,246.703,246.973,248.201,246.113,248.129,246.185,247.75,247.88,246.97,247.9,245.351,248.294,246.297,247.186,246.121,246.722,247.483,247.512,248.226,246.564,247.544,245.323,246.953,245.753,246.226,248.253,246.839,245.46,247.286,247.78,246.746,244.006,246.757,245.106,245.986,247.181,246.547,247.308,247.706,247.547,247.477,245.659,244.446,247.059,244.653,247.92,247.428,247.103,246.643,246.155,247.135,245.009,246.989,247.891,247.566,245.788,247.889,247.032,246.956,246.43,247.356,248.11,247.244,245.847,249.008,243.98,245.261,248.909,248.389,248.0,248.087,248.792,248.642,247.202,248.371,247.408,247.165,245.79,247.411,246.877,244.643,248.447,246.948,245.02,247.382,247.788,246.507,248.535,246.786,246.782,245.955,246.277,245.687,246.972,248.006,247.812,246.02,246.979,248.834,247.423,246.606,247.859,246.47,246.864,246.6,246.896,249.019,246.554,246.038,247.039,247.882,246.203,246.447,247.682
247.519,247.199,246.322,245.976,247.233,247.545,248.172,248.356,246.367,245.611,244.271,246.822,247.331,246.821,248.394,246.719,248.955,246.585,248.028,249.059,248.165,246.335,247.855,248.223,248.966,246.992,244.661,247.52,245.97,246.882,247.751,246.685,246.856,246.601,244.155,246.621,247.529,247.565,248.232,247.793,248.459,247.728,242.502,247.216,248.082,247.383,245.255,246.002,248.135,248.231,247.699,248.784,245.849,248.087,244.802,247.077,246.872,248.347,247.166,248.828,246.049,248.786,248.162,247.231,244.818,247.656,245.197,248.68,247.795,248.56,246.796,246.679,246.917,248.203,246.113,248.136,246.185,247.64,247.921,246.975,247.898,245.366,248.293,246.298,247.232,246.121,246.702,247.485,247.436,248.177,246.472,247.548,245.338,246.924,245.786,246.227,248.253,246.715,245.469,247.249,247.765,246.718,243.961,246.761,245.108,245.964,247.139,246.495,247.324,247.702,247.56,247.37,245.666,244.528,247.047,244.639,248.022,247.429,247.099,246.657,246.157,247.158,245.018,247.007,247.895,247.448,245.751,247.888,247.029,246.956,246.354,247.279,248.079,247.267,245.834,248.981,244.018,245.185,248.93,248.317,247.949,248.086,248.751,248.639,247.196,248.388,247.33,247.214,245.811,247.401,246.77,244.64,248.462,246.901,245.027,247.424,247.852,246.488,248.509,246.747,246.806,245.87,246.269,245.545,246.963,248.03,247.692,246.051,246.985,248.855,247.486,246.61,247.878,246.471,246.804,246.592,246.777,249.031,246.563,246.044,247.039,247.843,246.193,246.447,247.647
247.489,247.086,246.314,245.979,247.244,247.551,248.125,248.276,246.375,245.572,244.281,246.837,247.299,246.83,248.354,246.762,248.933,246.59,248.005,249.033,248.182,246.359,247.858,248.199,248.987,247.002,244.662,247.489,245.957,246.809,247.734,246.73,246.812,246.591,244.174,246.668,247.464,247.568,248.145,247.795,248.465,247.7,242.487,247.215,247.905,247.383,245.221,246.028,248.192,248.211,247.699,248.816,245.871,248.097,244.806,247.085,246.882,248.372,247.127,248.782,246.049,248.786,248.057,247.299,244.818,247.63,245.189,248.681,247.777,248.56,246.796,246.679,246.867,248.226,246.037,248.137,246.176,247.621,247.948,246.962,247.883,245.323,248.3,246.254,247.224,246.122,246.698,247.473,247.429,248.163,246.505,247.522,245.269,246.764,245.759,246.225,248.268,246.732,245.452,247.249,247.767,246.703,243.904,246.761,245.116,245.871,247.188,246.522,247.303,247.587,247.375,247.373,245.674,244.442,247.048,244.616,247.819,247.474,247.019,246.641,246.148,247.151,244.939,246.963,247.906,247.372,245.668,247.8,246.981,246.962,246.377,247.216,248.083,247.274,245.836,248.967,244.004,245.185,248.932,248.331,247.95,248.068,248.702,248.635,247.189,248.23,247.305,247.189,245.803,247.421,246.772,244.617,248.464,246.821,245.062,247.428,247.863,246.491,248.52,246.72,246.811,245.828,246.224,245.544,246.992,248.038,247.68,245.934,247.029,248.821,247.489,246.604,247.82,246.484,246.815,246.547,246.691,249.056,246.564,246.009,247.038,247.843,246.202,246.45,247.599
247.513,247.096,246.279,246.021,247.237,247.581,248.107,248.213,246.414,245.592,244.234,246.897,247.316,246.872,248.348,246.756,248.889,246.591,247.871,248.95,248.202,246.348,247.847,248.185,249.014,246.936,244.617,247.471,245.863,246.733,247.642,246.848,246.716,246.593,244.185,246.874,247.46,247.614,248.21,247.788,248.52,247.785,242.441,247.218,247.907,247.415,245.182,245.972,248.19,248.191,247.836,248.413,245.846,248.099,244.694,247.056,245.381,248.362,247.14,248.714,246.049,246.628,248.007,247.241,244.749,247.63,245.109,247.795,247.793,248.56,246.76,246.682,246.85,248.064,246.006,248.116,246.176,247.58,247.952,246.946,247.861,245.306,248.266,246.254,247.165,246.119,246.524,247.479,247.442,248.163,246.459,247.504,245.247,246.652,245.681,246.225,248.261,246.702,245.38,247.267,247.721,244.992,243.859,246.729,245.121,245.712,247.194,246.527,247.387,247.593,247.314,247.352,245.681,244.42,247.018,244.531,247.784,247.448,247.014,246.655,246.172,247.157,244.962,246.963,247.923,247.422,245.701,247.751,246.998,246.962,246.35,247.241,248.08,247.265,245.852,248.98,243.796,245.2,248.883,248.35,248.037,248.074,248.743,248.636,247.106,248.145,247.305,247.199,245.639,247.424,246.51,244.591,248.512,246.76,245.078,247.428,247.849,246.365,248.525,246.583,246.776,245.821,246.228,245.613,246.43,247.851,247.615,245.948,247.029,247.599,247.493,246.485,247.858,246.484,246.816,246.583,246.271,249.113,246.58,245.967,247.045,247.824,246.214,246.467,247.599
247.063,246.951,246.236,246.143,247.244,247.593,248.143,248.201,246.439,245.47,244.22,246.9,247.271,246.72,247.941,246.765,248.889,246.609,247.88,248.946,248.114,246.362,247.185,248.211,249.02,246.984,244.623,247.446,245.896,246.615,247.66,246.737,246.171,246.587,244.198,246.692,247.35,247.631,248.267,247.6,248.433,247.546,242.422,247.309,247.912,247.407,245.037,245.322,248.165,248.143,247.819,248.388,245.78,248.036,244.722,247.04,245.333,248.322,247.14,248.898,246.03,246.489,248.03,247.11,244.748,247.423,245.061,247.751,247.832,248.56,246.749,246.646,246.857,248.057,246.008,248.116,246.176,247.841,247.986,246.172,247.862,245.33,248.272,246.26,246.012,246.119,246.531,247.463,247.427,248.078,246.407,247.526,245.253,246.666,245.672,246.253,247.973,246.698,245.37,247.224,247.733,245.01,243.497,246.652,245.137,245.669,247.194,246.527,247.326,247.589,247.34,247.379,245.688,244.327,246.924,244.514,247.833,247.488,247.01,246.652,246.031,246.699,245.0,246.943,247.905,247.49,245.624,247.732,247.064,246.978,246.326,247.25,248.08,247.274,245.827,248.979,242.914,245.212,248.916,248.379,247.915,248.087,248.781,248.641,247.026,248.179,247.593,247.197,245.543,247.44,246.502,244.591,248.5,246.754,245.078,247.446,247.85,246.363,248.525,246.582,245.245,245.826,246.268,245.613,246.457,247.838,247.34,245.88,246.99,247.601,247.323,246.439,247.918,246.496,246.82,246.599,246.277,249.206,246.581,245.971,247.072,247.833,246.207,246.468,247.599
