252.445,252.698,252.168,252.569,252.077,253.635,252.75,253.678,253.124,252.11,253.738,252.909,252.564,253.168,253.719,252.166,253.157,252.775,252.923,252.347,252.452,252.241,253.626,252.168,252.168,253.259,253.05,252.484,252.332,252.359,252.944,252.706,252.738,252.319,252.168,252.166,252.65,252.164,252.074,252.816,252.91,252.44,252.535,252.957,252.829,252.369,252.168,252.654,252.111,252.641,252.166,253.211,252.501,252.731,252.436,253.069,252.884,252.475,252.448,252.251,252.443,253.928,252.168,252.372,253.306,253.029,252.073,252.824,252.167,252.167,252.436,252.812,252.892,252.169,252.474,252.916,252.66,252.51,252.167,252.079,252.995,252.634,252.264,252.902,253.027,252.524,252.8,253.502,252.964,252.208,253.151,252.949,252.908,252.08,252.167,252.863,252.166,252.079,252.645,252.472
252.466,252.706,252.168,252.579,252.078,253.655,252.747,253.578,253.07,252.106,253.734,252.927,252.492,253.175,253.721,252.166,253.175,252.696,252.936,252.363,252.432,252.244,252.204,252.167,252.168,253.244,253.065,252.488,252.308,252.371,252.947,252.801,252.738,252.652,252.166,252.164,252.594,252.164,252.071,252.838,252.887,252.44,252.581,252.987,252.756,252.366,252.164,252.685,252.105,252.662,252.165,253.216,252.462,252.73,252.448,253.029,252.903,252.466,252.378,252.256,252.441,253.929,252.469,252.369,253.293,253.0,252.071,252.785,252.166,252.166,252.44,252.819,253.014,252.169,252.474,252.867,252.661,252.53,252.162,252.076,252.994,252.648,252.251,252.912,253.051,252.509,252.797,253.518,252.964,252.198,253.17,252.93,252.908,252.078,252.168,252.869,252.166,252.076,252.639,252.464
252.428,252.69,252.406,252.566,252.114,253.656,252.724,253.671,253.043,252.104,253.711,252.892,252.457,253.192,253.721,252.166,253.168,252.672,252.95,252.358,252.463,252.249,252.196,252.163,252.168,253.239,253.076,252.482,252.272,252.363,252.948,252.81,252.697,252.109,252.163,252.162,252.591,252.163,252.071,252.367,252.893,252.44,252.703,253.287,252.865,252.373,252.289,252.572,252.103,252.668,252.166,253.192,252.447,252.78,252.44,253.082,252.916,252.481,252.379,252.249,252.395,253.929,252.489,252.378,253.298,252.566,252.071,252.794,252.164,252.521,252.405,252.815,252.974,252.165,252.644,252.925,252.623,252.53,252.16,252.076,252.991,252.658,252.252,252.913,253.061,252.434,252.741,253.52,252.967,252.222,253.587,252.901,252.813,252.078,252.423,252.825,252.164,252.075,252.923,252.425
252.334,252.704,252.411,252.444,252.078,253.663,252.763,253.676,253.037,252.536,253.712,252.911,252.42,253.19,253.668,252.166,253.168,252.636,252.947,252.387,252.436,252.241,252.49,252.163,252.168,253.218,253.027,252.472,252.257,252.354,252.948,252.74,252.741,252.122,252.162,252.162,252.476,252.163,252.07,252.323,252.906,252.418,252.262,253.251,252.864,252.368,252.29,252.56,252.351,252.67,252.164,253.174,252.683,252.808,252.446,253.054,252.901,252.487,252.168,252.267,252.393,253.92,252.507,252.335,253.304,252.495,252.07,252.713,252.164,252.528,252.404,252.825,252.971,252.166,252.569,252.929,252.623,252.546,252.16,252.074,252.997,252.675,252.259,252.455,253.074,252.434,252.743,253.522,253.005,252.18,253.589,252.885,252.82,252.078,252.43,252.825,252.162,252.072,252.88,252.426
252.319,252.704,252.413,252.412,252.075,253.669,252.784,253.669,253.022,252.523,253.7,252.92,252.443,253.147,253.665,252.166,253.193,252.636,252.941,252.4,252.405,252.251,253.048,252.164,252.168,253.213,252.991,252.434,252.264,252.378,252.951,252.849,252.716,252.235,252.162,252.162,252.375,252.162,252.07,252.306,252.913,252.37,252.309,253.246,252.792,252.372,252.251,252.574,252.391,252.675,252.162,253.155,252.686,252.766,252.484,253.054,252.89,252.461,252.167,252.269,252.361,253.92,252.169,252.31,253.329,252.502,252.068,252.729,252.164,252.529,252.368,252.781,252.761,252.166,252.615,252.897,252.607,252.548,252.158,252.072,252.952,252.687,252.263,252.452,253.015,252.434,252.818,253.538,253.029,252.17,253.589,252.857,252.733,252.077,252.432,252.81,252.16,252.072,252.9,252.442
252.281,252.643,252.167,252.47,252.072,253.675,252.804,253.68,253.035,252.487,253.715,252.885,252.479,253.15,253.678,252.191,253.208,252.624,252.921,252.325,252.418,252.254,253.029,252.164,252.168,253.222,253.003,252.436,252.266,252.366,252.954,252.867,252.734,252.255,252.16,252.157,252.375,252.161,252.07,252.835,252.916,252.375,252.166,252.861,252.793,252.346,252.163,252.564,252.397,252.7,252.163,253.18,252.676,252.782,252.495,252.999,252.905,252.443,252.168,252.265,252.335,253.798,252.168,252.314,253.333,252.984,252.064,252.727,252.161,252.166,252.35,252.68,252.719,252.166,252.361,252.793,252.614,252.557,252.158,252.07,252.944,252.708,252.272,252.456,252.986,252.491,252.815,253.508,253.034,252.085,253.104,252.857,252.662,252.077,252.168,252.73,252.16,252.07,252.552,252.434
252.281,252.646,252.162,252.489,252.072,253.7,252.807,253.705,252.833,252.512,253.625,252.853,252.472,253.091,253.671,252.255,253.197,252.532,252.898,252.327,252.436,252.258,253.049,252.163,252.166,253.228,252.904,252.461,252.284,252.331,252.926,252.728,252.75,252.273,252.157,252.156,252.344,252.162,252.07,252.81,252.918,252.418,252.176,252.89,252.808,252.359,252.159,252.574,252.386,252.729,252.154,253.209,252.679,252.764,252.503,252.981,252.907,252.466,252.164,252.268,252.312,253.773,252.164,252.314,253.308,252.996,252.063,252.728,252.161,252.166,252.321,252.694,252.739,252.167,252.377,252.809,252.619,252.573,252.157,252.07,252.964,252.691,252.273,252.428,252.996,252.416,252.815,253.512,253.029,252.064,253.089,252.93,252.606,252.076,252.167,252.691,252.161,252.067,252.558,252.366
252.255,252.606,252.163,252.503,252.071,253.668,252.796,253.698,252.833,252.418,253.616,252.814,252.489,253.098,253.682,252.257,253.177,252.585,252.891,252.323,252.392,252.256,253.047,252.161,252.166,253.155,252.875,252.464,252.251,252.305,252.836,252.774,252.739,252.235,252.158,252.157,252.325,252.161,252.068,252.866,252.902,252.441,252.191,252.872,252.808,252.395,252.159,252.586,252.353,252.731,252.154,253.198,252.647,252.683,252.486,252.985,252.879,252.442,252.163,252.246,252.292,253.783,252.164,252.317,253.309,253.006,252.063,252.716,252.16,252.166,252.317,252.714,252.734,252.165,252.39,252.8,252.582,252.525,252.158,252.07,252.867,252.693,252.259,252.432,252.973,252.41,252.862,253.512,253.008,252.066,253.127,252.961,252.654,252.073,252.163,252.689,252.161,252.065,252.524,252.362
252.232,252.599,252.161,252.504,252.069,253.655,252.769,253.7,252.782,252.422,253.625,252.781,252.443,253.066,253.708,252.256,253.185,252.582,252.951,252.326,252.373,252.26,253.051,252.16,252.165,253.184,252.899,252.466,252.249,252.344,253.086,252.739,252.737,252.221,252.158,252.198,252.308,252.157,252.063,252.804,252.936,252.404,252.165,253.404,252.797,252.38,252.152,252.544,252.359,252.749,252.271,253.201,252.672,252.673,252.454,252.921,252.858,252.437,252.163,252.242,252.067,253.815,252.164,252.258,253.319,253.005,252.069,252.746,252.161,252.167,252.314,252.719,252.8,252.164,252.388,252.689,252.61,252.532,252.157,252.07,252.893,252.689,252.251,252.436,253.01,252.347,252.812,253.736,253.034,252.063,253.15,253.291,252.401,252.073,252.153,252.7,252.161,252.066,252.504,252.354
252.256,252.585,252.16,252.374,252.076,253.74,252.815,253.603,252.786,252.453,253.625,252.653,252.748,253.066,253.699,252.255,253.185,252.601,252.984,252.322,252.351,252.244,253.088,252.162,252.164,253.212,252.907,252.384,252.254,252.3,253.08,252.682,252.781,252.191,252.153,252.2,252.334,252.156,252.063,252.801,253.147,252.3,252.164,253.311,252.791,252.396,252.15,252.533,252.375,252.81,252.147,253.209,252.641,252.688,252.452,252.952,252.904,252.416,252.16,252.241,252.067,253.842,252.164,252.259,253.338,252.989,252.069,252.747,252.162,252.167,252.326,252.726,252.29,252.393,252.337,252.78,252.559,252.563,252.158,252.069,252.897,252.683,252.098,252.409,253.035,252.339,252.783,253.751,253.07,252.063,253.127,252.51,252.401,252.076,252.153,252.703,252.159,252.059,252.52,252.356
252.273,252.612,252.159,252.129,252.075,253.727,252.789,253.615,252.78,252.414,253.652,252.827,252.884,252.956,253.716,252.233,253.129,252.896,252.961,252.292,252.358,252.209,253.042,252.158,252.165,253.204,253.124,252.353,252.225,252.311,253.063,252.826,252.328,252.22,252.231,252.213,252.399,252.156,252.071,252.849,253.123,252.299,252.191,253.311,252.859,252.495,252.149,252.595,252.501,252.862,252.277,253.186,252.648,252.683,252.433,252.938,253.325,252.411,252.16,252.245,252.068,253.843,252.165,252.262,253.376,253.012,252.068,252.734,252.16,252.167,252.337,252.304,252.296,252.472,252.398,252.747,252.588,252.611,252.144,252.068,252.898,252.619,252.097,252.4,253.019,252.361,252.876,253.919,252.985,252.07,253.212,252.538,252.449,252.076,252.153,252.734,252.159,252.06,252.52,252.532
252.274,252.809,252.158,252.128,252.075,253.728,252.775,253.609,252.781,252.416,253.652,252.799,252.894,252.93,253.722,252.237,253.127,252.424,252.95,252.305,252.896,252.186,253.043,252.159,252.163,253.212,253.125,252.311,252.509,252.257,252.965,252.785,252.329,252.318,252.243,252.157,252.309,252.156,252.369,252.814,253.13,252.313,252.228,252.809,252.984,252.944,252.153,252.593,252.279,252.859,252.153,253.194,252.657,252.677,252.434,252.952,253.325,252.079,252.16,252.246,252.39,253.843,252.164,252.245,253.384,252.95,252.058,252.688,252.16,252.164,252.337,252.299,252.268,252.471,252.409,252.691,252.601,252.587,252.139,252.068,252.901,252.601,252.075,252.416,253.044,252.3,252.876,253.696,252.979,252.07,253.192,252.282,252.659,252.076,252.162,252.745,252.162,252.061,252.527,252.508
252.232,252.826,252.192,252.103,252.059,253.75,252.818,253.587,252.774,252.452,253.669,252.786,252.585,252.92,253.821,252.246,253.123,252.378,253.019,252.333,252.879,252.189,253.458,252.151,252.163,253.2,253.188,252.351,252.484,252.213,252.951,252.748,252.338,252.298,252.22,252.158,252.344,252.155,252.348,252.819,252.985,252.339,252.252,253.337,253.015,252.95,252.149,252.505,252.297,252.799,252.16,253.193,252.64,252.561,252.386,252.891,253.323,252.077,252.156,252.242,252.06,253.843,252.164,252.281,253.324,253.02,252.06,252.656,252.157,252.161,252.1,252.32,252.791,252.159,252.086,252.617,252.597,252.544,252.135,252.067,252.798,252.603,252.078,252.788,253.063,252.276,252.891,253.655,252.974,252.069,253.223,253.317,252.654,252.067,252.158,252.697,252.154,252.06,252.447,252.456
252.251,252.849,252.148,252.571,252.053,253.715,252.789,253.536,252.807,252.529,253.611,252.787,252.625,252.89,253.815,252.162,253.124,252.246,252.983,252.058,252.918,252.182,253.493,252.151,252.166,253.197,252.765,252.288,252.502,252.213,252.907,252.703,252.798,252.337,252.144,252.158,252.766,252.156,252.218,252.879,252.981,252.317,252.261,253.337,252.975,252.847,252.149,252.459,252.071,252.671,252.155,253.189,252.63,252.563,252.386,252.84,252.916,252.07,252.157,252.234,252.063,253.846,252.159,252.294,253.291,253.049,252.061,252.618,252.154,252.162,252.1,252.691,252.742,252.158,252.084,252.628,252.597,252.542,252.157,252.067,252.718,252.608,252.076,252.818,253.005,252.288,252.846,253.485,252.984,252.059,253.243,253.32,252.654,252.067,252.158,252.685,252.152,252.059,252.388,252.465
