251.927,253.141,252.215,251.952,251.956,252.0,251.987,252.212,251.991,251.98,252.062,252.985,252.079,253.057,252.015,252.007,251.948,252.441,252.077,251.997,252.153,252.041,251.955,251.997,252.296,251.976,253.354,252.017,251.959,251.964,251.98,251.96,252.004,251.969,252.006,252.006,252.007,252.063,252.03,251.967,251.992,252.536,252.027,252.284,252.012,251.982,252.065,252.003,251.926,252.452,251.991,252.411,251.981,253.067,252.132,252.047,251.946,252.106,251.987,252.372,252.003,251.996,251.95,252.084,251.949,251.948,252.274,251.992,252.023,252.016,252.059,253.053,251.926,252.154,251.952,251.989,252.21,251.946,251.971,251.954,251.953,252.042,252.673,252.096,253.89,252.015,251.974,252.013,251.964,251.954,251.987,253.807,251.981,252.365,252.03,252.003,252.732,252.001,252.477,252.193,252.009,252.701,252.015,251.996,251.935,252.328,252.474,252.355,253.179,252.353,251.918,252.005,251.947,251.907,252.144,252.496,251.999,252.451,251.974,251.964,252.043,252.032,251.937,251.958,252.182,251.994,252.005,252.533,251.963,251.969,252.027,251.999,252.004,252.039,252.361,251.985,251.989,252.014,251.985,252.023,252.027,251.957,252.043,252.0,252.202,251.975,252.044,251.934,253.055,252.532,252.857,252.474,252.153,251.974,251.981,252.022,252.308,253.067,252.04,252.05,251.924,251.986,251.945,251.988,252.905,251.98,252.001,252.021,251.939,252.002,251.975,252.035,252.017,251.999,251.982,252.001,251.992,251.939,252.333,252.99,251.97,251.981,252.028,252.017,252.028,251.989,252.046,251.948,252.929,251.995,251.962
251.925,253.098,252.169,251.951,251.954,252.0,251.983,252.178,251.991,251.979,252.061,252.968,252.08,253.08,252.015,252.007,251.947,252.442,252.086,251.997,252.493,252.041,251.954,251.996,252.285,251.976,253.367,252.016,251.958,251.952,251.978,251.961,252.004,251.964,252.005,252.005,252.0,252.079,252.029,251.967,251.992,252.544,252.026,252.285,252.011,251.983,252.044,251.999,251.927,252.024,251.989,252.426,251.981,253.017,252.119,252.358,251.948,252.13,251.987,252.382,252.003,251.991,251.949,252.094,251.947,251.948,252.268,251.991,252.024,252.008,252.059,253.065,251.926,252.163,251.95,251.99,252.195,251.946,251.971,251.953,251.953,252.164,252.684,252.102,253.889,252.015,251.973,252.013,251.963,251.953,251.985,253.818,251.981,252.306,252.026,251.999,252.706,251.999,252.478,252.147,252.008,252.648,252.013,251.996,251.934,252.309,252.475,252.355,253.177,252.372,251.919,252.003,251.947,251.906,252.139,252.503,251.999,252.455,251.973,251.963,251.991,252.032,251.937,251.957,252.184,251.99,252.006,252.538,251.962,251.968,252.023,251.998,252.002,252.037,252.263,251.986,251.98,252.015,251.98,252.023,252.036,251.957,252.051,252.001,252.138,251.973,252.043,251.933,253.036,252.54,252.881,252.483,252.151,251.971,251.981,252.022,252.299,253.073,252.039,252.049,251.921,251.986,251.944,251.984,252.905,251.98,252.001,252.019,251.939,252.002,251.976,252.032,252.016,251.947,251.981,252.0,251.998,251.93,252.337,252.944,251.97,251.98,252.027,252.016,252.028,251.989,252.046,251.946,252.904,251.992,251.962
251.924,253.138,252.132,251.949,251.951,251.999,251.987,252.176,251.992,251.976,252.058,252.929,252.086,253.061,252.015,252.014,251.937,252.443,252.049,251.997,252.553,252.041,251.954,251.996,252.25,251.974,253.365,252.016,251.956,251.952,251.978,251.961,252.004,251.966,252.002,251.997,251.991,252.108,252.027,251.965,251.991,252.562,252.024,252.302,252.012,251.984,252.073,251.999,251.927,252.022,251.987,252.438,251.981,253.049,252.078,252.322,251.945,252.114,251.988,252.395,252.002,251.989,251.952,252.081,251.948,251.948,252.283,251.993,252.023,252.007,252.058,253.058,251.926,252.197,251.948,251.988,252.195,251.944,251.967,251.947,251.953,252.163,252.691,252.107,253.875,252.013,251.979,252.012,251.962,251.951,251.984,253.828,251.981,252.246,252.026,252.0,252.702,251.997,252.479,252.151,252.008,252.644,252.011,251.996,251.934,252.328,252.479,252.358,253.177,252.592,251.918,251.997,251.947,251.904,252.152,252.531,251.999,252.473,251.972,251.962,251.938,252.032,251.936,251.956,252.151,251.987,252.006,252.549,251.961,251.965,252.023,251.995,252.002,252.036,252.223,251.986,251.984,252.015,251.98,252.012,251.968,251.957,252.051,251.992,252.152,251.973,252.043,251.933,253.039,252.526,253.202,252.484,252.12,251.969,251.981,252.024,252.281,253.085,252.037,252.058,251.923,251.985,251.944,251.978,252.866,251.981,251.998,252.024,251.938,252.0,251.973,252.025,252.02,251.886,251.981,252.001,252.001,251.93,252.342,253.001,251.97,251.978,252.026,252.014,252.02,251.989,252.046,251.945,253.072,251.999,251.961
251.924,253.093,252.135,251.941,251.951,251.999,252.251,252.179,251.992,252.019,252.058,253.365,252.086,253.082,252.015,252.013,251.935,252.437,252.043,251.997,252.531,252.042,251.95,252.01,252.267,251.975,253.299,252.016,251.954,251.951,251.986,251.962,252.004,251.962,251.999,251.996,251.985,252.127,252.025,251.961,251.987,252.59,252.025,252.352,252.019,251.983,252.049,251.996,251.928,252.022,252.217,252.445,251.979,252.978,251.994,252.345,251.945,252.117,251.988,252.198,252.001,251.989,251.953,252.02,251.946,251.948,252.295,252.828,252.023,252.007,252.055,252.687,251.924,252.203,251.948,251.988,252.195,251.942,251.967,251.947,251.951,252.035,252.489,252.107,253.862,252.012,251.977,252.012,251.972,251.951,251.984,253.877,251.98,252.219,252.026,251.995,252.697,251.996,252.497,252.072,252.008,252.281,252.01,251.996,251.939,252.247,252.505,252.362,253.172,252.592,251.925,251.988,251.947,251.904,252.849,252.469,251.999,252.44,251.971,251.96,251.939,252.031,251.936,251.964,252.108,251.978,252.006,252.558,251.961,251.961,252.02,251.995,252.001,252.035,252.254,251.984,251.974,252.015,251.977,252.011,251.966,251.957,252.06,251.991,252.156,251.972,252.043,251.932,253.038,252.532,253.193,252.481,252.086,251.966,251.981,252.021,252.291,253.101,252.038,252.056,251.92,251.985,251.941,251.979,252.872,251.982,251.997,252.024,251.982,252.0,251.968,252.023,252.016,251.886,251.979,251.999,252.001,251.96,252.33,252.984,251.967,251.977,252.027,252.012,252.021,251.99,252.042,251.945,253.0,251.999,251.961
251.924,253.115,252.135,251.94,251.95,251.997,252.273,252.179,251.992,252.016,252.054,253.354,252.063,253.075,252.015,252.01,251.935,252.438,252.041,251.997,252.138,252.037,251.948,252.005,252.29,251.977,253.296,252.014,251.954,251.959,251.983,251.962,251.999,251.958,251.999,251.995,251.985,252.157,252.025,251.961,251.984,252.568,252.047,252.357,252.019,251.982,252.07,251.998,251.925,252.369,252.251,252.446,251.976,252.98,251.991,252.042,251.939,252.105,251.988,252.231,252.004,251.989,251.952,252.022,251.946,251.948,252.308,252.886,252.024,252.017,252.054,252.68,251.924,252.203,251.949,251.987,252.19,251.943,251.967,251.945,251.949,252.029,252.477,252.124,253.863,252.014,251.977,252.012,251.971,251.951,251.984,253.881,251.979,252.215,252.026,251.996,252.697,251.993,252.472,252.081,252.008,252.25,252.01,251.996,251.938,252.224,252.471,252.362,253.168,252.565,251.923,251.988,251.947,251.901,252.77,252.432,251.994,252.348,251.971,251.96,251.988,252.031,251.936,251.966,252.107,251.978,252.007,252.553,251.963,251.963,252.018,251.993,252.001,252.035,252.257,251.981,251.983,252.016,251.977,252.01,251.975,251.958,252.059,251.99,252.175,251.971,252.043,251.933,252.988,252.544,253.169,252.481,252.104,251.964,251.981,252.019,252.3,253.055,252.038,252.056,251.922,251.985,251.94,251.976,252.88,251.982,251.996,252.026,251.981,252.001,251.969,252.024,252.013,251.934,251.979,251.998,251.998,251.956,252.32,252.948,251.968,251.976,252.027,252.009,252.02,251.988,252.041,251.945,252.982,252.0,251.962
251.924,253.108,252.096,251.939,251.949,251.997,252.018,252.217,251.99,252.018,252.054,253.354,252.019,253.037,252.015,252.004,251.943,252.441,252.038,251.995,252.036,252.037,251.948,252.0,252.29,251.975,253.317,252.014,251.95,251.96,251.983,251.962,251.998,251.956,251.994,251.997,251.999,252.174,252.023,251.961,251.983,252.561,252.063,252.36,252.019,251.98,252.072,251.996,251.925,252.383,252.197,252.414,251.974,252.992,251.986,252.037,251.933,252.067,251.988,252.249,252.002,251.988,251.945,252.018,251.942,251.948,252.343,252.877,252.023,252.018,252.055,252.697,251.924,252.203,251.949,251.985,252.22,251.94,251.967,251.94,251.949,252.026,252.526,252.126,253.881,252.012,251.97,252.007,251.967,251.95,251.981,253.921,251.98,252.117,252.026,251.992,252.713,251.993,252.475,252.037,252.008,252.277,252.01,251.996,251.938,252.215,252.474,252.365,253.166,252.374,251.922,251.991,251.947,251.894,252.792,252.436,251.991,252.371,251.964,251.958,252.034,252.029,251.935,251.966,252.092,251.978,252.008,252.559,251.962,251.956,252.015,251.986,251.998,252.035,252.265,251.981,251.977,252.006,251.977,252.016,252.018,251.957,252.044,251.994,252.188,251.969,252.041,251.932,252.934,252.519,252.762,252.488,252.111,251.96,251.979,252.019,252.239,253.036,252.037,252.05,251.918,251.984,251.938,251.974,252.906,251.98,251.994,252.02,251.98,251.998,251.967,252.03,252.004,251.988,251.977,251.998,251.99,251.957,252.33,252.9,251.969,251.978,252.023,252.009,252.028,251.983,252.038,251.943,252.855,251.993,251.962
251.924,253.056,252.097,251.938,251.946,251.995,252.013,252.219,251.99,252.019,252.054,253.419,252.018,252.961,252.014,252.004,251.941,252.429,252.04,251.995,252.035,252.034,251.948,252.002,252.29,251.976,253.316,252.012,251.948,251.952,251.983,251.962,251.997,251.958,251.984,251.996,251.999,252.184,252.021,251.962,251.983,252.561,252.065,252.338,252.016,251.979,252.072,251.996,251.921,252.384,252.178,252.416,251.972,253.02,251.983,252.037,251.931,252.073,251.986,252.277,251.995,251.988,251.945,252.019,251.938,251.949,252.32,252.79,252.019,252.018,252.054,252.761,251.924,252.197,251.949,251.975,252.213,251.94,251.967,251.939,251.949,252.023,252.526,252.065,253.885,252.01,251.97,252.008,251.967,251.944,251.972,253.939,251.979,252.202,252.025,251.99,252.684,251.994,252.363,252.017,252.008,252.247,252.008,251.995,251.938,252.202,252.421,252.362,253.172,252.374,251.918,251.981,251.948,251.894,252.792,252.433,251.99,252.437,251.964,251.957,252.033,252.026,251.933,251.962,252.084,251.976,252.006,252.551,251.961,251.955,252.008,251.986,251.995,252.036,252.259,251.982,251.977,252.006,251.977,252.012,252.019,251.954,252.034,251.991,252.132,251.967,252.039,251.931,252.93,252.508,252.762,252.488,252.12,251.957,251.978,252.019,252.239,253.052,252.032,252.05,251.915,251.983,251.938,251.974,252.894,251.979,251.994,252.02,251.972,251.998,251.97,252.026,251.998,251.987,251.977,251.997,251.99,251.955,252.328,252.836,251.972,251.977,252.025,252.004,252.029,251.981,252.038,251.935,252.863,251.993,251.963
251.924,253.028,252.068,251.939,251.944,251.996,252.014,252.219,251.99,252.018,252.053,253.421,252.017,252.922,252.041,252.003,251.941,252.401,252.041,251.994,252.03,252.034,251.948,251.999,252.289,251.974,253.344,252.006,251.948,251.952,251.983,251.962,251.993,251.959,251.985,251.994,251.998,252.198,252.021,251.962,251.983,252.557,252.074,252.179,252.019,251.979,252.072,251.996,251.919,252.386,252.164,252.428,251.971,253.095,251.979,252.038,251.932,252.083,251.986,252.277,251.991,251.988,251.94,252.019,251.932,251.949,252.273,252.82,252.019,252.018,252.056,252.77,251.924,252.181,251.948,251.974,252.206,251.941,251.966,251.936,251.948,252.015,252.515,252.065,253.891,252.01,251.971,252.008,251.967,251.94,251.972,253.948,251.978,252.162,252.024,251.989,252.752,251.994,252.354,252.011,252.009,252.247,252.004,251.994,251.936,252.179,252.392,252.327,253.17,252.366,251.915,251.978,251.948,251.894,252.786,252.37,251.99,252.434,251.964,251.96,252.03,252.025,251.934,251.962,252.086,251.975,252.007,252.569,251.962,251.958,252.006,251.985,251.995,252.036,252.212,251.981,251.978,252.005,251.977,252.012,252.019,251.953,252.033,251.987,252.143,251.966,252.039,251.93,252.96,252.508,252.78,252.497,252.153,251.96,251.978,252.019,252.259,253.048,252.032,252.046,251.914,251.984,251.938,251.975,252.851,251.98,251.993,252.02,251.967,251.998,251.966,252.024,251.999,251.984,251.978,251.997,251.987,251.955,252.315,252.844,251.969,251.978,252.026,252.004,252.029,251.981,252.038,251.935,252.868,251.993,251.962
251.913,253.016,252.079,251.938,251.944,251.995,252.015,252.2,251.988,251.956,251.992,253.446,252.017,252.931,252.044,252.004,251.939,252.452,252.039,251.991,252.023,252.035,251.956,251.996,252.292,251.973,253.192,252.005,251.94,251.947,251.981,251.962,251.993,251.959,251.973,251.992,251.994,252.227,252.019,251.961,251.978,252.572,252.119,252.032,252.015,251.977,252.033,251.991,251.922,252.321,252.151,252.411,251.974,253.053,251.978,251.979,251.926,252.396,251.986,252.256,251.991,251.988,251.938,252.016,251.924,251.949,252.33,252.813,252.013,252.019,252.056,252.779,251.924,252.233,251.945,251.973,252.212,251.941,251.962,251.935,251.951,252.001,252.431,252.051,253.887,252.005,251.972,252.005,251.967,251.94,251.972,253.994,251.978,252.206,252.022,251.996,252.781,251.991,252.32,252.01,252.008,252.267,252.003,251.994,251.936,252.184,252.392,252.339,253.181,252.356,251.919,251.974,251.949,251.891,252.789,252.333,251.984,252.331,251.968,251.959,252.027,252.024,251.878,251.96,252.039,251.974,252.006,252.55,251.96,251.954,252.006,251.985,251.995,252.037,252.212,251.986,251.973,252.006,251.977,252.005,252.019,251.952,252.033,251.986,252.102,251.968,252.03,251.93,252.973,252.497,252.779,252.46,252.111,251.957,251.978,252.016,252.293,253.093,252.03,252.005,251.914,251.974,251.939,251.971,252.8,251.98,251.997,252.021,251.96,251.989,251.967,252.024,251.999,251.982,251.97,251.938,251.988,251.945,252.327,252.905,251.977,251.978,252.025,252.006,252.028,251.981,252.038,251.935,252.86,251.993,251.962
251.91,253.015,252.08,251.931,251.939,251.994,252.008,251.945,251.979,251.951,251.983,252.743,252.017,252.94,252.009,252.006,251.938,252.441,251.989,251.99,252.026,252.035,251.955,251.999,252.266,251.972,253.14,252.004,251.939,251.945,251.988,251.963,251.984,251.939,251.969,251.991,251.993,252.621,252.01,251.96,251.974,252.57,252.116,252.024,252.013,251.977,252.047,251.99,251.922,252.366,252.158,252.424,251.973,252.539,251.979,251.979,251.929,252.401,251.982,251.99,251.992,251.988,251.939,252.016,251.927,251.943,252.364,252.892,252.013,252.018,252.056,252.913,251.924,252.334,251.945,251.964,252.212,251.944,251.956,251.936,251.946,252.003,252.377,252.051,253.882,252.005,251.966,251.995,251.968,251.94,251.973,254.052,251.977,252.219,252.024,251.992,252.781,251.935,252.318,252.029,252.009,252.333,251.988,251.994,251.927,252.262,252.423,252.352,253.13,252.382,251.919,251.975,251.949,251.891,252.724,252.359,251.984,252.29,251.973,251.961,252.028,252.023,251.876,251.956,252.034,251.974,252.008,252.02,251.96,251.947,252.005,251.992,251.995,252.04,252.234,251.985,251.971,252.005,251.978,252.005,252.017,251.952,252.032,251.986,252.12,251.966,252.029,251.93,252.991,252.51,252.794,252.374,252.064,251.951,251.978,252.016,252.318,253.093,252.03,252.007,251.913,251.974,251.939,251.962,252.832,251.982,251.997,252.015,251.959,251.989,251.957,252.022,251.999,251.981,251.97,251.938,251.987,251.944,252.313,252.855,251.976,251.978,252.022,252.006,252.03,251.981,252.038,251.935,252.786,251.993,251.964
