251.832,251.826,251.804,251.82,251.91,251.845,251.919,251.847,251.826,251.878,251.882,251.928,251.888,251.843,250.896,251.899,251.805,251.873,251.713,251.86,251.893,251.82,251.891,250.255,251.884,251.804,251.907,251.909,251.902,251.877,251.794,251.857,251.9,251.809,251.273,251.858,251.87,251.904,251.896,251.848,251.891,251.843,251.927,251.875,249.535,251.899,251.892,251.883,250.094,251.851,251.849,251.879,251.898,251.89,250.704,251.84,251.802,251.843,251.861,251.881,251.853,251.86,251.87,250.745,251.864,249.781,251.752,251.778,251.889,251.858,251.914,251.854,251.012,251.088,251.895,251.124,251.894,249.4,251.896,251.904,250.877,251.812,251.096,251.876,251.827,251.883,250.295,251.888,251.904,251.809,251.9,251.895,251.812,251.889,251.208,251.894,251.889,251.907,251.882,251.904,251.779,251.761,251.877,251.903,250.467,251.817,251.821,251.899,251.887,250.236,251.883,251.902,251.813,251.893,251.847,251.89,251.824,251.894,251.9,251.763,251.859,251.884,251.779,251.909,251.915,251.856,250.76,251.752,251.857,251.897,250.335,251.818,251.316,251.909,251.887,251.884,251.846,251.882,251.906,251.799,251.853,251.85,251.186,251.83,251.868,251.87,251.874,251.886,251.88,251.869,251.908,251.883,251.825,251.878,251.903,251.877,251.879,251.539,251.818,251.87,251.902,251.914,251.865,251.266,251.882,251.907,251.885,251.843,251.847,251.199,251.766,251.044,251.814,251.908,251.843,251.889,251.798,251.763,251.348,251.859,251.817,251.914,251.812,251.853,250.449,250.555,251.047,250.484,251.893,251.87,251.852,251.842,251.894,251.842,251.889,251.841,251.872,251.255,250.161,251.897
251.769,251.826,251.812,251.701,251.854,251.847,251.901,251.834,251.788,250.741,251.85,251.903,251.878,251.825,250.878,251.765,251.775,251.9,251.708,251.839,251.853,251.721,251.896,250.12,251.884,251.765,251.839,251.855,251.873,251.847,251.794,251.788,251.84,251.191,251.246,251.83,251.798,251.904,251.876,251.781,251.798,251.832,251.88,251.876,249.488,251.889,251.8,251.88,250.078,251.71,251.821,250.311,251.872,251.869,250.688,250.828,251.766,251.827,251.8,251.783,251.765,251.861,251.822,250.67,251.88,249.691,251.734,251.761,251.687,251.754,251.86,251.841,251.015,251.073,251.843,251.11,251.894,249.387,251.718,251.809,250.757,251.792,251.045,251.871,251.746,251.887,250.235,251.842,251.895,251.821,251.901,251.898,251.757,251.871,250.971,251.904,251.879,251.907,251.828,251.89,251.779,251.679,251.833,251.842,250.395,251.818,251.82,251.894,251.775,250.147,251.775,251.871,251.833,251.893,251.847,250.789,251.721,251.808,251.881,251.735,251.841,251.891,251.71,251.881,251.747,251.842,250.76,251.749,251.752,251.872,250.328,251.806,251.298,251.909,251.887,251.884,251.752,251.852,251.883,251.758,251.791,251.841,251.122,251.787,251.868,251.875,251.872,251.682,251.839,251.87,251.905,251.886,251.832,251.879,251.799,251.872,251.879,251.539,251.808,251.853,250.872,251.155,251.882,251.282,250.467,251.914,251.847,251.848,251.83,251.193,251.772,251.045,251.795,251.872,251.78,251.891,251.73,251.672,251.312,251.782,251.756,251.885,251.764,251.835,250.446,250.467,251.025,250.448,251.841,251.866,251.86,251.813,251.894,251.775,251.843,251.75,251.87,251.255,250.136,251.862
250.358,251.749,251.727,251.706,251.839,251.803,251.855,251.832,251.601,250.755,251.758,251.756,251.873,251.835,250.838,251.763,251.573,250.511,251.679,251.809,251.838,251.727,251.231,250.246,251.856,251.79,251.852,251.006,251.85,251.863,251.754,251.821,251.832,250.567,250.908,251.819,251.839,251.838,251.859,251.772,251.799,250.698,251.797,251.876,249.524,251.861,250.038,251.886,250.092,251.689,251.802,250.269,251.839,251.879,250.599,250.783,251.764,251.811,251.734,251.781,251.725,251.817,251.831,250.553,251.836,249.784,251.333,251.746,251.647,251.707,251.719,251.847,250.549,251.086,251.781,251.04,251.837,249.428,251.734,251.743,250.794,251.775,251.03,251.876,251.7,251.864,249.852,251.856,251.819,251.746,251.897,251.833,251.758,251.812,250.914,251.892,251.901,251.884,251.832,251.888,251.779,251.582,251.764,251.819,250.372,251.758,250.668,251.793,251.77,250.095,251.691,251.775,250.977,251.809,251.835,250.778,251.172,251.826,251.736,251.631,251.84,251.89,251.726,251.842,250.059,250.304,250.677,251.671,251.801,251.894,250.37,251.809,251.269,251.88,251.89,251.843,251.807,250.739,250.11,251.709,251.818,250.48,251.202,251.787,251.868,251.879,251.872,251.888,250.886,251.875,251.91,251.886,251.832,251.88,251.768,251.871,251.864,251.55,251.759,251.853,250.907,251.158,251.819,251.291,250.427,251.914,251.765,251.794,251.834,251.34,251.729,251.045,251.795,251.827,251.793,251.883,251.705,251.588,251.292,251.676,251.753,251.881,251.767,251.85,250.446,250.405,251.058,250.476,251.778,251.849,251.253,251.815,251.888,251.678,251.743,251.747,251.844,251.257,250.164,250.663
250.367,251.752,251.697,251.667,251.837,251.807,251.845,251.845,251.604,250.8,251.787,251.8,251.853,251.814,251.817,251.73,251.21,250.531,251.618,251.815,251.845,251.732,251.203,251.601,251.857,251.83,251.843,251.015,251.839,251.851,251.754,251.768,251.513,250.471,250.885,251.826,251.753,251.839,251.849,251.767,251.799,250.635,251.796,251.858,251.772,251.808,250.047,251.857,251.626,251.678,251.713,250.31,251.839,251.827,251.773,250.816,251.71,251.734,251.722,251.787,251.682,251.796,251.839,251.688,251.837,251.589,251.329,251.746,251.573,251.623,251.696,251.734,251.359,251.836,251.772,251.878,251.837,251.059,251.689,251.743,251.872,251.644,251.808,251.877,251.527,251.865,251.249,251.734,251.854,251.745,251.902,251.866,251.632,251.752,250.853,251.896,251.814,251.853,251.847,251.904,251.688,251.576,251.769,251.836,251.678,251.692,250.684,251.733,251.739,251.721,251.61,251.752,250.978,251.739,251.751,250.814,251.134,251.816,251.733,251.546,251.808,251.895,251.673,251.806,250.06,250.304,251.896,251.677,251.801,251.827,251.844,251.614,251.773,251.801,251.835,251.843,251.719,250.689,250.102,251.695,251.781,250.479,251.807,251.773,251.738,251.864,251.869,251.867,250.886,251.836,251.915,251.826,251.677,251.88,251.783,251.871,251.862,251.554,251.777,251.858,250.732,251.177,251.799,251.799,250.424,251.914,251.732,251.808,251.804,251.284,251.731,251.879,251.695,251.834,251.751,251.884,251.714,251.45,251.731,251.624,251.759,251.885,251.731,251.845,251.843,251.701,251.681,251.166,251.79,251.853,251.259,251.776,251.888,251.654,251.747,251.694,251.806,251.745,251.715,250.654
250.43,251.643,251.677,251.651,251.845,251.8,251.861,251.842,251.508,250.529,251.806,251.791,251.822,251.839,251.714,251.731,251.286,250.549,251.623,251.807,251.805,251.686,251.203,251.552,251.857,251.814,251.824,251.027,251.796,251.866,251.754,251.77,251.513,250.288,250.884,251.81,251.655,251.803,251.886,251.804,251.784,250.617,251.757,251.853,251.793,251.808,250.058,251.758,251.574,251.671,251.66,251.886,251.832,251.822,251.728,251.828,251.631,251.808,251.708,251.766,251.632,251.796,251.782,251.801,251.809,251.552,251.343,251.746,251.786,251.687,251.658,251.653,251.299,251.696,251.674,251.829,251.814,251.599,251.725,251.687,251.879,251.555,251.803,251.871,251.403,251.865,251.218,251.722,251.854,251.764,251.893,251.895,251.652,251.766,251.79,251.822,251.7,251.816,251.819,251.904,251.658,251.571,251.789,251.836,251.648,251.714,250.68,251.728,251.524,251.794,251.484,251.811,250.983,251.675,251.762,251.823,251.15,251.812,251.733,251.544,251.842,251.872,251.695,251.811,250.06,250.308,251.898,251.671,251.77,251.772,251.825,251.622,251.823,251.811,251.767,251.844,251.749,250.681,250.102,251.693,251.774,250.436,251.817,251.763,251.627,251.799,251.872,251.876,250.886,251.804,251.825,251.697,251.652,251.894,251.721,251.825,251.846,251.535,251.769,251.858,251.323,251.8,251.772,251.813,251.622,251.847,251.737,251.742,251.844,251.285,251.762,251.793,251.601,251.816,251.792,251.844,251.714,251.346,251.764,251.616,251.758,251.886,251.75,251.743,251.814,251.761,251.668,251.165,251.69,251.852,251.258,251.716,251.844,251.664,251.753,251.693,251.806,251.731,251.613,250.667
251.513,251.704,251.573,251.57,251.825,251.802,251.789,251.796,251.452,251.788,251.783,251.742,251.695,251.836,251.762,251.733,251.274,251.707,251.645,251.81,251.658,251.683,251.759,251.583,251.832,251.592,251.769,251.671,251.693,251.787,251.645,251.758,251.617,251.484,251.813,251.818,251.642,251.614,251.886,251.764,251.532,251.723,251.723,251.844,251.685,251.796,251.716,251.7,251.452,251.679,251.646,251.886,251.752,251.8,251.762,251.828,251.594,251.808,251.628,251.767,251.653,251.69,251.731,251.816,251.749,251.623,251.587,251.746,251.704,251.703,251.564,251.655,251.714,251.701,251.675,251.808,251.814,251.562,251.603,251.688,251.735,251.569,251.703,251.872,251.324,251.865,251.544,251.714,251.871,251.728,251.842,251.878,251.623,251.686,251.749,251.776,251.658,251.849,251.741,251.904,251.658,251.503,251.783,251.751,251.654,251.747,251.806,251.72,251.397,251.735,251.451,251.747,251.613,251.625,251.794,251.852,251.592,251.736,251.763,251.472,251.851,251.823,251.673,251.779,251.752,251.738,251.895,251.698,251.806,251.7,251.765,251.612,251.826,251.754,251.758,251.719,251.757,251.704,251.759,251.582,251.774,251.815,251.781,251.74,251.647,251.811,251.872,251.855,251.75,251.81,251.828,251.654,251.626,251.847,251.721,251.786,251.817,251.534,251.675,251.858,251.686,251.811,251.736,251.807,251.475,251.723,251.634,251.623,251.766,251.726,251.756,251.792,251.546,251.781,251.802,251.841,251.645,251.355,251.779,251.531,251.715,251.799,251.75,251.699,251.821,251.587,251.674,251.729,251.683,251.866,251.788,251.717,251.839,251.629,251.757,251.565,251.574,251.737,251.545,251.77
251.441,251.711,251.493,251.364,251.678,251.802,251.789,251.614,251.372,251.746,251.792,251.755,251.661,251.784,251.759,251.734,251.29,251.707,251.512,251.842,251.656,251.654,251.746,251.482,251.59,251.587,251.769,251.7,251.66,251.777,251.637,251.484,251.621,251.506,251.8,251.795,251.544,251.609,251.886,251.75,251.484,251.733,251.734,251.763,251.531,251.821,251.738,251.58,251.408,251.669,251.718,251.891,251.75,251.804,251.698,251.846,251.61,251.79,251.633,251.787,251.673,251.771,251.696,251.79,251.703,251.628,251.554,251.748,251.542,251.61,251.602,251.672,251.714,251.783,251.675,251.746,251.819,251.607,251.568,251.676,251.745,251.568,251.734,251.87,251.319,251.867,251.404,251.704,251.805,251.541,251.854,251.867,251.426,251.468,251.763,251.777,251.66,251.849,251.742,251.866,251.646,251.498,251.673,251.755,251.663,251.727,251.788,251.736,251.334,251.736,251.537,251.753,251.607,251.71,251.805,251.752,251.464,251.73,251.762,251.534,251.845,251.743,251.637,251.754,251.754,251.713,251.74,251.713,251.845,251.636,251.704,251.504,251.788,251.809,251.704,251.679,251.715,251.516,251.76,251.564,251.672,251.788,251.711,251.703,251.636,251.818,251.872,251.852,251.709,251.818,251.805,251.647,251.621,251.726,251.753,251.773,251.847,251.541,251.511,251.858,251.551,251.703,251.739,251.634,251.438,251.733,251.616,251.651,251.74,251.64,251.699,251.799,251.552,251.582,251.765,251.838,251.636,251.355,251.727,251.521,251.691,251.781,251.749,251.634,251.822,251.557,251.7,251.662,251.706,251.826,251.793,251.702,251.777,251.44,251.715,251.354,251.507,251.629,251.459,251.759
251.436,251.663,251.503,251.393,251.675,251.734,251.729,251.653,251.367,251.663,251.81,251.577,251.671,251.767,251.734,251.732,251.172,251.697,251.425,251.847,251.656,251.662,251.75,251.479,251.587,251.568,251.801,251.736,251.725,251.777,251.584,251.473,251.585,251.456,251.79,251.792,251.545,251.62,251.881,251.726,251.485,251.736,251.708,251.747,251.52,251.801,251.604,251.508,251.418,251.587,251.738,251.891,251.733,251.821,251.639,251.734,251.411,251.674,251.601,251.628,251.673,251.733,251.64,251.798,251.626,251.486,251.49,251.728,251.542,251.641,251.606,251.672,251.726,251.784,251.675,251.745,251.819,251.481,251.575,251.643,251.714,251.571,251.725,251.812,251.333,251.862,251.394,251.698,251.79,251.499,251.854,251.838,251.518,251.445,251.733,251.767,251.652,251.771,251.732,251.776,251.671,251.552,251.705,251.742,251.644,251.637,251.668,251.736,251.349,251.698,251.54,251.784,251.608,251.653,251.777,251.714,251.493,251.787,251.767,251.53,251.834,251.711,251.664,251.725,251.753,251.708,251.744,251.697,251.773,251.662,251.701,251.519,251.796,251.785,251.704,251.649,251.667,251.571,251.613,251.503,251.676,251.821,251.682,251.665,251.652,251.823,251.872,251.794,251.641,251.866,251.805,251.672,251.58,251.733,251.698,251.741,251.808,251.541,251.469,251.717,251.514,251.663,251.768,251.533,251.41,251.754,251.649,251.594,251.727,251.629,251.706,251.81,251.555,251.593,251.748,251.847,251.684,251.368,251.722,251.528,251.691,251.63,251.728,251.61,251.814,251.574,251.702,251.632,251.676,251.836,251.792,251.535,251.783,251.399,251.702,251.37,251.518,251.596,251.451,251.642
251.447,251.612,251.442,251.227,251.51,251.734,251.732,251.075,251.305,251.601,251.819,251.583,251.667,251.744,250.539,251.735,251.162,250.859,251.427,251.796,251.633,251.628,251.766,251.33,251.584,251.589,251.81,251.739,250.061,251.058,251.473,251.478,251.583,251.411,251.684,251.769,251.537,251.62,251.738,251.679,251.518,249.782,251.638,251.748,251.508,251.784,250.616,251.508,251.392,251.573,251.685,251.85,251.697,251.816,251.53,251.637,251.222,251.689,251.603,251.606,251.47,251.779,250.713,251.711,251.646,251.517,251.391,251.728,251.367,251.614,251.614,251.603,251.75,250.824,251.676,249.908,251.713,251.376,250.86,251.643,250.375,251.51,251.628,251.811,251.339,251.634,250.878,251.721,251.758,251.51,251.695,251.746,251.39,251.412,251.733,251.803,251.646,251.676,251.734,251.733,250.377,251.517,251.623,251.756,251.504,251.676,251.114,251.574,251.299,251.722,250.503,251.79,251.666,251.597,251.659,251.491,251.328,251.788,251.744,251.491,251.787,251.711,251.661,251.153,251.753,251.707,251.81,251.614,251.761,251.66,251.703,251.505,251.77,251.744,251.691,251.658,250.108,251.574,251.516,251.38,251.648,251.842,251.682,251.672,251.157,251.825,251.872,251.821,251.641,250.658,251.751,251.494,251.553,251.697,251.685,251.799,251.774,251.451,251.503,251.677,251.419,251.67,251.597,250.79,249.868,251.741,251.521,251.644,251.125,251.668,251.636,251.797,251.576,250.82,251.688,251.839,251.621,251.37,251.186,251.457,251.536,251.569,251.634,251.647,251.778,251.53,251.67,251.603,251.642,251.811,250.954,250.85,251.781,251.274,251.702,251.28,250.956,251.601,250.402,251.629
251.455,251.516,251.443,251.227,251.459,251.726,251.733,251.078,251.315,251.706,250.888,251.638,250.61,250.102,250.413,251.745,251.168,250.802,251.436,251.549,251.626,251.637,251.729,251.333,251.409,251.612,250.052,250.92,250.049,251.056,251.464,251.478,251.6,251.421,251.679,251.758,251.461,251.612,251.741,251.616,251.55,249.783,251.648,251.749,251.283,251.79,250.637,251.465,251.284,251.65,249.913,251.826,251.698,251.709,251.422,251.638,251.204,251.69,251.581,250.778,251.455,251.757,250.71,251.774,251.633,251.471,251.444,251.749,251.362,251.614,250.727,251.603,251.603,250.482,251.676,249.929,250.747,251.31,250.818,251.576,250.285,251.489,251.386,251.802,251.361,251.641,250.877,251.579,251.812,251.513,251.664,251.711,251.304,251.337,251.743,251.791,251.614,251.678,251.743,250.643,250.249,251.457,251.613,251.756,250.975,251.685,251.046,251.485,251.289,251.636,250.585,251.723,251.652,249.941,251.656,251.436,251.406,251.752,251.74,250.159,251.805,251.731,251.589,251.145,251.73,251.695,251.732,251.611,250.198,251.636,251.705,251.297,251.711,251.74,251.569,251.677,250.1,251.434,251.525,251.398,251.629,251.799,251.695,251.644,250.944,251.04,251.875,251.821,251.613,250.583,250.848,251.486,251.227,251.697,251.662,251.752,251.757,251.357,251.563,251.695,251.155,251.656,251.587,250.809,249.805,251.642,251.508,251.682,251.117,251.664,250.85,251.794,251.591,250.801,251.68,251.735,251.578,251.391,251.186,251.197,251.527,251.561,251.632,251.643,251.701,251.556,251.626,251.58,251.644,250.225,250.948,250.898,251.688,250.185,251.638,251.281,250.961,251.58,250.278,251.554
