251.97,251.894,251.986,251.984,251.894,251.992,251.941,252.506,252.647,251.965,251.919,251.986,251.953,251.912,251.925,251.962,252.003,251.958,251.979,251.9,251.916,251.982,251.985,252.007,251.918,251.948,251.943,252.033,252.896,251.97,251.966,251.956,251.929,252.047,252.041,251.947,251.939,251.992,252.588,251.984,251.978,251.905,252.015,251.952,251.944,251.966,251.923,252.419,251.991,251.979,251.954,252.024,251.902,251.887,252.003,251.961,251.974,252.003,251.973,251.976,251.937,251.997,251.981,252.0,251.928,252.008,252.045,251.999,251.926,251.98,251.972,252.055,251.948,251.985,251.937,251.964,251.963,252.26,251.95,251.96,252.153,253.166,252.004,252.027,251.975,251.995,251.993,251.906,252.034,252.221,252.016,251.883,251.94,253.694,252.267,252.01,252.04,252.673,251.95,253.268,252.078,251.993,252.436,252.032,252.265,251.987,251.936,251.955,251.928,251.986,252.001,251.991,251.991,251.855,251.988,252.583,252.19,252.034,251.994,253.402,251.839,251.906,251.886,251.991,251.927,251.84,252.409,252.015,251.977,251.93,251.999,251.94,251.897,252.15,251.943,251.936,251.939,251.959,251.983,251.995,251.92,251.863,252.004,251.922,252.004,251.948,251.967,251.937,251.94,253.08,251.974,251.963,251.937,251.984,251.982,251.944,252.043,251.977,251.92,252.056,252.056,251.897,251.958,252.208,251.996,251.936,251.92,251.918,251.961,251.976,251.868,251.943,251.973,251.97,251.895,251.94,251.962
251.967,251.894,251.986,251.976,251.893,251.982,251.935,252.513,252.648,251.965,251.921,251.986,251.953,251.908,251.924,251.961,252.003,251.959,251.979,251.9,251.916,251.978,251.979,252.008,251.918,251.947,251.943,252.033,252.923,251.97,251.965,251.952,251.928,252.047,252.038,251.942,251.94,251.992,252.593,251.984,251.978,251.9,252.013,251.952,251.939,251.967,251.922,252.332,251.989,251.978,251.953,252.023,251.901,251.887,252.003,251.96,251.972,252.001,251.973,251.977,251.934,251.997,251.982,252.0,251.923,252.009,251.994,252.0,251.926,251.981,251.973,252.056,251.948,251.984,251.932,251.962,251.961,252.267,251.951,251.96,252.115,253.164,252.0,252.027,251.975,251.993,251.99,251.903,252.03,252.228,252.016,251.884,251.939,253.709,252.269,252.009,252.04,252.685,251.949,253.26,252.085,251.992,252.435,252.008,252.276,251.984,251.937,251.956,251.925,251.985,252.001,251.992,251.984,251.855,251.989,252.583,252.117,252.034,251.995,253.364,251.836,251.905,251.884,251.988,251.927,251.837,252.401,252.016,251.975,251.927,251.999,251.94,251.893,252.157,251.943,251.936,251.936,251.956,251.983,251.996,251.918,251.864,252.002,251.922,252.001,251.948,251.966,251.936,251.94,253.072,251.974,251.964,251.937,251.981,251.98,251.944,252.041,251.971,251.92,252.056,252.027,251.897,251.953,252.196,251.996,251.93,251.918,251.916,251.961,251.973,251.862,251.942,251.969,251.968,251.892,251.94,251.962
251.965,251.894,251.987,251.968,251.892,251.972,251.929,252.52,252.65,251.964,251.922,251.986,251.953,251.908,251.923,251.961,252.003,251.959,251.979,251.9,251.916,251.974,251.974,252.009,251.918,251.946,251.943,252.033,252.949,251.97,251.964,251.947,251.926,252.047,252.035,251.938,251.94,251.993,252.599,251.983,251.977,251.896,252.011,251.952,251.934,251.968,251.922,252.246,251.987,251.977,251.953,252.021,251.899,251.886,252.003,251.959,251.969,252.0,251.972,251.977,251.931,251.996,251.983,252.0,251.918,252.01,251.99,252.002,251.926,251.981,251.973,252.058,251.948,251.982,251.931,251.96,251.958,252.274,251.952,251.959,252.077,253.162,251.996,252.027,251.974,251.99,251.987,251.9,252.025,252.234,252.017,251.885,251.939,253.725,252.27,252.009,252.04,252.697,251.949,253.252,252.091,251.99,252.434,252.001,252.287,251.981,251.937,251.957,251.923,251.984,252.002,251.994,251.977,251.855,251.99,252.583,252.044,252.035,251.995,253.325,251.833,251.905,251.882,251.985,251.927,251.834,252.392,252.017,251.973,251.924,251.999,251.94,251.89,252.165,251.942,251.935,251.933,251.952,251.983,251.997,251.917,251.865,252.001,251.922,251.998,251.948,251.965,251.935,251.94,253.065,251.974,251.964,251.937,251.977,251.978,251.945,252.04,251.966,251.921,252.056,252.024,251.897,251.947,252.185,251.996,251.925,251.916,251.914,251.961,251.969,251.856,251.94,251.966,251.966,251.889,251.939,251.961
251.963,251.895,251.987,251.96,251.891,251.962,251.924,252.527,252.652,251.964,251.923,251.986,251.953,251.909,251.923,251.96,252.004,251.959,251.979,251.9,251.917,251.97,251.968,252.01,251.918,251.945,251.944,252.033,252.975,251.97,251.964,251.943,251.925,252.047,252.032,251.933,251.94,251.993,252.605,251.983,251.977,251.891,252.009,251.951,251.929,251.968,251.922,252.161,251.984,251.976,251.952,252.02,251.898,251.886,252.003,251.958,251.967,251.998,251.972,251.978,251.928,251.996,251.984,251.999,251.913,252.011,251.986,252.003,251.926,251.981,251.973,252.06,251.949,251.981,251.931,251.958,251.958,252.281,251.953,251.958,252.039,253.16,251.992,252.027,251.973,251.988,251.984,251.898,252.021,252.241,252.017,251.885,251.939,253.74,252.272,252.009,252.04,252.709,251.949,253.245,252.098,251.989,252.432,251.994,252.298,251.979,251.938,251.958,251.921,251.983,252.002,251.995,251.97,251.855,251.991,252.582,251.999,252.036,251.996,253.287,251.831,251.904,251.88,251.982,251.927,251.831,252.383,252.017,251.971,251.921,251.999,251.941,251.887,252.172,251.942,251.934,251.93,251.948,251.983,251.998,251.915,251.867,252.0,251.921,251.995,251.948,251.964,251.935,251.94,253.057,251.974,251.964,251.937,251.974,251.976,251.945,252.038,251.96,251.922,252.056,252.021,251.896,251.942,252.173,251.995,251.919,251.915,251.912,251.961,251.965,251.85,251.939,251.963,251.965,251.886,251.938,251.961
251.96,251.895,251.987,251.951,251.89,251.952,251.922,252.534,252.654,251.964,251.925,251.986,251.952,251.91,251.922,251.96,252.004,251.96,251.979,251.9,251.917,251.967,251.962,252.011,251.917,251.944,251.944,252.033,253.001,251.97,251.963,251.938,251.923,252.047,252.029,251.93,251.941,251.994,252.611,251.982,251.976,251.887,252.007,251.951,251.924,251.969,251.922,252.075,251.982,251.975,251.951,252.019,251.896,251.886,252.003,251.957,251.964,251.997,251.972,251.979,251.925,251.996,251.986,251.999,251.908,252.012,251.982,252.004,251.927,251.982,251.974,252.061,251.949,251.98,251.931,251.956,251.958,252.288,251.953,251.957,252.034,253.159,251.988,252.028,251.972,251.986,251.98,251.895,252.016,252.248,252.018,251.886,251.939,253.756,252.274,252.008,252.04,252.72,251.948,253.237,252.105,251.987,252.431,251.987,252.309,251.976,251.939,251.959,251.918,251.981,252.002,251.997,251.963,251.856,251.991,252.582,251.993,252.036,251.996,253.249,251.828,251.904,251.878,251.979,251.927,251.829,252.374,252.018,251.969,251.918,251.999,251.941,251.884,252.18,251.942,251.933,251.928,251.945,251.983,251.998,251.913,251.868,251.998,251.921,251.992,251.948,251.963,251.934,251.94,253.049,251.974,251.965,251.937,251.971,251.974,251.946,252.037,251.955,251.923,252.057,252.018,251.896,251.936,252.161,251.995,251.914,251.913,251.91,251.961,251.961,251.844,251.938,251.96,251.963,251.883,251.938,251.961
251.958,251.895,251.988,251.943,251.889,251.949,251.92,252.541,252.655,251.963,251.926,251.986,251.952,251.911,251.921,251.959,252.004,251.96,251.979,251.9,251.917,251.963,251.96,252.012,251.917,251.943,251.945,252.034,253.028,251.97,251.962,251.936,251.922,252.047,252.026,251.929,251.941,251.994,252.617,251.982,251.976,251.882,252.005,251.951,251.919,251.969,251.922,252.035,251.979,251.974,251.95,252.018,251.895,251.886,252.003,251.956,251.965,251.995,251.972,251.98,251.922,251.995,251.987,251.999,251.903,252.013,251.978,252.006,251.927,251.982,251.974,252.063,251.949,251.978,251.93,251.954,251.958,252.295,251.954,251.957,252.029,253.157,251.984,252.028,251.972,251.983,251.977,251.892,252.012,252.255,252.018,251.887,251.939,253.771,252.276,252.008,252.04,252.732,251.948,253.229,252.112,251.985,252.429,251.981,252.32,251.974,251.939,251.959,251.916,251.98,252.002,251.998,251.956,251.856,251.992,252.582,251.987,252.037,251.996,253.21,251.825,251.903,251.876,251.976,251.927,251.827,252.366,252.019,251.968,251.914,251.999,251.941,251.879,252.187,251.941,251.933,251.925,251.941,251.983,251.999,251.911,251.869,251.997,251.921,251.989,251.948,251.962,251.933,251.94,253.042,251.974,251.965,251.937,251.968,251.972,251.946,252.035,251.95,251.923,252.057,252.015,251.896,251.931,252.15,251.995,251.91,251.911,251.908,251.961,251.958,251.838,251.936,251.957,251.961,251.88,251.937,251.96
251.956,251.895,251.988,251.935,251.888,251.95,251.918,252.548,252.657,251.963,251.928,251.986,251.952,251.912,251.921,251.959,252.004,251.96,251.979,251.9,251.918,251.959,251.961,252.013,251.917,251.942,251.945,252.034,253.054,251.97,251.962,251.936,251.92,252.047,252.023,251.928,251.941,251.995,252.623,251.981,251.975,251.878,252.003,251.95,251.915,251.97,251.922,252.03,251.977,251.973,251.949,252.017,251.894,251.886,252.003,251.955,251.965,251.994,251.971,251.98,251.919,251.995,251.988,251.999,251.898,252.014,251.974,252.007,251.927,251.983,251.975,252.064,251.949,251.977,251.93,251.952,251.958,252.302,251.955,251.956,252.024,253.155,251.98,252.028,251.971,251.981,251.974,251.89,252.007,252.262,252.019,251.887,251.939,253.786,252.278,252.008,252.04,252.744,251.948,253.222,252.118,251.984,252.428,251.974,252.331,251.971,251.94,251.96,251.913,251.979,252.003,252.0,251.949,251.856,251.993,252.582,251.981,252.038,252.003,253.172,251.822,251.903,251.874,251.973,251.927,251.825,252.357,252.019,251.966,251.911,251.999,251.941,251.878,252.194,251.941,251.932,251.922,251.938,251.983,252.0,251.909,251.871,251.996,251.921,251.986,251.948,251.961,251.932,251.94,253.034,251.974,251.965,251.937,251.965,251.97,251.947,252.034,251.944,251.924,252.057,252.012,251.896,251.926,252.138,251.995,251.91,251.909,251.906,251.96,251.954,251.832,251.935,251.954,251.959,251.877,251.937,251.96
251.953,251.895,251.988,251.927,251.887,251.951,251.916,252.555,252.659,251.963,251.929,251.986,251.952,251.912,251.92,251.959,252.005,251.96,251.979,251.9,251.918,251.955,251.963,252.014,251.917,251.941,251.945,252.034,253.08,251.97,251.961,251.937,251.918,252.047,252.02,251.928,251.941,251.995,252.629,251.98,251.975,251.874,252.001,251.95,251.91,251.971,251.922,252.024,251.975,251.972,251.948,252.015,251.892,251.885,252.003,251.954,251.966,251.992,251.971,251.981,251.916,251.995,251.989,251.999,251.893,252.015,251.97,252.009,251.927,251.983,251.975,252.066,251.949,251.976,251.93,251.95,251.958,252.309,251.956,251.955,252.019,253.153,251.976,252.028,251.97,251.978,251.971,251.887,252.002,252.269,252.019,251.888,251.939,253.802,252.28,252.008,252.04,252.756,251.948,253.214,252.125,251.982,252.426,251.967,252.342,251.969,251.941,251.961,251.911,251.978,252.003,252.002,251.941,251.856,251.994,252.582,251.975,252.038,252.01,253.134,251.82,251.902,251.872,251.97,251.927,251.823,252.348,252.02,251.964,251.908,251.999,251.941,251.876,252.202,251.941,251.931,251.919,251.934,251.983,252.001,251.907,251.872,251.995,251.921,251.983,251.948,251.96,251.932,251.94,253.026,251.974,251.967,251.937,251.962,251.968,251.948,252.033,251.939,251.925,252.057,252.009,251.896,251.92,252.126,251.995,251.909,251.908,251.904,251.96,251.95,251.826,251.934,251.951,251.957,251.874,251.936,251.96
251.951,251.895,251.988,251.918,251.887,251.953,251.914,252.562,252.661,251.963,251.93,251.986,251.951,251.913,251.919,251.958,252.005,251.961,251.979,251.9,251.918,251.952,251.964,252.068,251.917,251.94,251.946,252.034,253.107,251.97,251.96,251.938,251.917,252.047,252.017,251.927,251.942,251.996,252.635,251.98,251.974,251.869,251.999,251.949,251.905,251.971,251.921,252.019,251.972,251.971,251.947,252.014,251.891,251.885,252.003,251.953,251.966,251.991,251.971,251.982,251.913,251.994,251.99,251.999,251.888,252.015,251.966,252.01,251.928,251.983,251.975,252.068,251.949,251.975,251.929,251.948,251.958,252.317,251.957,251.955,252.014,253.151,251.973,252.028,251.969,251.976,251.968,251.884,251.998,252.275,252.02,251.888,251.939,253.817,252.282,252.007,252.041,252.768,251.947,253.206,252.132,251.981,252.425,251.96,252.353,251.966,251.942,251.962,251.909,251.977,252.003,252.003,251.934,251.856,251.995,252.581,251.97,252.039,252.018,253.096,251.818,251.902,251.87,251.967,251.927,251.821,252.34,252.021,251.962,251.905,251.999,251.941,251.875,252.209,251.94,251.931,251.916,251.931,251.983,252.002,251.905,251.873,251.993,251.921,251.98,251.947,251.958,251.931,251.941,253.019,251.974,251.968,251.937,251.959,251.966,251.948,252.031,251.934,251.925,252.057,252.006,251.895,251.915,252.115,251.995,251.908,251.906,251.902,251.96,251.947,251.82,251.932,251.947,251.955,251.871,251.935,251.959
251.949,251.896,251.989,251.91,251.886,251.954,251.913,252.569,252.662,251.962,251.932,251.986,251.951,251.914,251.919,251.958,252.005,251.961,251.979,251.9,251.919,251.948,251.965,252.131,251.917,251.938,251.946,252.034,253.133,251.97,251.959,251.938,251.915,252.047,252.014,251.926,251.942,251.996,252.641,251.979,251.974,251.865,251.996,251.949,251.901,251.972,251.921,252.014,251.97,251.97,251.947,252.013,251.89,251.885,252.003,251.952,251.966,251.99,251.971,251.982,251.91,251.994,251.992,251.998,251.883,252.016,251.962,252.011,251.928,251.984,251.976,252.069,251.949,251.973,251.929,251.946,251.958,252.324,251.957,251.954,252.009,253.15,251.969,252.028,251.968,251.974,251.964,251.882,251.993,252.282,252.02,251.889,251.939,253.832,252.283,252.007,252.041,252.779,251.947,253.199,252.139,251.979,252.424,251.954,252.365,251.964,251.942,251.963,251.906,251.976,252.003,252.005,251.927,251.856,251.996,252.581,251.964,252.039,252.025,253.057,251.817,251.901,251.868,251.964,251.927,251.819,252.331,252.021,251.96,251.902,251.999,251.941,251.874,252.217,251.94,251.93,251.914,251.927,251.982,252.003,251.903,251.875,251.992,251.921,251.977,251.947,251.957,251.93,251.941,253.011,251.974,251.97,251.937,251.955,251.964,251.949,252.03,251.928,251.926,252.057,252.003,251.895,251.909,252.103,251.995,251.907,251.904,251.9,251.96,251.943,251.814,251.931,251.944,251.953,251.868,251.935,251.959
